GP,Driver,Stint,Compound,StintLength,FreshTyre
Miami Grand Prix,MAG,1,HARD,22,1
Miami Grand Prix,MAG,2,MEDIUM,5,1
Miami Grand Prix,MAG,3,MEDIUM,3,1
Miami Grand Prix,MAG,4,MEDIUM,29,0
Miami Grand Prix,NOR,1,MEDIUM,29,1
Miami Grand Prix,NOR,2,HARD,28,1
Miami Grand Prix,OCO,1,MEDIUM,22,1
Miami Grand Prix,OCO,2,HARD,35,1
Miami Grand Prix,PER,1,MEDIUM,17,1
Miami Grand Prix,PER,2,HARD,11,1
Miami Grand Prix,PER,3,MEDIUM,34,0
Miami Grand Prix,PIA,1,MEDIUM,27,1
Miami Grand Prix,PIA,2,HARD,13,1
Miami Grand Prix,PIA,3,MEDIUM,23,0
Miami Grand Prix,RIC,1,HARD,28,1
Miami Grand Prix,RIC,2,MEDIUM,34,0
Miami Grand Prix,RUS,1,MEDIUM,27,0
Miami Grand Prix,RUS,2,HARD,33,1
Miami Grand Prix,SAI,1,MEDIUM,27,1
Miami Grand Prix,SAI,2,HARD,30,1
Miami Grand Prix,SAR,1,MEDIUM,11,1
Miami Grand Prix,SAR,2,HARD,16,1
Miami Grand Prix,STR,1,MEDIUM,12,0
Miami Grand Prix,STR,2,HARD,18,0
Miami Grand Prix,STR,3,MEDIUM,29,0
Miami Grand Prix,TSU,1,MEDIUM,28,1
Miami Grand Prix,TSU,2,HARD,29,1
Miami Grand Prix,VER,1,MEDIUM,23,1
Miami Grand Prix,VER,2,HARD,34,1
Miami Grand Prix,ZHO,1,MEDIUM,28,1
Miami Grand Prix,ZHO,2,SOFT,29,1
Monaco Grand Prix,ALB,2,HARD,76,1
Monaco Grand Prix,ALO,2,MEDIUM,76,0
Monaco Grand Prix,BOT,2,MEDIUM,14,1
Monaco Grand Prix,BOT,3,HARD,62,0
Monaco Grand Prix,GAS,2,MEDIUM,76,1
Monaco Grand Prix,HAM,2,MEDIUM,50,1
Monaco Grand Prix,HAM,3,HARD,28,0
Monaco Grand Prix,LEC,2,HARD,77,1
Monaco Grand Prix,NOR,2,HARD,78,0
Monaco Grand Prix,PIA,2,HARD,78,0
Monaco Grand Prix,RIC,2,HARD,76,0
Monaco Grand Prix,RUS,2,MEDIUM,77,1
Monaco Grand Prix,SAI,2,HARD,77,1
Monaco Grand Prix,SAR,2,HARD,57,0
Monaco Grand Prix,SAR,3,MEDIUM,19,1
Monaco Grand Prix,STR,2,MEDIUM,42,0
Monaco Grand Prix,STR,3,HARD,8,0
Monaco Grand Prix,STR,4,SOFT,28,1
Monaco Grand Prix,TSU,2,HARD,77,0
Monaco Grand Prix,VER,2,MEDIUM,51,1
Monaco Grand Prix,VER,3,HARD,27,0
Monaco Grand Prix,ZHO,2,HARD,69,1
Monaco Grand Prix,ZHO,3,SOFT,6,1
Qatar Grand Prix,ALB,1,MEDIUM,35,1
Qatar Grand Prix,ALB,3,SOFT,2,0
Qatar Grand Prix,ALB,4,SOFT,20,0
Qatar Grand Prix,ALB,5,SOFT,1,1
Qatar Grand Prix,ALO,1,MEDIUM,35,0
Qatar Grand Prix,ALO,3,MEDIUM,7,0
Qatar Grand Prix,ALO,4,MEDIUM,27,0
Qatar Grand Prix,BOT,1,MEDIUM,24,1
Qatar Grand Prix,BOT,2,HARD,10,0
Qatar Grand Prix,BOT,4,MEDIUM,30,0
Qatar Grand Prix,GAS,1,MEDIUM,35,1
Qatar Grand Prix,GAS,4,HARD,22,0
Qatar Grand Prix,HAM,1,MEDIUM,34,1
Qatar Grand Prix,HAM,4,HARD,13,0
Qatar Grand Prix,HAM,5,HARD,23,0
Qatar Grand Prix,HUL,2,HARD,30,1
Qatar Grand Prix,HUL,3,MEDIUM,5,1
Qatar Grand Prix,HUL,4,MEDIUM,6,0
Qatar Grand Prix,HUL,5,MEDIUM,8,0
Qatar Grand Prix,LAW,1,MEDIUM,35,1
Qatar Grand Prix,LAW,3,HARD,2,0
Qatar Grand Prix,LAW,4,HARD,5,0
Qatar Grand Prix,LAW,5,SOFT,17,1
Qatar Grand Prix,LEC,1,MEDIUM,36,0
Qatar Grand Prix,LEC,4,HARD,22,0
Qatar Grand Prix,MAG,1,MEDIUM,27,1
Qatar Grand Prix,MAG,2,HARD,9,1
Qatar Grand Prix,MAG,3,HARD,10,0
Qatar Grand Prix,MAG,4,HARD,30,0
Qatar Grand Prix,NOR,1,MEDIUM,35,1
Qatar Grand Prix,NOR,4,HARD,10,0
Qatar Grand Prix,NOR,5,HARD,22,0
Qatar Grand Prix,PER,1,MEDIUM,35,1
Qatar Grand Prix,PIA,1,MEDIUM,34,1
Qatar Grand Prix,PIA,2,HARD,2,1
Qatar Grand Prix,PIA,4,HARD,23,0
Qatar Grand Prix,RUS,1,MEDIUM,24,0
Qatar Grand Prix,RUS,2,HARD,12,1
Qatar Grand Prix,RUS,4,HARD,2,0
Qatar Grand Prix,RUS,5,HARD,22,0
Qatar Grand Prix,SAI,1,MEDIUM,35,0
Qatar Grand Prix,SAI,2,HARD,2,1
Qatar Grand Prix,SAI,3,HARD,3,0
Qatar Grand Prix,SAI,4,HARD,23,0
Qatar Grand Prix,STR,1,MEDIUM,1,0
Qatar Grand Prix,STR,2,HARD,6,0
Qatar Grand Prix,TSU,1,MEDIUM,35,1
Qatar Grand Prix,TSU,3,HARD,2,0
Qatar Grand Prix,TSU,4,HARD,5,0
Qatar Grand Prix,TSU,5,SOFT,17,1
Qatar Grand Prix,VER,1,MEDIUM,35,1
Qatar Grand Prix,VER,4,HARD,22,0
Qatar Grand Prix,ZHO,1,MEDIUM,35,1
Qatar Grand Prix,ZHO,3,HARD,2,0
Qatar Grand Prix,ZHO,4,HARD,22,0
Saudi Arabian Grand Prix,ALB,1,MEDIUM,7,1
Saudi Arabian Grand Prix,ALB,2,HARD,43,1
Saudi Arabian Grand Prix,ALO,1,MEDIUM,8,0
Saudi Arabian Grand Prix,ALO,2,HARD,44,0
Saudi Arabian Grand Prix,BEA,1,SOFT,7,1
Saudi Arabian Grand Prix,BEA,2,HARD,43,1
Saudi Arabian Grand Prix,BOT,1,SOFT,7,1
Saudi Arabian Grand Prix,BOT,2,HARD,28,1
Saudi Arabian Grand Prix,BOT,3,SOFT,14,1
Saudi Arabian Grand Prix,GAS,1,MEDIUM,1,1
Saudi Arabian Grand Prix,HAM,1,MEDIUM,36,1
Saudi Arabian Grand Prix,HAM,2,SOFT,17,0
Saudi Arabian Grand Prix,HUL,1,MEDIUM,33,1
Saudi Arabian Grand Prix,HUL,2,HARD,17,1
Saudi Arabian Grand Prix,LEC,1,MEDIUM,7,1
Saudi Arabian Grand Prix,LEC,2,HARD,43,1
Saudi Arabian Grand Prix,MAG,1,MEDIUM,7,1
Saudi Arabian Grand Prix,MAG,2,HARD,43,1
Saudi Arabian Grand Prix,NOR,1,MEDIUM,37,1
Saudi Arabian Grand Prix,NOR,2,SOFT,19,0
Saudi Arabian Grand Prix,OCO,1,MEDIUM,7,1
Saudi Arabian Grand Prix,OCO,2,HARD,42,1
Saudi Arabian Grand Prix,PER,1,MEDIUM,7,1
Saudi Arabian Grand Prix,PER,2,HARD,43,1
Saudi Arabian Grand Prix,PIA,1,MEDIUM,7,1
Saudi Arabian Grand Prix,PIA,2,HARD,44,0
Saudi Arabian Grand Prix,RIC,1,MEDIUM,7,1
Saudi Arabian Grand Prix,RIC,2,HARD,42,1
Saudi Arabian Grand Prix,RUS,1,MEDIUM,7,1
Saudi Arabian Grand Prix,RUS,2,HARD,43,1
Saudi Arabian Grand Prix,SAR,1,MEDIUM,7,1
Saudi Arabian Grand Prix,SAR,2,HARD,42,1
Saudi Arabian Grand Prix,STR,1,MEDIUM,6,0
Saudi Arabian Grand Prix,TSU,1,MEDIUM,7,1
Saudi Arabian Grand Prix,TSU,2,HARD,42,1
Saudi Arabian Grand Prix,VER,1,MEDIUM,7,1
Saudi Arabian Grand Prix,VER,2,HARD,43,1
Saudi Arabian Grand Prix,ZHO,1,MEDIUM,41,1
Saudi Arabian Grand Prix,ZHO,2,SOFT,8,1
Singapore Grand Prix,ALB,1,MEDIUM,11,1
Singapore Grand Prix,ALB,2,HARD,4,1
Singapore Grand Prix,ALO,1,MEDIUM,26,0
Singapore Grand Prix,ALO,2,HARD,37,0
Singapore Grand Prix,BOT,1,HARD,33,1
Singapore Grand Prix,BOT,2,MEDIUM,28,1
Singapore Grand Prix,COL,1,MEDIUM,29,1
Singapore Grand Prix,COL,2,HARD,32,1
Singapore Grand Prix,GAS,1,MEDIUM,37,1
Singapore Grand Prix,GAS,2,SOFT,24,1
Singapore Grand Prix,HAM,1,SOFT,19,0
Singapore Grand Prix,HAM,2,HARD,45,1
Singapore Grand Prix,HUL,1,MEDIUM,29,1
Singapore Grand Prix,HUL,2,HARD,32,1
Singapore Grand Prix,LEC,1,MEDIUM,36,1
Singapore Grand Prix,LEC,2,HARD,26,1
Singapore Grand Prix,MAG,1,HARD,28,1
Singapore Grand Prix,MAG,2,MEDIUM,20,1
Singapore Grand Prix,MAG,3,SOFT,8,1
Singapore Grand Prix,NOR,1,MEDIUM,30,1
Singapore Grand Prix,NOR,2,HARD,32,1
Singapore Grand Prix,OCO,1,MEDIUM,29,1
Singapore Grand Prix,OCO,2,HARD,32,1
Singapore Grand Prix,PER,1,MEDIUM,28,1
Singapore Grand Prix,PER,2,HARD,33,1
Singapore Grand Prix,PIA,1,MEDIUM,38,1
Singapore Grand Prix,PIA,2,HARD,24,1
Singapore Grand Prix,RIC,1,SOFT,10,1
Singapore Grand Prix,RIC,2,MEDIUM,36,1
Singapore Grand Prix,RIC,3,SOFT,12,1
Singapore Grand Prix,RIC,4,SOFT,6,0
Singapore Grand Prix,RUS,1,MEDIUM,27,1
Singapore Grand Prix,RUS,2,HARD,35,1
Singapore Grand Prix,SAI,1,MEDIUM,13,1
Singapore Grand Prix,SAI,2,HARD,49,1
Singapore Grand Prix,STR,1,HARD,27,0
Singapore Grand Prix,STR,2,MEDIUM,36,0
Singapore Grand Prix,TSU,1,MEDIUM,33,1
Singapore Grand Prix,TSU,2,SOFT,31,0
Singapore Grand Prix,VER,1,MEDIUM,29,1
Singapore Grand Prix,VER,2,HARD,33,1
Singapore Grand Prix,ZHO,1,HARD,34,1
Singapore Grand Prix,ZHO,2,MEDIUM,27,1
Spanish Grand Prix,ALB,1,MEDIUM,18,1
Spanish Grand Prix,ALB,2,SOFT,25,1
Spanish Grand Prix,ALB,3,SOFT,22,1
Spanish Grand Prix,ALO,1,SOFT,19,1
Spanish Grand Prix,ALO,2,MEDIUM,27,0
Spanish Grand Prix,ALO,3,HARD,21,0
Spanish Grand Prix,BOT,1,SOFT,11,1
Spanish Grand Prix,BOT,2,SOFT,20,0
Spanish Grand Prix,BOT,3,HARD,37,1
Spanish Grand Prix,GAS,1,SOFT,17,0
Spanish Grand Prix,GAS,2,MEDIUM,24,1
Spanish Grand Prix,GAS,3,HARD,28,1
Spanish Grand Prix,HAM,1,SOFT,19,0
Spanish Grand Prix,HAM,2,MEDIUM,27,1
Spanish Grand Prix,HAM,3,SOFT,26,0
Spanish Grand Prix,HUL,1,SOFT,12,1
Spanish Grand Prix,HUL,2,MEDIUM,26,1
Spanish Grand Prix,HUL,3,HARD,28,1
Spanish Grand Prix,LEC,1,SOFT,24,1
Spanish Grand Prix,LEC,2,MEDIUM,23,1
Spanish Grand Prix,LEC,3,SOFT,22,0
Spanish Grand Prix,MAG,1,SOFT,10,1
Spanish Grand Prix,MAG,2,MEDIUM,19,1
Spanish Grand Prix,MAG,3,HARD,36,1
Spanish Grand Prix,NOR,1,SOFT,23,1
Spanish Grand Prix,NOR,2,MEDIUM,24,1
Spanish Grand Prix,NOR,3,SOFT,22,0
Spanish Grand Prix,OCO,1,SOFT,16,0
Spanish Grand Prix,OCO,2,MEDIUM,24,1
Spanish Grand Prix,OCO,3,HARD,29,1
Spanish Grand Prix,PER,1,SOFT,16,0
Spanish Grand Prix,PER,2,SOFT,21,0
Spanish Grand Prix,PER,3,MEDIUM,18,1
Spanish Grand Prix,PER,4,SOFT,20,0
Spanish Grand Prix,PIA,1,SOFT,24,0
Spanish Grand Prix,PIA,2,MEDIUM,25,1
Spanish Grand Prix,PIA,3,SOFT,23,0
Spanish Grand Prix,RIC,1,SOFT,16,1
Spanish Grand Prix,RIC,2,MEDIUM,26,1
Spanish Grand Prix,RIC,3,HARD,23,1
Spanish Grand Prix,RUS,1,SOFT,18,0
Spanish Grand Prix,RUS,2,MEDIUM,21,1
Spanish Grand Prix,RUS,3,HARD,30,1
Spanish Grand Prix,SAI,1,SOFT,15,1
Spanish Grand Prix,SAI,2,MEDIUM,21,1
Spanish Grand Prix,SAI,3,HARD,30,1
Spanish Grand Prix,SAR,1,SOFT,14,1
Spanish Grand Prix,SAR,2,MEDIUM,20,1
Spanish Grand Prix,SAR,3,HARD,30,1
Spanish Grand Prix,STR,1,SOFT,17,1
Spanish Grand Prix,STR,2,MEDIUM,21,0
Spanish Grand Prix,STR,3,HARD,29,0
Spanish Grand Prix,TSU,1,SOFT,9,1
Spanish Grand Prix,TSU,2,MEDIUM,18,1
Spanish Grand Prix,TSU,3,HARD,17,1
Spanish Grand Prix,TSU,4,SOFT,21,1
Spanish Grand Prix,VER,1,SOFT,20,0
Spanish Grand Prix,VER,2,MEDIUM,27,1
Spanish Grand Prix,VER,3,SOFT,22,1
Spanish Grand Prix,ZHO,1,SOFT,9,1
Spanish Grand Prix,ZHO,2,MEDIUM,32,1
Spanish Grand Prix,ZHO,3,HARD,24,1
São Paulo Grand Prix,ALO,1,INTERMEDIATE,27,1
São Paulo Grand Prix,ALO,2,INTERMEDIATE,7,0
São Paulo Grand Prix,ALO,3,INTERMEDIATE,37,1
São Paulo Grand Prix,BEA,1,INTERMEDIATE,27,1
São Paulo Grand Prix,BEA,2,INTERMEDIATE,4,1
São Paulo Grand Prix,BEA,3,INTERMEDIATE,37,1
São Paulo Grand Prix,BOT,1,INTERMEDIATE,31,1
São Paulo Grand Prix,BOT,2,INTERMEDIATE,37,1
São Paulo Grand Prix,COL,1,INTERMEDIATE,26,1
São Paulo Grand Prix,COL,2,INTERMEDIATE,4,1
São Paulo Grand Prix,GAS,1,INTERMEDIATE,31,1
São Paulo Grand Prix,GAS,2,INTERMEDIATE,37,1
São Paulo Grand Prix,HAM,1,INTERMEDIATE,27,1
São Paulo Grand Prix,HAM,2,INTERMEDIATE,4,1
São Paulo Grand Prix,HAM,3,INTERMEDIATE,37,1
São Paulo Grand Prix,HUL,1,INTERMEDIATE,25,1
São Paulo Grand Prix,HUL,2,INTERMEDIATE,1,1
São Paulo Grand Prix,HUL,3,WET,2,1
São Paulo Grand Prix,LAW,1,INTERMEDIATE,31,0
São Paulo Grand Prix,LAW,2,WET,18,0
São Paulo Grand Prix,LAW,3,INTERMEDIATE,40,0
São Paulo Grand Prix,LEC,1,INTERMEDIATE,26,0
São Paulo Grand Prix,LEC,2,INTERMEDIATE,10,0
São Paulo Grand Prix,LEC,3,INTERMEDIATE,40,0
São Paulo Grand Prix,NOR,1,INTERMEDIATE,31,0
São Paulo Grand Prix,NOR,2,INTERMEDIATE,7,0
São Paulo Grand Prix,NOR,3,INTERMEDIATE,41,0
São Paulo Grand Prix,OCO,1,INTERMEDIATE,33,0
São Paulo Grand Prix,OCO,2,INTERMEDIATE,39,0
São Paulo Grand Prix,PER,1,INTERMEDIATE,27,1
São Paulo Grand Prix,PER,2,WET,9,0
São Paulo Grand Prix,PER,3,INTERMEDIATE,37,1
São Paulo Grand Prix,PIA,1,INTERMEDIATE,30,0
São Paulo Grand Prix,PIA,2,INTERMEDIATE,8,0
São Paulo Grand Prix,PIA,3,INTERMEDIATE,39,0
São Paulo Grand Prix,RUS,1,INTERMEDIATE,31,0
São Paulo Grand Prix,RUS,2,INTERMEDIATE,6,0
São Paulo Grand Prix,RUS,3,INTERMEDIATE,40,0
São Paulo Grand Prix,SAI,1,INTERMEDIATE,27,1
São Paulo Grand Prix,SAI,2,INTERMEDIATE,4,1
São Paulo Grand Prix,SAI,3,INTERMEDIATE,6,0
São Paulo Grand Prix,TSU,1,INTERMEDIATE,31,0
São Paulo Grand Prix,TSU,2,WET,3,1
São Paulo Grand Prix,TSU,3,INTERMEDIATE,40,0
São Paulo Grand Prix,VER,1,INTERMEDIATE,31,1
São Paulo Grand Prix,VER,2,INTERMEDIATE,37,1
São Paulo Grand Prix,ZHO,1,INTERMEDIATE,27,1
São Paulo Grand Prix,ZHO,2,INTERMEDIATE,1,1
São Paulo Grand Prix,ZHO,3,WET,9,0
São Paulo Grand Prix,ZHO,5,INTERMEDIATE,38,0
United States Grand Prix,ALB,1,MEDIUM,3,1
United States Grand Prix,ALB,2,MEDIUM,30,1
United States Grand Prix,ALB,3,HARD,22,1
United States Grand Prix,ALO,1,MEDIUM,26,1
United States Grand Prix,ALO,2,HARD,30,0
United States Grand Prix,BOT,1,MEDIUM,15,0
United States Grand Prix,BOT,2,HARD,40,1
United States Grand Prix,COL,1,HARD,39,1
United States Grand Prix,COL,2,MEDIUM,17,1
United States Grand Prix,GAS,1,MEDIUM,18,1
United States Grand Prix,GAS,2,HARD,38,1
United States Grand Prix,HAM,1,HARD,1,1
United States Grand Prix,HUL,1,MEDIUM,27,1
United States Grand Prix,HUL,2,HARD,29,1
United States Grand Prix,LAW,1,HARD,36,1
United States Grand Prix,LAW,2,MEDIUM,20,1
United States Grand Prix,LEC,1,MEDIUM,26,1
United States Grand Prix,LEC,2,HARD,30,1
United States Grand Prix,MAG,1,MEDIUM,17,1
United States Grand Prix,MAG,2,HARD,21,1
United States Grand Prix,MAG,3,MEDIUM,18,1
United States Grand Prix,NOR,1,MEDIUM,31,1
United States Grand Prix,NOR,2,HARD,25,1
United States Grand Prix,OCO,1,MEDIUM,31,1
United States Grand Prix,OCO,2,HARD,20,1
United States Grand Prix,OCO,3,SOFT,7,0
United States Grand Prix,PER,1,MEDIUM,26,1
United States Grand Prix,PER,2,HARD,30,1
United States Grand Prix,PIA,1,MEDIUM,32,1
United States Grand Prix,PIA,2,HARD,24,1
United States Grand Prix,RUS,1,HARD,40,1
United States Grand Prix,RUS,2,MEDIUM,16,1
United States Grand Prix,SAI,1,MEDIUM,21,1
United States Grand Prix,SAI,2,HARD,35,1
United States Grand Prix,STR,1,HARD,28,0
United States Grand Prix,STR,2,MEDIUM,28,1
United States Grand Prix,TSU,1,MEDIUM,18,1
United States Grand Prix,TSU,2,HARD,37,1
United States Grand Prix,VER,1,MEDIUM,25,1
United States Grand Prix,VER,2,HARD,31,1
United States Grand Prix,ZHO,1,MEDIUM,13,0
United States Grand Prix,ZHO,2,MEDIUM,22,0
United States Grand Prix,ZHO,3,HARD,20,1
