GP,Driver,Stint,YellowLaps,SCLaps,VSCLaps,RedFlagLaps
Chinese Grand Prix,TSU,3.0,2,4,0,0
Chinese Grand Prix,VER,1.0,0,0,0,1
Chinese Grand Prix,VER,2.0,3,1,2,0
Chinese Grand Prix,VER,3.0,2,8,0,1
Chinese Grand Prix,VER,4.0,0,0,0,0
Chinese Grand Prix,VER,5.0,0,0,0,0
Chinese Grand Prix,VER,6.0,0,0,0,0
Chinese Grand Prix,ZHO,1.0,0,0,0,1
Chinese Grand Prix,ZHO,2.0,2,1,3,0
Chinese Grand Prix,ZHO,3.0,2,8,0,0
Chinese Grand Prix,ZHO,4.0,0,0,0,0
Dutch Grand Prix,ALB,1.0,1,0,0,1
Dutch Grand Prix,ALB,2.0,1,0,0,0
Dutch Grand Prix,ALB,3.0,0,0,0,0
Dutch Grand Prix,ALB,4.0,1,0,0,0
Dutch Grand Prix,ALB,5.0,0,0,0,0
Dutch Grand Prix,ALB,6.0,0,0,0,0
Dutch Grand Prix,ALO,1.0,5,0,0,2
Dutch Grand Prix,ALO,2.0,2,0,0,0
Dutch Grand Prix,ALO,3.0,0,0,0,0
Dutch Grand Prix,ALO,4.0,0,0,0,0
Dutch Grand Prix,ALO,5.0,0,0,0,0
Dutch Grand Prix,BOT,1.0,0,0,0,0
Dutch Grand Prix,BOT,2.0,2,0,0,1
Dutch Grand Prix,BOT,3.0,0,0,0,0
Dutch Grand Prix,BOT,4.0,0,0,0,0
Dutch Grand Prix,GAS,1.0,2,0,0,1
Dutch Grand Prix,GAS,2.0,1,0,0,0
Dutch Grand Prix,GAS,3.0,1,0,0,0
Dutch Grand Prix,GAS,4.0,0,0,0,0
Dutch Grand Prix,GAS,5.0,0,0,0,0
Dutch Grand Prix,GAS,6.0,0,0,0,0
Dutch Grand Prix,GAS,7.0,0,0,0,0
Dutch Grand Prix,HAM,1.0,1,0,0,0
Dutch Grand Prix,HAM,2.0,1,0,0,0
Dutch Grand Prix,HAM,3.0,1,0,0,1
Dutch Grand Prix,HAM,4.0,0,0,0,0
Dutch Grand Prix,HAM,5.0,0,0,0,0
Dutch Grand Prix,HAM,6.0,0,0,0,0
Dutch Grand Prix,HAM,7.0,0,0,0,0
Dutch Grand Prix,HUL,1.0,0,0,0,0
Dutch Grand Prix,HUL,2.0,2,0,0,1
Dutch Grand Prix,HUL,3.0,1,0,0,0
Dutch Grand Prix,HUL,4.0,0,0,0,0
Dutch Grand Prix,HUL,5.0,1,0,0,0
Dutch Grand Prix,LEC,1.0,1,0,0,1
Dutch Grand Prix,LEC,2.0,0,0,0,0
Dutch Grand Prix,LEC,3.0,1,0,0,0
Dutch Grand Prix,LEC,4.0,1,0,0,0
Dutch Grand Prix,LEC,5.0,0,0,0,0
Dutch Grand Prix,LEC,6.0,0,0,0,0
Dutch Grand Prix,LEC,7.0,0,0,0,0
Dutch Grand Prix,LEC,8.0,0,0,0,0
Dutch Grand Prix,MAG,1.0,1,0,0,0
Dutch Grand Prix,MAG,2.0,2,0,0,1
Dutch Grand Prix,MAG,3.0,0,0,0,0
Dutch Grand Prix,MAG,4.0,2,0,0,0
Dutch Grand Prix,MAG,5.0,0,0,0,0
Dutch Grand Prix,NOR,1.0,2,0,0,1
Dutch Grand Prix,NOR,2.0,0,0,0,0
Dutch Grand Prix,NOR,3.0,1,0,0,0
Dutch Grand Prix,NOR,4.0,1,0,0,0
Dutch Grand Prix,NOR,5.0,0,0,0,0
Dutch Grand Prix,OCO,1.0,3,0,0,1
Dutch Grand Prix,OCO,2.0,0,0,0,0
Dutch Grand Prix,OCO,3.0,1,0,0,0
Dutch Grand Prix,PER,1.0,0,0,0,0
Dutch Grand Prix,PER,2.0,1,0,0,0
Dutch Grand Prix,PER,3.0,1,0,0,0
Dutch Grand Prix,PER,4.0,1,0,0,0
Dutch Grand Prix,PER,5.0,0,0,0,0
Dutch Grand Prix,PER,6.0,0,0,0,0
Dutch Grand Prix,PIA,1.0,2,0,0,1
Dutch Grand Prix,PIA,2.0,1,0,0,0
Dutch Grand Prix,PIA,3.0,1,0,0,0
Dutch Grand Prix,PIA,4.0,0,0,0,0
Dutch Grand Prix,PIA,5.0,0,0,0,0
Dutch Grand Prix,RIC,1.0,2,0,0,0
Dutch Grand Prix,RIC,2.0,4,0,0,1
Dutch Grand Prix,RIC,3.0,0,0,0,0
Dutch Grand Prix,RUS,1.0,2,0,0,1
Dutch Grand Prix,RUS,2.0,1,0,0,0
Dutch Grand Prix,RUS,3.0,2,0,0,1
Dutch Grand Prix,RUS,4.0,0,0,0,0
Dutch Grand Prix,RUS,5.0,0,0,0,0
Dutch Grand Prix,RUS,6.0,0,0,0,0
Dutch Grand Prix,SAI,1.0,0,0,0,0
Dutch Grand Prix,SAI,2.0,0,0,0,0
Dutch Grand Prix,SAI,3.0,3,0,0,1
Dutch Grand Prix,SAI,4.0,0,0,0,0
Dutch Grand Prix,SAI,5.0,0,0,0,0
Dutch Grand Prix,SAI,6.0,0,0,0,0
Dutch Grand Prix,SAR,1.0,2,0,0,1
Dutch Grand Prix,SAR,2.0,1,0,0,0
Dutch Grand Prix,SAR,3.0,0,0,0,0
Dutch Grand Prix,SAR,4.0,1,0,0,0
Dutch Grand Prix,SHW,1.0,0,0,0,0
Dutch Grand Prix,SHW,2.0,1,0,0,0
Dutch Grand Prix,SHW,3.0,1,0,0,0
Dutch Grand Prix,SHW,4.0,0,0,0,0
Dutch Grand Prix,STR,1.0,3,0,0,1
Dutch Grand Prix,STR,2.0,2,0,0,0
Dutch Grand Prix,STR,3.0,0,0,0,0
Dutch Grand Prix,STR,4.0,0,0,0,0
Dutch Grand Prix,STR,5.0,0,0,0,0
Dutch Grand Prix,TSU,1.0,0,0,0,0
Dutch Grand Prix,TSU,2.0,2,0,0,1
Dutch Grand Prix,TSU,3.0,0,0,0,0
Dutch Grand Prix,TSU,4.0,0,0,0,0
Dutch Grand Prix,VER,1.0,1,0,0,0
Dutch Grand Prix,VER,2.0,1,0,0,0
Dutch Grand Prix,VER,3.0,0,0,0,0
Dutch Grand Prix,VER,4.0,0,0,0,0
Dutch Grand Prix,VER,5.0,0,0,0,0
Dutch Grand Prix,ZHO,1.0,0,0,0,0
Dutch Grand Prix,ZHO,2.0,2,0,0,1
Dutch Grand Prix,ZHO,3.0,1,0,0,0
Dutch Grand Prix,ZHO,4.0,0,0,0,0
Dutch Grand Prix,ZHO,5.0,0,0,0,0
Emilia Romagna Grand Prix,ALB,1.0,1,0,0,1
Emilia Romagna Grand Prix,ALB,2.0,2,0,0,1
Emilia Romagna Grand Prix,ALB,3.0,1,0,0,0
Emilia Romagna Grand Prix,ALB,4.0,1,0,0,1
Emilia Romagna Grand Prix,ALB,5.0,0,0,0,0
Emilia Romagna Grand Prix,ALO,1.0,0,0,0,0
Emilia Romagna Grand Prix,ALO,2.0,2,0,0,1
Emilia Romagna Grand Prix,ALO,3.0,1,0,0,1
Emilia Romagna Grand Prix,ALO,4.0,0,0,0,0
Emilia Romagna Grand Prix,ALO,5.0,0,0,0,0
Emilia Romagna Grand Prix,BEA,1.0,0,0,0,0
Emilia Romagna Grand Prix,BEA,2.0,0,0,0,0
Emilia Romagna Grand Prix,BEA,3.0,0,0,0,0
Emilia Romagna Grand Prix,BOT,1.0,2,0,0,0
Emilia Romagna Grand Prix,BOT,2.0,2,0,0,1
Emilia Romagna Grand Prix,BOT,3.0,0,0,0,0
Emilia Romagna Grand Prix,BOT,4.0,1,0,0,1
Emilia Romagna Grand Prix,BOT,5.0,0,0,0,0
Emilia Romagna Grand Prix,GAS,1.0,0,0,0,0
Emilia Romagna Grand Prix,GAS,2.0,2,0,0,1
Emilia Romagna Grand Prix,GAS,3.0,0,0,0,0
Emilia Romagna Grand Prix,GAS,4.0,2,0,0,1
Emilia Romagna Grand Prix,GAS,5.0,0,0,0,0
Emilia Romagna Grand Prix,HAM,1.0,1,0,0,1
Emilia Romagna Grand Prix,HAM,2.0,2,0,0,1
Emilia Romagna Grand Prix,HAM,3.0,2,0,0,1
Emilia Romagna Grand Prix,HAM,4.0,1,0,0,0
Emilia Romagna Grand Prix,HAM,5.0,0,0,0,0
Emilia Romagna Grand Prix,HAM,6.0,0,0,0,0
Emilia Romagna Grand Prix,HAM,7.0,0,0,0,0
Emilia Romagna Grand Prix,HUL,1.0,1,0,0,1
Emilia Romagna Grand Prix,HUL,2.0,2,0,0,1
Emilia Romagna Grand Prix,HUL,3.0,1,0,0,1
Emilia Romagna Grand Prix,HUL,4.0,1,0,0,0
Emilia Romagna Grand Prix,HUL,5.0,0,0,0,0
Emilia Romagna Grand Prix,HUL,6.0,0,0,0,0
Emilia Romagna Grand Prix,HUL,7.0,0,0,0,0
Emilia Romagna Grand Prix,LEC,1.0,1,0,0,0
Emilia Romagna Grand Prix,LEC,2.0,0,0,0,0
Emilia Romagna Grand Prix,LEC,3.0,1,0,0,0
Emilia Romagna Grand Prix,LEC,4.0,1,0,0,1
Emilia Romagna Grand Prix,LEC,5.0,0,0,0,0
Emilia Romagna Grand Prix,LEC,6.0,0,0,0,0
Emilia Romagna Grand Prix,MAG,1.0,1,0,0,1
Emilia Romagna Grand Prix,MAG,2.0,2,0,0,1
Emilia Romagna Grand Prix,MAG,3.0,0,0,0,0
Emilia Romagna Grand Prix,MAG,4.0,0,0,0,0
Emilia Romagna Grand Prix,NOR,1.0,0,0,0,0
Emilia Romagna Grand Prix,NOR,2.0,1,0,0,0
Emilia Romagna Grand Prix,NOR,3.0,1,0,0,1
Emilia Romagna Grand Prix,NOR,4.0,1,0,0,0
Emilia Romagna Grand Prix,NOR,5.0,1,0,0,1
Emilia Romagna Grand Prix,NOR,6.0,0,0,0,0
Emilia Romagna Grand Prix,NOR,7.0,0,0,0,0
Emilia Romagna Grand Prix,OCO,1.0,0,0,0,0
Emilia Romagna Grand Prix,OCO,2.0,1,0,0,0
Emilia Romagna Grand Prix,OCO,3.0,0,0,0,0
Emilia Romagna Grand Prix,OCO,4.0,2,0,0,1
Emilia Romagna Grand Prix,OCO,5.0,0,0,0,0
Emilia Romagna Grand Prix,PER,1.0,0,0,0,0
Emilia Romagna Grand Prix,PER,2.0,2,0,0,1
Emilia Romagna Grand Prix,PER,3.0,1,0,0,0
Emilia Romagna Grand Prix,PER,4.0,1,0,0,1
Emilia Romagna Grand Prix,PER,5.0,0,0,0,0
Emilia Romagna Grand Prix,PIA,1.0,1,0,0,0
Emilia Romagna Grand Prix,PIA,2.0,1,0,0,1
Emilia Romagna Grand Prix,PIA,3.0,2,0,0,1
Emilia Romagna Grand Prix,PIA,4.0,0,0,0,0
Emilia Romagna Grand Prix,PIA,5.0,1,0,0,1
Emilia Romagna Grand Prix,PIA,6.0,0,0,0,0
Emilia Romagna Grand Prix,RIC,1.0,3,0,0,2
Emilia Romagna Grand Prix,RIC,2.0,0,0,0,0
Emilia Romagna Grand Prix,RIC,3.0,1,0,0,0
Emilia Romagna Grand Prix,RIC,4.0,2,0,0,1
Emilia Romagna Grand Prix,RIC,5.0,0,0,0,0
Emilia Romagna Grand Prix,RUS,1.0,0,0,0,0
Emilia Romagna Grand Prix,RUS,2.0,2,0,0,1
Emilia Romagna Grand Prix,RUS,3.0,0,0,0,0
Emilia Romagna Grand Prix,RUS,4.0,1,0,0,0
Emilia Romagna Grand Prix,RUS,5.0,1,0,0,1
Emilia Romagna Grand Prix,RUS,6.0,0,0,0,0
Emilia Romagna Grand Prix,RUS,7.0,0,0,0,0
Emilia Romagna Grand Prix,SAI,1.0,1,0,0,0
Emilia Romagna Grand Prix,SAI,2.0,0,0,0,0
Emilia Romagna Grand Prix,SAI,3.0,1,0,0,0
Emilia Romagna Grand Prix,SAI,4.0,0,0,0,0
Emilia Romagna Grand Prix,SAI,5.0,1,0,0,1
Emilia Romagna Grand Prix,SAI,6.0,0,0,0,0
Emilia Romagna Grand Prix,SAR,1.0,1,0,0,1
Emilia Romagna Grand Prix,SAR,2.0,2,0,0,2
Emilia Romagna Grand Prix,SAR,3.0,0,0,0,0
Emilia Romagna Grand Prix,SAR,4.0,0,0,0,0
Emilia Romagna Grand Prix,SAR,5.0,0,0,0,0
Emilia Romagna Grand Prix,STR,1.0,0,0,0,0
Emilia Romagna Grand Prix,STR,2.0,1,0,0,0
Emilia Romagna Grand Prix,STR,3.0,0,0,0,0
Emilia Romagna Grand Prix,STR,4.0,1,0,0,0
Emilia Romagna Grand Prix,STR,5.0,0,0,0,0
Emilia Romagna Grand Prix,STR,6.0,0,0,0,0
Emilia Romagna Grand Prix,TSU,1.0,4,0,0,2
Emilia Romagna Grand Prix,TSU,2.0,0,0,0,0
Emilia Romagna Grand Prix,TSU,3.0,1,0,0,0
Emilia Romagna Grand Prix,TSU,4.0,1,0,0,1
Emilia Romagna Grand Prix,TSU,5.0,0,0,0,0
Emilia Romagna Grand Prix,VER,1.0,0,0,0,0
Emilia Romagna Grand Prix,VER,2.0,1,0,0,0
Emilia Romagna Grand Prix,VER,3.0,2,0,0,1
Emilia Romagna Grand Prix,VER,4.0,0,0,0,0
Emilia Romagna Grand Prix,VER,5.0,1,0,0,1
Emilia Romagna Grand Prix,VER,6.0,0,0,0,0
Emilia Romagna Grand Prix,ZHO,1.0,0,0,0,0
Emilia Romagna Grand Prix,ZHO,2.0,2,0,0,2
Emilia Romagna Grand Prix,ZHO,3.0,1,0,0,0
Emilia Romagna Grand Prix,ZHO,4.0,0,0,0,0
Emilia Romagna Grand Prix,ZHO,5.0,1,0,0,1
Emilia Romagna Grand Prix,ZHO,6.0,0,0,0,0
Hungarian Grand Prix,ALB,1.0,1,0,0,0
Hungarian Grand Prix,ALB,2.0,0,0,0,0
Hungarian Grand Prix,ALB,3.0,3,0,0,0
Hungarian Grand Prix,ALB,4.0,0,0,1,0
Hungarian Grand Prix,ALB,5.0,1,0,0,0
Hungarian Grand Prix,ALB,6.0,0,0,0,0
Hungarian Grand Prix,ALO,1.0,2,0,0,1
Hungarian Grand Prix,ALO,2.0,1,0,0,0
Hungarian Grand Prix,ALO,3.0,1,0,0,0
Hungarian Grand Prix,ALO,4.0,0,0,1,0
Hungarian Grand Prix,ALO,5.0,0,0,0,0
Hungarian Grand Prix,ALO,6.0,2,0,0,1
Hungarian Grand Prix,BEA,1.0,0,0,0,0
Hungarian Grand Prix,BEA,2.0,0,0,0,0
Hungarian Grand Prix,BEA,3.0,0,0,0,0
Hungarian Grand Prix,BEA,4.0,0,0,0,0
Hungarian Grand Prix,BEA,5.0,0,0,1,0
Hungarian Grand Prix,BEA,6.0,0,0,0,0
Hungarian Grand Prix,BEA,7.0,0,0,0,0
Hungarian Grand Prix,BOT,1.0,2,0,0,0
Hungarian Grand Prix,BOT,2.0,2,0,1,1
Hungarian Grand Prix,BOT,3.0,3,0,0,0
Hungarian Grand Prix,BOT,4.0,0,0,0,0
Hungarian Grand Prix,BOT,5.0,0,0,0,0
Hungarian Grand Prix,BOT,6.0,1,0,0,0
Hungarian Grand Prix,GAS,1.0,0,0,0,0
Hungarian Grand Prix,GAS,2.0,2,0,1,1
Hungarian Grand Prix,GAS,3.0,1,0,0,0
Hungarian Grand Prix,GAS,4.0,1,0,0,0
Hungarian Grand Prix,GAS,5.0,0,0,0,0
Hungarian Grand Prix,HAM,1.0,1,0,0,0
Hungarian Grand Prix,HAM,2.0,0,0,0,0
Hungarian Grand Prix,HAM,3.0,3,0,0,0
Hungarian Grand Prix,HAM,4.0,1,0,1,0
Hungarian Grand Prix,HAM,5.0,0,0,0,0
Hungarian Grand Prix,HAM,6.0,1,0,0,1
Hungarian Grand Prix,HAM,7.0,0,0,0,0
Hungarian Grand Prix,HUL,1.0,2,0,0,0
Hungarian Grand Prix,HUL,2.0,2,0,0,2
Hungarian Grand Prix,HUL,3.0,2,0,0,0
Hungarian Grand Prix,HUL,4.0,0,0,0,0
Hungarian Grand Prix,HUL,5.0,2,0,0,0
Hungarian Grand Prix,HUL,6.0,0,0,0,0
Hungarian Grand Prix,LEC,1.0,2,0,0,1
Hungarian Grand Prix,LEC,2.0,1,0,0,1
Hungarian Grand Prix,LEC,3.0,1,0,0,0
Hungarian Grand Prix,LEC,4.0,1,0,1,0
Hungarian Grand Prix,LEC,5.0,1,0,0,0
Hungarian Grand Prix,LEC,6.0,1,0,0,1
Hungarian Grand Prix,LEC,7.0,0,0,0,0
Hungarian Grand Prix,MAG,1.0,2,0,0,0
Hungarian Grand Prix,MAG,2.0,2,0,0,2
Hungarian Grand Prix,MAG,3.0,2,0,1,0
Hungarian Grand Prix,MAG,4.0,0,0,0,0
Hungarian Grand Prix,MAG,5.0,1,0,0,0
Hungarian Grand Prix,MAG,6.0,0,0,0,0
Hungarian Grand Prix,NOR,1.0,2,0,0,1
Hungarian Grand Prix,NOR,2.0,1,0,0,0
Hungarian Grand Prix,NOR,3.0,3,0,0,0
Hungarian Grand Prix,NOR,4.0,0,0,1,0
Hungarian Grand Prix,NOR,5.0,0,0,0,0
Hungarian Grand Prix,NOR,6.0,2,0,0,1
Hungarian Grand Prix,NOR,7.0,1,0,0,0
Hungarian Grand Prix,OCO,1.0,1,0,0,0
Hungarian Grand Prix,OCO,2.0,2,0,1,1
Hungarian Grand Prix,OCO,3.0,3,0,0,0
Hungarian Grand Prix,OCO,4.0,1,0,0,0
Hungarian Grand Prix,OCO,5.0,0,0,0,0
Hungarian Grand Prix,PER,1.0,2,0,0,1
Hungarian Grand Prix,PER,2.0,0,0,0,0
Hungarian Grand Prix,PER,3.0,2,0,1,1
Hungarian Grand Prix,PER,4.0,2,0,1,0
Hungarian Grand Prix,PER,5.0,0,0,0,0
Hungarian Grand Prix,PER,6.0,0,0,0,0
Hungarian Grand Prix,PIA,1.0,2,0,0,1
Hungarian Grand Prix,PIA,2.0,1,0,1,0
Hungarian Grand Prix,PIA,3.0,2,0,0,0
Hungarian Grand Prix,PIA,4.0,0,0,0,0
Hungarian Grand Prix,PIA,5.0,0,0,0,0
Hungarian Grand Prix,PIA,6.0,1,0,0,1
Hungarian Grand Prix,PIA,7.0,1,0,0,0
Hungarian Grand Prix,RIC,1.0,1,0,0,0
Hungarian Grand Prix,RIC,2.0,1,0,0,0
Hungarian Grand Prix,RIC,3.0,1,0,1,0
Hungarian Grand Prix,RIC,4.0,0,0,0,0
Hungarian Grand Prix,RIC,5.0,2,0,0,1
Hungarian Grand Prix,RIC,6.0,0,0,0,0
Hungarian Grand Prix,RUS,1.0,1,0,0,0
Hungarian Grand Prix,RUS,2.0,0,0,0,0
Hungarian Grand Prix,RUS,3.0,3,0,0,0
Hungarian Grand Prix,RUS,4.0,2,0,1,0
Hungarian Grand Prix,RUS,5.0,0,0,1,0
Hungarian Grand Prix,RUS,6.0,0,0,0,0
Hungarian Grand Prix,SAI,1.0,2,0,0,1
Hungarian Grand Prix,SAI,2.0,0,0,0,0
Hungarian Grand Prix,SAI,3.0,2,0,0,0
Hungarian Grand Prix,SAI,4.0,1,0,1,0
Hungarian Grand Prix,SAI,5.0,1,0,0,0
Hungarian Grand Prix,SAI,6.0,0,0,0,0
Hungarian Grand Prix,SAI,7.0,1,0,0,1
Hungarian Grand Prix,SAI,8.0,0,0,0,0
Hungarian Grand Prix,SAR,1.0,1,0,0,0
Hungarian Grand Prix,SAR,2.0,0,0,0,0
Hungarian Grand Prix,SAR,3.0,2,0,0,0
Hungarian Grand Prix,SAR,4.0,1,0,1,0
Hungarian Grand Prix,SAR,5.0,0,0,0,0
Hungarian Grand Prix,SAR,6.0,0,0,0,0
Hungarian Grand Prix,STR,1.0,2,0,0,1
Hungarian Grand Prix,STR,2.0,2,0,0,1
Hungarian Grand Prix,STR,3.0,1,0,0,0
Hungarian Grand Prix,STR,4.0,0,0,1,0
Hungarian Grand Prix,STR,5.0,0,0,0,0
Hungarian Grand Prix,STR,6.0,1,0,0,0
Hungarian Grand Prix,STR,7.0,1,0,0,1
Hungarian Grand Prix,STR,8.0,0,0,0,0
Hungarian Grand Prix,TSU,1.0,1,0,0,0
Hungarian Grand Prix,TSU,2.0,1,0,0,0
Hungarian Grand Prix,TSU,3.0,0,0,1,0
Hungarian Grand Prix,TSU,4.0,0,0,0,0
Hungarian Grand Prix,TSU,5.0,1,0,0,0
Hungarian Grand Prix,TSU,6.0,1,0,0,1
Hungarian Grand Prix,TSU,7.0,0,0,0,0
Hungarian Grand Prix,VER,1.0,2,0,0,1
Hungarian Grand Prix,VER,2.0,0,0,0,0
Hungarian Grand Prix,VER,3.0,1,0,0,0
Hungarian Grand Prix,VER,4.0,0,0,1,0
Hungarian Grand Prix,VER,5.0,1,0,0,0
Hungarian Grand Prix,VER,6.0,1,0,0,1
Hungarian Grand Prix,VER,7.0,0,0,0,0
Hungarian Grand Prix,ZHO,1.0,1,0,0,0
Hungarian Grand Prix,ZHO,2.0,1,0,0,1
Hungarian Grand Prix,ZHO,3.0,2,0,0,0
Hungarian Grand Prix,ZHO,4.0,0,0,1,0
Hungarian Grand Prix,ZHO,5.0,0,0,0,0
Hungarian Grand Prix,ZHO,6.0,1,0,0,0
Italian Grand Prix,ALB,1.0,1,0,0,1
Italian Grand Prix,ALB,2.0,0,0,0,0
Italian Grand Prix,ALB,3.0,1,0,0,0
Italian Grand Prix,ALB,4.0,0,0,0,0
Italian Grand Prix,ALB,5.0,2,0,0,0
Italian Grand Prix,ALB,6.0,0,0,0,0
Italian Grand Prix,ALO,1.0,0,0,0,0
Italian Grand Prix,ALO,2.0,2,0,0,0
Italian Grand Prix,ALO,3.0,1,0,0,1
Italian Grand Prix,ALO,4.0,0,0,0,0
Italian Grand Prix,ALO,5.0,1,0,0,0
Italian Grand Prix,ALO,6.0,0,0,0,0
Italian Grand Prix,ALO,7.0,0,0,0,0
Italian Grand Prix,ALO,8.0,0,0,0,0
Italian Grand Prix,ALO,9.0,1,0,0,0
Italian Grand Prix,ANT,1.0,0,0,0,0
Italian Grand Prix,ANT,2.0,1,0,0,1
Italian Grand Prix,BOT,1.0,1,0,0,1
Italian Grand Prix,BOT,2.0,2,0,0,1
Italian Grand Prix,BOT,3.0,0,0,0,0
Italian Grand Prix,BOT,4.0,1,0,0,0
Italian Grand Prix,BOT,5.0,0,0,0,0
Italian Grand Prix,BOT,6.0,0,0,0,0
Italian Grand Prix,BOT,7.0,0,0,0,0
Italian Grand Prix,BOT,8.0,2,0,0,0
Italian Grand Prix,COL,1.0,1,0,0,1
Italian Grand Prix,COL,2.0,1,0,0,0
Italian Grand Prix,COL,3.0,0,0,0,0
Italian Grand Prix,COL,4.0,0,0,0,0
Italian Grand Prix,COL,5.0,1,0,0,0
Italian Grand Prix,COL,6.0,0,0,0,0
Italian Grand Prix,COL,7.0,2,0,0,0
Italian Grand Prix,GAS,1.0,1,0,0,1
Italian Grand Prix,GAS,2.0,1,0,0,1
Italian Grand Prix,GAS,3.0,2,0,0,0
Italian Grand Prix,GAS,4.0,3,0,0,0
Italian Grand Prix,GAS,5.0,0,0,0,0
Italian Grand Prix,HAM,1.0,1,0,0,1
Italian Grand Prix,HAM,2.0,1,0,0,0
Italian Grand Prix,HAM,3.0,0,0,0,0
Italian Grand Prix,HAM,4.0,2,0,0,1
Italian Grand Prix,HAM,5.0,0,0,0,0
Italian Grand Prix,HAM,6.0,2,0,0,0
Italian Grand Prix,HUL,1.0,0,0,0,0
Italian Grand Prix,HUL,2.0,3,0,0,1
Italian Grand Prix,HUL,3.0,0,0,0,0
Italian Grand Prix,HUL,4.0,2,0,0,1
Italian Grand Prix,HUL,5.0,2,0,0,0
Italian Grand Prix,HUL,6.0,0,0,0,0
Italian Grand Prix,LEC,1.0,1,0,0,1
Italian Grand Prix,LEC,2.0,0,0,0,0
Italian Grand Prix,LEC,3.0,1,0,0,0
Italian Grand Prix,LEC,4.0,1,0,0,1
Italian Grand Prix,LEC,5.0,2,0,0,0
Italian Grand Prix,LEC,6.0,2,0,0,0
Italian Grand Prix,LEC,7.0,0,0,0,0
Italian Grand Prix,MAG,1.0,1,0,0,1
Italian Grand Prix,MAG,2.0,1,0,0,0
Italian Grand Prix,MAG,3.0,1,0,0,1
Italian Grand Prix,MAG,4.0,2,0,0,0
Italian Grand Prix,MAG,5.0,1,0,0,0
Italian Grand Prix,NOR,1.0,1,0,0,1
Italian Grand Prix,NOR,2.0,1,0,0,0
Italian Grand Prix,NOR,3.0,0,0,0,0
Italian Grand Prix,NOR,4.0,0,0,0,0
Italian Grand Prix,NOR,5.0,2,0,0,0
Italian Grand Prix,OCO,1.0,0,0,0,0
Italian Grand Prix,OCO,2.0,0,0,0,0
Italian Grand Prix,OCO,3.0,1,0,0,0
Italian Grand Prix,OCO,4.0,2,0,0,1
Italian Grand Prix,OCO,5.0,0,0,0,0
Italian Grand Prix,OCO,6.0,2,0,0,0
Italian Grand Prix,OCO,7.0,0,0,0,0
Italian Grand Prix,PER,1.0,1,0,0,1
Italian Grand Prix,PER,2.0,1,0,0,0
Italian Grand Prix,PER,3.0,1,0,0,0
Italian Grand Prix,PER,4.0,2,0,0,0
Italian Grand Prix,PER,5.0,0,0,0,0
Italian Grand Prix,PER,6.0,0,0,0,0
Italian Grand Prix,PIA,1.0,0,0,0,0
Italian Grand Prix,PIA,2.0,1,0,0,0
Italian Grand Prix,PIA,3.0,0,0,0,0
Italian Grand Prix,PIA,4.0,0,0,0,0
Italian Grand Prix,PIA,5.0,1,0,0,0
Italian Grand Prix,PIA,6.0,1,0,0,0
Italian Grand Prix,RIC,1.0,1,0,0,1
Italian Grand Prix,RIC,2.0,1,0,0,0
Italian Grand Prix,RIC,3.0,0,0,0,0
Italian Grand Prix,RIC,4.0,1,0,0,1
Italian Grand Prix,RIC,5.0,2,0,0,0
Italian Grand Prix,RIC,6.0,0,0,0,0
Italian Grand Prix,RIC,7.0,1,0,0,0
Italian Grand Prix,RUS,1.0,2,0,0,1
Italian Grand Prix,RUS,2.0,1,0,0,0
Italian Grand Prix,RUS,3.0,0,0,0,0
Italian Grand Prix,RUS,4.0,0,0,0,0
Italian Grand Prix,RUS,5.0,0,0,0,0
Italian Grand Prix,RUS,6.0,2,0,0,0
Italian Grand Prix,SAI,1.0,1,0,0,1
Italian Grand Prix,SAI,2.0,0,0,0,0
Italian Grand Prix,SAI,3.0,1,0,0,0
Italian Grand Prix,SAI,4.0,1,0,0,1
Italian Grand Prix,SAI,5.0,1,0,0,0
Italian Grand Prix,SAI,6.0,2,0,0,0
Italian Grand Prix,STR,1.0,0,0,0,0
Italian Grand Prix,STR,2.0,1,0,0,0
Italian Grand Prix,STR,3.0,1,0,0,0
Italian Grand Prix,STR,4.0,1,0,0,1
Italian Grand Prix,STR,5.0,0,0,0,0
Italian Grand Prix,STR,6.0,0,0,0,0
Italian Grand Prix,STR,7.0,0,0,0,0
Italian Grand Prix,STR,8.0,0,0,0,0
Italian Grand Prix,STR,9.0,1,0,0,0
Italian Grand Prix,TSU,1.0,1,0,0,1
Italian Grand Prix,TSU,2.0,1,0,0,0
Italian Grand Prix,TSU,3.0,1,0,0,1
Italian Grand Prix,TSU,4.0,4,0,0,0
Italian Grand Prix,TSU,5.0,0,0,0,0
Italian Grand Prix,VER,1.0,1,0,0,1
Italian Grand Prix,VER,2.0,2,0,0,1
Italian Grand Prix,VER,3.0,0,0,0,0
Italian Grand Prix,VER,4.0,0,0,0,0
Italian Grand Prix,VER,5.0,2,0,0,0
Italian Grand Prix,VER,6.0,0,0,0,0
Italian Grand Prix,ZHO,1.0,1,0,0,1
Italian Grand Prix,ZHO,2.0,0,0,0,0
Italian Grand Prix,ZHO,3.0,3,0,0,1
Italian Grand Prix,ZHO,4.0,0,0,0,0
Italian Grand Prix,ZHO,5.0,1,0,0,0
Italian Grand Prix,ZHO,6.0,1,0,0,0
Japanese Grand Prix,ALB,1.0,2,0,0,1
