DriverTime,Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,Position,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,GP,SessionType,RoundNumber,Date
0 days 00:29:56.789000,ALB,23,94.884,3,2,30.31,40.899,23.675,MEDIUM,3,0,Williams,,0 days 00:29:45.002000,19.7,39,1016.2,FALSE,34.9,95,2.7,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:32:00.971000,ALB,23,124.182,4,2,43.914,52.997,27.271,MEDIUM,4,0,Williams,,0 days 00:31:45.020000,19.6,38,1016,FALSE,35.1,66,2.5,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:33:35.868000,ALB,23,94.897,5,2,30.174,40.971,23.752,MEDIUM,5,0,Williams,,0 days 00:32:45.017000,19.5,38,1016.2,FALSE,34.6,86,3,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:37:59.421000,ALB,23,122.565,7,2,41.113,55.698,25.754,MEDIUM,7,0,Williams,,0 days 00:37:45.040000,19.4,39,1016,FALSE,34.3,57,3.4,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:39:34.241000,ALB,23,94.82,8,2,30.591,40.742,23.487,MEDIUM,8,0,Williams,,0 days 00:38:45.027000,19.4,40,1016.1,FALSE,34.4,58,3.7,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:41:22.157000,ALB,23,107.916,9,2,34.777,45.752,27.387,MEDIUM,9,0,Williams,,0 days 00:40:45.034000,19.3,40,1016,FALSE,34.3,58,3.7,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:57:37.759000,ALB,23,93.583,11,3,29.957,40.222,23.404,MEDIUM,2,1,Williams,,0 days 00:56:45.121000,19.4,38,1016,FALSE,33.8,54,2.9,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:01:40.075000,ALB,23,95.267,13,3,29.996,42.036,23.235,MEDIUM,4,1,Williams,,0 days 01:00:45.125000,19.3,39,1016.2,FALSE,33.4,64,3.4,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:03:49.320000,ALB,23,129.245,14,3,39.961,57.832,31.452,MEDIUM,5,1,Williams,,0 days 01:03:45.123000,19.1,39,1016.1,FALSE,33.2,47,2.8,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:05:58.311000,ALB,23,128.991,15,3,45.522,58.656,24.813,MEDIUM,6,1,Williams,,0 days 01:05:45.130000,19.1,39,1016.1,FALSE,32.9,66,3.7,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:07:32.647000,ALB,23,94.336,16,3,30.3,40.538,23.498,MEDIUM,7,1,Williams,,0 days 01:06:45.134000,19,40,1016.1,FALSE,32.8,69,3.8,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:09:30.701000,ALB,23,118.054,17,3,35.818,50.253,31.983,MEDIUM,8,1,Williams,,0 days 01:08:45.130000,19.1,39,1016.2,FALSE,32.8,88,4.1,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:18:47.487000,ALB,23,92.414,2,1,29.741,39.646,23.027,MEDIUM,2,1,Williams,,0 days 00:18:44.749000,17.2,40,1017.2,FALSE,22.7,82,2.6,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:20:49.824000,ALB,23,122.337,3,1,42.889,49.942,29.506,MEDIUM,3,1,Williams,,0 days 00:20:44.758000,17.2,41,1017.2,FALSE,22.7,82,2,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:33:15.986000,ALB,23,91.715,5,2,29.61,39.15,22.955,SOFT,2,1,Williams,,0 days 00:32:44.762000,17.2,41,1017.2,FALSE,22.3,134,1.9,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:37:41.912000,ALB,23,123.811,7,2,40.562,57.093,26.156,SOFT,4,1,Williams,,0 days 00:36:44.761000,17.3,39,1017.1,FALSE,22.2,89,2.6,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:39:13.831000,ALB,23,91.919,8,2,29.631,39.36,22.928,SOFT,5,1,Williams,,0 days 00:38:44.763000,17.2,39,1017.1,FALSE,22.1,99,3.2,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:40:57.590000,ALB,23,103.759,9,2,32.59,44.132,27.037,SOFT,6,1,Williams,,0 days 00:40:44.753000,17.2,38,1017.3,FALSE,22,95,2.6,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:46:46.058000,ALB,23,91.333,11,3,29.341,39.097,22.895,SOFT,2,1,Williams,,0 days 00:46:44.766000,17.2,36,1017.3,FALSE,21.9,68,2.2,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:48:42.872000,ALB,23,116.814,12,3,37.519,51.558,27.737,SOFT,3,1,Williams,,0 days 00:47:44.799000,17.3,36,1017.2,FALSE,22,81,1.6,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:58:14.228000,ALB,23,97.42,14,4,31.354,42.038,24.028,SOFT,8,0,Williams,,0 days 00:57:44.840000,17.2,37,1017.2,FALSE,21.5,92,2.8,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:59:51.975000,ALB,23,97.747,15,4,31.407,42.279,24.061,SOFT,9,0,Williams,,0 days 00:59:44.859000,17.3,37,1017.2,FALSE,21.4,111,3.1,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:01:29.827000,ALB,23,97.852,16,4,31.458,42.261,24.133,SOFT,10,0,Williams,,0 days 01:00:44.863000,17.3,37,1017.3,FALSE,21.4,65,2.3,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:03:07.907000,ALB,23,98.08,17,4,31.609,42.406,24.065,SOFT,11,0,Williams,,0 days 01:02:44.897000,17.3,38,1017.3,FALSE,21.5,86,2,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:04:45.860000,ALB,23,97.953,18,4,31.417,42.407,24.129,SOFT,12,0,Williams,,0 days 01:04:44.903000,17.4,37,1017.3,FALSE,21.5,95,2.2,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:06:23.889000,ALB,23,98.029,19,4,31.471,42.459,24.099,SOFT,13,0,Williams,,0 days 01:05:44.902000,17.4,37,1017.3,FALSE,21.4,59,2.5,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:08:03.959000,ALB,23,100.07,20,4,31.409,42.489,26.172,SOFT,14,0,Williams,,0 days 01:07:44.905000,17.3,34,1017.4,FALSE,21.3,75,3,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:09:42.129000,ALB,23,98.17,21,4,31.485,42.419,24.266,SOFT,15,0,Williams,,0 days 01:08:44.893000,17.4,34,1017.3,FALSE,21.3,88,2.9,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:11:20.459000,ALB,23,98.33,22,4,31.658,42.437,24.235,SOFT,16,0,Williams,,0 days 01:10:44.909000,17.3,34,1017.4,FALSE,21.3,76,2.7,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:13:01.706000,ALB,23,101.247,23,4,31.601,42.605,27.041,SOFT,17,0,Williams,,0 days 01:12:44.909000,17.4,35,1017.5,FALSE,21.2,41,1.3,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:15:01.386000,ALB,23,119.68,24,5,53.617,42.214,23.849,SOFT,4,0,Williams,,0 days 01:14:44.941000,17.3,36,1017.4,FALSE,21.3,89,2.2,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:17:08.094000,ALB,23,126.708,25,5,36.383,54.833,35.492,SOFT,5,0,Williams,,0 days 01:16:44.960000,17.4,36,1017.4,FALSE,21.1,72,1.4,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 01:19:16.026000,ALB,23,127.932,26,5,60.391,41.572,25.969,SOFT,6,0,Williams,,0 days 01:18:44.970000,17.4,36,1017.4,FALSE,21.2,93,1.7,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:37:38.147000,ALB,23,92.495,3,2,29.513,39.879,23.103,SOFT,2,1,Williams,,0 days 00:36:49.923000,20.3,36,1017.6,FALSE,32.3,53,3.5,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 00:44:08.400000,ALB,23,95.477,6,3,29.642,39.657,26.178,SOFT,5,0,Williams,,0 days 00:43:49.981000,20.4,37,1017.7,FALSE,32,47,2.3,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 00:46:06.834000,ALB,23,118.434,7,3,41.587,50.303,26.544,SOFT,6,0,Williams,,0 days 00:45:50.013000,20.3,37,1017.8,FALSE,31.9,70,1.8,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 00:58:48.410000,ALB,23,92.137,9,4,29.293,39.679,23.165,SOFT,2,1,Williams,,0 days 00:57:50.052000,20.1,39,1017.8,FALSE,31,51,1.6,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 01:05:18.486000,ALB,23,91.965,12,4,29.332,39.603,23.03,SOFT,5,1,Williams,,0 days 01:04:50.056000,20.1,38,1017.7,FALSE,30.2,53,3.2,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 01:07:26.867000,ALB,23,128.381,13,4,40.166,52.414,35.801,SOFT,6,1,Williams,,0 days 01:06:50.086000,20,38,1017.8,FALSE,30.2,85,2.9,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 01:15:47.684000,ALB,23,137.609,15,6,63.118,49.032,25.459,SOFT,8,0,Williams,,0 days 01:14:50.175000,19.9,39,1017.9,FALSE,29.5,44,2.8,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 01:17:55.287000,ALB,23,127.603,16,6,35.971,50.124,41.508,SOFT,9,0,Williams,,0 days 01:17:50.154000,20,37,1018,FALSE,29.5,48,1.6,Bahrain Grand Prix,FP3,1,02-03-2024
0 days 00:22:12.385000,ALB,23,90.692,2,1,29.194,38.75,22.748,SOFT,2,1,Williams,,0 days 00:21:15.676000,18.1,47,1018.9,FALSE,21.7,52,2.4,Bahrain Grand Prix,Q,1,02-03-2024
0 days 00:24:09.034000,ALB,23,116.649,3,1,37.77,50.928,27.951,SOFT,3,1,Williams,,0 days 00:23:15.674000,18.1,47,1019,FALSE,21.7,102,2.4,Bahrain Grand Prix,Q,1,02-03-2024
0 days 00:31:13.430000,ALB,23,90.397,5,2,28.858,38.875,22.664,SOFT,2,1,Williams,,0 days 00:30:15.673000,18.2,47,1019.1,FALSE,21.6,48,2.2,Bahrain Grand Prix,Q,1,02-03-2024
0 days 00:33:17.572000,ALB,23,124.142,6,2,46.998,48.145,28.999,SOFT,3,1,Williams,,0 days 00:33:15.667000,18.1,47,1019.1,FALSE,21.7,49,1.5,Bahrain Grand Prix,Q,1,02-03-2024
0 days 00:44:39.992000,ALB,23,91.152,8,3,29.293,39.179,22.68,SOFT,5,0,Williams,,0 days 00:44:15.735000,18.1,46,1019.1,FALSE,21.3,63,1.9,Bahrain Grand Prix,Q,1,02-03-2024
0 days 00:46:26.662000,ALB,23,106.67,9,3,33.995,45.551,27.124,SOFT,6,0,Williams,,0 days 00:46:15.751000,18.1,46,1019.1,FALSE,21.3,62,1.7,Bahrain Grand Prix,Q,1,02-03-2024
0 days 00:52:35.103000,ALB,23,90.221,11,4,28.866,38.802,22.553,SOFT,2,1,Williams,,0 days 00:52:15.777000,18,46,1019.2,FALSE,21.2,66,1.4,Bahrain Grand Prix,Q,1,02-03-2024
0 days 00:54:42.304000,ALB,23,127.201,12,4,41.1,54.001,32.1,SOFT,3,1,Williams,,0 days 00:54:15.814000,18,46,1019.2,FALSE,21.3,70,1.2,Bahrain Grand Prix,Q,1,02-03-2024
0 days 01:01:44.093000,ALB,23,103.888,1,1,,44.007,24.378,SOFT,1,1,Williams,11,0 days 01:01:14.131000,18.3,49,1017,FALSE,23.8,28,0.9,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:03:22.919000,ALB,23,98.826,2,1,31.419,43.106,24.301,SOFT,2,1,Williams,11,0 days 01:03:14.127000,18.3,49,1017.1,FALSE,23.8,89,1.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:05:01.426000,ALB,23,98.507,3,1,31.002,43.081,24.424,SOFT,3,1,Williams,11,0 days 01:04:14.121000,18.3,49,1017,FALSE,23.8,32,1,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:06:39.848000,ALB,23,98.422,4,1,31.023,43.007,24.392,SOFT,4,1,Williams,11,0 days 01:06:14.123000,18.3,49,1017,FALSE,23.6,37,0.7,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:08:18.357000,ALB,23,98.509,5,1,31.049,43.027,24.433,SOFT,5,1,Williams,11,0 days 01:08:14.122000,18.3,50,1017.1,FALSE,23.5,236,1.1,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:09:56.932000,ALB,23,98.575,6,1,31.034,43.141,24.4,SOFT,6,1,Williams,11,0 days 01:09:14.126000,18.3,49,1017.1,FALSE,23.5,0,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:11:35.903000,ALB,23,98.971,7,1,31.498,43.186,24.287,SOFT,7,1,Williams,11,0 days 01:11:14.135000,18.3,50,1017.2,FALSE,23.7,10,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:13:14.563000,ALB,23,98.66,8,1,31.493,42.899,24.268,SOFT,8,1,Williams,11,0 days 01:13:14.142000,18.2,50,1017.2,FALSE,23.5,98,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:14:53.215000,ALB,23,98.652,9,1,31.458,42.976,24.218,SOFT,9,1,Williams,11,0 days 01:14:14.130000,18.2,50,1017.1,FALSE,23.5,221,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:16:32.167000,ALB,23,98.952,10,1,31.624,42.955,24.373,SOFT,10,1,Williams,11,0 days 01:16:14.177000,18.2,50,1017.2,FALSE,23.5,330,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:18:11.002000,ALB,23,98.835,11,1,31.49,42.923,24.422,SOFT,11,1,Williams,11,0 days 01:17:14.141000,18.2,50,1017.2,FALSE,23.4,155,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:19:49.936000,ALB,23,98.934,12,1,31.51,43.065,24.359,SOFT,12,1,Williams,9,0 days 01:19:14.137000,18.3,50,1017.2,FALSE,23.6,354,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:21:28.759000,ALB,23,98.823,13,1,31.569,42.884,24.37,SOFT,13,1,Williams,6,0 days 01:21:14.145000,18.2,50,1017.1,FALSE,23.4,123,1,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:23:07.736000,ALB,23,98.977,14,1,31.598,42.931,24.448,SOFT,14,1,Williams,5,0 days 01:22:14.142000,18.2,50,1017.2,FALSE,23.3,0,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:24:48.907000,ALB,23,101.171,15,1,31.51,42.741,26.92,SOFT,15,1,Williams,5,0 days 01:24:14.131000,18.1,50,1017.2,FALSE,23.3,179,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:26:48.248000,ALB,23,119.341,16,2,52.731,42.591,24.019,HARD,1,1,Williams,15,0 days 01:26:14.136000,18.1,50,1017.2,FALSE,23.3,150,0.3,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:28:25.640000,ALB,23,97.392,17,2,30.812,42.564,24.016,HARD,2,1,Williams,14,0 days 01:28:14.122000,18.1,50,1017.2,FALSE,23.4,20,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:30:03.230000,ALB,23,97.59,18,2,31.214,42.369,24.007,HARD,3,1,Williams,14,0 days 01:29:14.144000,18.1,50,1017.1,FALSE,23.3,303,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:31:40.993000,ALB,23,97.763,19,2,31.357,42.448,23.958,HARD,4,1,Williams,14,0 days 01:31:14.139000,18.1,50,1017.1,FALSE,23.3,47,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:33:18.694000,ALB,23,97.701,20,2,31.328,42.379,23.994,HARD,5,1,Williams,14,0 days 01:33:14.145000,18.1,50,1017.2,FALSE,23.1,65,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:34:56.612000,ALB,23,97.918,21,2,31.227,42.44,24.251,HARD,6,1,Williams,14,0 days 01:34:14.141000,18.1,50,1017.1,FALSE,23.1,94,0.7,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:36:34.643000,ALB,23,98.031,22,2,31.199,42.733,24.099,HARD,7,1,Williams,14,0 days 01:36:14.143000,18.1,50,1017.1,FALSE,23.2,71,0.9,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:38:12.512000,ALB,23,97.869,23,2,31.296,42.361,24.212,HARD,8,1,Williams,14,0 days 01:37:14.151000,18.1,50,1017.1,FALSE,23,338,0.8,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:39:50.716000,ALB,23,98.204,24,2,31.035,42.857,24.312,HARD,9,1,Williams,14,0 days 01:39:14.151000,18.1,49,1017.2,FALSE,23,46,0.9,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:41:28.942000,ALB,23,98.226,25,2,31.095,42.952,24.179,HARD,10,1,Williams,14,0 days 01:41:14.154000,18.1,49,1017.2,FALSE,22.9,46,0.7,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:43:07.042000,ALB,23,98.1,26,2,31.041,42.821,24.238,HARD,11,1,Williams,14,0 days 01:42:14.155000,18.1,49,1017.2,FALSE,22.9,29,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:44:45.338000,ALB,23,98.296,27,2,31.029,43.069,24.198,HARD,12,1,Williams,14,0 days 01:44:14.146000,18.1,49,1017.2,FALSE,22.9,0,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:46:23.386000,ALB,23,98.048,28,2,31.108,42.692,24.248,HARD,13,1,Williams,13,0 days 01:46:14.151000,18.1,49,1017.2,FALSE,22.8,0,0.8,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:48:01.265000,ALB,23,97.879,29,2,31.127,42.585,24.167,HARD,14,1,Williams,12,0 days 01:47:14.178000,18,49,1017.3,FALSE,22.8,45,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:49:39.233000,ALB,23,97.968,30,2,31.045,42.634,24.289,HARD,15,1,Williams,12,0 days 01:49:14.206000,18,49,1017.3,FALSE,22.6,96,0.8,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:51:17.368000,ALB,23,98.135,31,2,31.093,42.811,24.231,HARD,16,1,Williams,12,0 days 01:51:14.211000,18,49,1017.2,FALSE,22.7,30,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:52:55.551000,ALB,23,98.183,32,2,31.143,42.707,24.333,HARD,17,1,Williams,11,0 days 01:52:14.222000,18,49,1017.3,FALSE,22.7,82,0.8,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:54:33.897000,ALB,23,98.346,33,2,31.537,42.677,24.132,HARD,18,1,Williams,11,0 days 01:54:14.250000,18,49,1017.3,FALSE,22.7,27,0.7,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:56:11.647000,ALB,23,97.75,34,2,31.413,42.368,23.969,HARD,19,1,Williams,11,0 days 01:55:14.254000,17.9,49,1017.3,FALSE,22.7,29,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:57:49.414000,ALB,23,97.767,35,2,31.295,42.496,23.976,HARD,20,1,Williams,10,0 days 01:57:14.264000,18,49,1017.4,FALSE,22.6,132,0.7,Bahrain Grand Prix,R,1,02-03-2024
0 days 01:59:29.747000,ALB,23,100.333,36,2,31.337,42.433,26.563,HARD,21,1,Williams,10,0 days 01:59:14.291000,18,50,1017.5,FALSE,22.6,13,0.9,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:01:27.379000,ALB,23,117.632,37,3,52.093,41.867,23.672,HARD,1,1,Williams,16,0 days 02:01:14.291000,17.9,50,1017.4,FALSE,22.6,66,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:03:03.508000,ALB,23,96.129,38,3,30.735,41.742,23.652,HARD,2,1,Williams,16,0 days 02:02:14.282000,17.9,50,1017.4,FALSE,22.6,59,0.8,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:04:39.364000,ALB,23,95.856,39,3,30.737,41.65,23.469,HARD,3,1,Williams,16,0 days 02:04:14.293000,17.9,50,1017.4,FALSE,22.4,50,1,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:06:15.087000,ALB,23,95.723,40,3,30.707,41.503,23.513,HARD,4,1,Williams,16,0 days 02:06:14.286000,17.9,50,1017.4,FALSE,22.3,81,0.7,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:07:50.972000,ALB,23,95.885,41,3,30.746,41.557,23.582,HARD,5,1,Williams,16,0 days 02:07:14.293000,17.9,50,1017.4,FALSE,22.4,0,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:09:26.771000,ALB,23,95.799,42,3,30.759,41.498,23.542,HARD,6,1,Williams,15,0 days 02:09:14.283000,17.9,50,1017.4,FALSE,22.2,10,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:11:02.537000,ALB,23,95.766,43,3,30.76,41.472,23.534,HARD,7,1,Williams,15,0 days 02:10:14.288000,17.9,50,1017.4,FALSE,22.2,141,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:12:38.320000,ALB,23,95.783,44,3,30.683,41.497,23.603,HARD,8,1,Williams,15,0 days 02:12:14.323000,17.9,50,1017.5,FALSE,22.1,0,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:14:14.078000,ALB,23,95.758,45,3,30.607,41.495,23.656,HARD,9,1,Williams,15,0 days 02:13:14.314000,17.8,51,1017.5,FALSE,22.1,0,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:15:50.086000,ALB,23,96.008,46,3,30.685,41.635,23.688,HARD,10,1,Williams,15,0 days 02:15:14.294000,17.8,51,1017.5,FALSE,22,140,0.3,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:17:26.112000,ALB,23,96.026,47,3,30.827,41.57,23.629,HARD,11,1,Williams,15,0 days 02:17:14.300000,17.8,51,1017.4,FALSE,21.9,0,0.6,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:19:02.247000,ALB,23,96.135,48,3,30.823,41.628,23.684,HARD,12,1,Williams,15,0 days 02:18:14.299000,17.7,51,1017.5,FALSE,22,356,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:20:39.349000,ALB,23,97.102,49,3,30.816,42.435,23.851,HARD,13,1,Williams,15,0 days 02:20:14.303000,17.7,51,1017.4,FALSE,21.9,148,0.5,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:22:16.965000,ALB,23,97.616,50,3,31.683,42.121,23.812,HARD,14,1,Williams,15,0 days 02:22:14.301000,17.6,51,1017.5,FALSE,22,340,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:23:54.458000,ALB,23,97.493,51,3,30.773,42.878,23.842,HARD,15,1,Williams,15,0 days 02:23:14.293000,17.6,51,1017.5,FALSE,22,138,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:25:30.676000,ALB,23,96.218,52,3,30.895,41.58,23.743,HARD,16,1,Williams,15,0 days 02:25:14.302000,17.6,51,1017.5,FALSE,21.9,254,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:27:06.984000,ALB,23,96.308,53,3,30.817,41.683,23.808,HARD,17,1,Williams,15,0 days 02:26:14.302000,17.6,51,1017.5,FALSE,21.9,330,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:28:43.318000,ALB,23,96.334,54,3,30.799,41.741,23.794,HARD,18,1,Williams,15,0 days 02:28:14.305000,17.6,51,1017.5,FALSE,21.9,0,0.3,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:30:19.911000,ALB,23,96.593,55,3,30.861,41.91,23.822,HARD,19,1,Williams,15,0 days 02:30:14.302000,17.6,51,1017.5,FALSE,21.9,115,0.4,Bahrain Grand Prix,R,1,02-03-2024
0 days 02:31:56.833000,ALB,23,96.922,56,3,30.875,42.085,23.962,HARD,20,1,Williams,15,0 days 02:31:14.307000,17.7,51,1017.5,FALSE,22,96,0,Bahrain Grand Prix,R,1,02-03-2024
0 days 00:26:53.789000,ALO,14,115.786,3,2,34.414,54.751,26.621,MEDIUM,3,0,Aston Martin,,0 days 00:26:45,19.8,38,1016,FALSE,34.9,54,2.7,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:28:28.196000,ALO,14,94.407,4,2,29.984,41.012,23.411,MEDIUM,4,0,Aston Martin,,0 days 00:27:44.992000,19.8,38,1016.1,FALSE,34.9,35,3,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:32:30.234000,ALO,14,93.929,6,2,29.835,40.451,23.643,MEDIUM,6,0,Aston Martin,,0 days 00:31:45.020000,19.6,38,1016,FALSE,35.1,66,2.5,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:34:26.227000,ALO,14,115.993,7,2,34.374,50.233,31.386,MEDIUM,7,0,Aston Martin,,0 days 00:33:45.060000,19.5,39,1016,FALSE,34.5,96,3.2,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:51:23.458000,ALO,14,94.199,9,3,30.182,40.458,23.559,MEDIUM,9,0,Aston Martin,,0 days 00:50:45.095000,19.2,39,1016,FALSE,33.5,53,3.8,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:53:38.629000,ALO,14,135.171,10,3,41.926,59.497,33.748,MEDIUM,10,0,Aston Martin,,0 days 00:52:45.113000,19.2,40,1016.2,FALSE,33.3,64,3.4,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:55:25.650000,ALO,14,107.021,11,3,31.273,44.217,31.531,MEDIUM,11,0,Aston Martin,,0 days 00:54:45.123000,19.4,40,1016,FALSE,33.6,72,3.3,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:05:29.188000,ALO,14,93.193,13,4,29.892,39.92,23.381,MEDIUM,2,1,Aston Martin,,0 days 01:04:45.130000,19.2,39,1016.1,FALSE,33.2,59,3,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:09:34.508000,ALO,14,93.728,15,4,30.09,40.193,23.445,MEDIUM,4,1,Aston Martin,,0 days 01:08:45.130000,19.1,39,1016.2,FALSE,32.8,88,4.1,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:14:10.429000,ALO,14,122.816,17,4,43.599,52.273,26.944,MEDIUM,6,1,Aston Martin,,0 days 01:13:45.187000,19.1,40,1016.1,FALSE,32.5,49,3.3,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:15:44.358000,ALO,14,93.929,18,4,30.046,40.306,23.577,MEDIUM,7,1,Aston Martin,,0 days 01:14:45.186000,19.3,38,1016.1,FALSE,32.6,84,2.8,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 01:17:39.593000,ALO,14,115.235,19,4,35.164,46.837,33.234,MEDIUM,8,1,Aston Martin,,0 days 01:16:45.189000,19.2,37,1016.2,FALSE,32.6,80,3.4,Bahrain Grand Prix,FP1,1,02-03-2024
0 days 00:22:17.202000,ALO,14,91.035,2,1,29.455,38.874,22.706,SOFT,2,1,Aston Martin,,0 days 00:21:44.751000,17.2,41,1017.3,FALSE,22.7,62,1.9,Bahrain Grand Prix,FP2,1,02-03-2024
0 days 00:26:29.148000,ALO,14,107.737,4,1,29.63,42.073,36.034,SOFT,4,1,Aston Martin,,0 days 00:25:44.752000,17.2,41,1017.2,FALSE,22.6,47,2.3,Bahrain Grand Prix,FP2,1,02-03-2024
