DriverTime,Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,Position,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,GP,SessionType,RoundNumber,Date
0 days 00:39:52.956000,PER,11,86.418,23,1,25.161,27.753,33.504,INTERMEDIATE,23,1,Red Bull Racing,16,0 days 00:39:06.734000,18.3,71,996.2,FALSE,27.3,358,1.2,Canadian Grand Prix,R,9,09-06-2024
0 days 00:41:19.576000,PER,11,86.62,24,1,25.053,27.871,33.696,INTERMEDIATE,24,1,Red Bull Racing,16,0 days 00:41:06.764000,18.4,71,996.2,FALSE,26.1,35,1.1,Canadian Grand Prix,R,9,09-06-2024
0 days 00:43:35.992000,PER,11,136.416,25,1,33.305,35.77,67.341,INTERMEDIATE,25,1,Red Bull Racing,17,0 days 00:43:06.779000,18.3,71,996.3,FALSE,24.5,337,1.1,Canadian Grand Prix,R,9,09-06-2024
0 days 00:45:28.069000,PER,11,112.077,26,2,30.238,37.802,44.037,INTERMEDIATE,1,1,Red Bull Racing,17,0 days 00:45:06.769000,18.2,71,996.2,FALSE,24.3,42,0.7,Canadian Grand Prix,R,9,09-06-2024
0 days 00:47:02.659000,PER,11,94.59,27,2,26.938,30.068,37.584,INTERMEDIATE,2,1,Red Bull Racing,17,0 days 00:46:06.777000,18.2,72,996.3,FALSE,23.8,101,0,Canadian Grand Prix,R,9,09-06-2024
0 days 00:48:44.247000,PER,11,101.588,28,2,30.667,32.471,38.45,INTERMEDIATE,3,1,Red Bull Racing,16,0 days 00:48:06.787000,18,71,996.3,TRUE,23.4,147,0.8,Canadian Grand Prix,R,9,09-06-2024
0 days 00:50:39.933000,PER,11,115.686,29,2,27.203,34.201,54.282,INTERMEDIATE,4,1,Red Bull Racing,16,0 days 00:50:06.794000,18,74,996.2,TRUE,22.8,69,0.9,Canadian Grand Prix,R,9,09-06-2024
0 days 00:52:09.266000,PER,11,89.333,30,2,25.372,28.312,35.649,INTERMEDIATE,5,1,Red Bull Racing,16,0 days 00:52:06.794000,17.9,72,996.3,TRUE,22.5,54,0.7,Canadian Grand Prix,R,9,09-06-2024
0 days 00:53:43.048000,PER,11,93.782,31,2,28.24,29.918,35.624,INTERMEDIATE,6,1,Red Bull Racing,16,0 days 00:53:06.792000,17.7,73,996.2,TRUE,22.4,93,0.5,Canadian Grand Prix,R,9,09-06-2024
0 days 00:55:15.395000,PER,11,92.347,32,2,26.551,29.826,35.97,INTERMEDIATE,7,1,Red Bull Racing,16,0 days 00:55:06.799000,17.6,74,996.2,TRUE,22,166,1.1,Canadian Grand Prix,R,9,09-06-2024
0 days 00:56:45.808000,PER,11,90.413,33,2,26.92,29.289,34.204,INTERMEDIATE,8,1,Red Bull Racing,16,0 days 00:56:06.817000,17.5,75,996.2,TRUE,21.7,278,0.5,Canadian Grand Prix,R,9,09-06-2024
0 days 00:58:14.412000,PER,11,88.604,34,2,26.336,28.541,33.727,INTERMEDIATE,9,1,Red Bull Racing,16,0 days 00:58:06.823000,17.4,76,996.2,TRUE,21.5,12,0.8,Canadian Grand Prix,R,9,09-06-2024
0 days 00:59:43.117000,PER,11,88.705,35,2,26.09,28.592,34.023,INTERMEDIATE,10,1,Red Bull Racing,16,0 days 00:59:06.824000,17.3,77,996.2,TRUE,21.5,144,1,Canadian Grand Prix,R,9,09-06-2024
0 days 01:01:10.463000,PER,11,87.346,36,2,25.835,27.964,33.547,INTERMEDIATE,11,1,Red Bull Racing,16,0 days 01:01:06.845000,17.1,76,996.1,FALSE,21.2,185,0.4,Canadian Grand Prix,R,9,09-06-2024
0 days 01:02:37.941000,PER,11,87.478,37,2,25.953,28.057,33.468,INTERMEDIATE,12,1,Red Bull Racing,15,0 days 01:02:06.849000,17,75,996.2,FALSE,21.3,200,1.5,Canadian Grand Prix,R,9,09-06-2024
0 days 01:04:04.901000,PER,11,86.96,38,2,26.08,27.76,33.12,INTERMEDIATE,13,1,Red Bull Racing,15,0 days 01:03:06.853000,17,76,996.1,FALSE,21.3,0,0.8,Canadian Grand Prix,R,9,09-06-2024
0 days 01:05:31.461000,PER,11,86.56,39,2,25.403,27.559,33.598,INTERMEDIATE,14,1,Red Bull Racing,15,0 days 01:05:06.870000,17.1,76,996.1,FALSE,21.2,207,1.5,Canadian Grand Prix,R,9,09-06-2024
0 days 01:06:57.291000,PER,11,85.83,40,2,25.45,27.605,32.775,INTERMEDIATE,15,1,Red Bull Racing,14,0 days 01:06:06.861000,17.1,76,996.1,FALSE,21.2,119,1.2,Canadian Grand Prix,R,9,09-06-2024
0 days 01:08:22.524000,PER,11,85.233,41,2,25.159,27.311,32.763,INTERMEDIATE,16,1,Red Bull Racing,14,0 days 01:08:06.871000,17.2,77,996.1,FALSE,22.3,16,0.6,Canadian Grand Prix,R,9,09-06-2024
0 days 01:09:48.205000,PER,11,85.681,42,2,25.395,27.307,32.979,INTERMEDIATE,17,1,Red Bull Racing,13,0 days 01:09:06.873000,17.3,75,996.1,FALSE,22.9,43,1.2,Canadian Grand Prix,R,9,09-06-2024
0 days 01:11:30.211000,PER,11,102.006,43,2,25.562,27.406,49.038,INTERMEDIATE,18,1,Red Bull Racing,15,0 days 01:11:06.863000,17.7,77,996.1,FALSE,24.9,187,0.8,Canadian Grand Prix,R,9,09-06-2024
0 days 01:13:04.291000,PER,11,94.08,44,3,32.739,28.087,33.254,MEDIUM,1,1,Red Bull Racing,14,0 days 01:12:06.872000,17.9,75,996.1,FALSE,25.7,237,0.5,Canadian Grand Prix,R,9,09-06-2024
0 days 01:14:31.079000,PER,11,86.788,45,3,27.912,27.032,31.844,MEDIUM,2,1,Red Bull Racing,13,0 days 01:14:06.868000,18.4,74,996.2,FALSE,26.1,4,0.8,Canadian Grand Prix,R,9,09-06-2024
0 days 01:15:54.382000,PER,11,83.303,46,3,25.682,25.724,31.897,MEDIUM,3,1,Red Bull Racing,13,0 days 01:15:06.878000,18.5,77,996.2,FALSE,26.3,201,0.7,Canadian Grand Prix,R,9,09-06-2024
0 days 01:17:15.397000,PER,11,81.015,47,3,24.063,25.443,31.509,MEDIUM,4,1,Red Bull Racing,13,0 days 01:17:06.907000,18.7,73,996.1,FALSE,27,274,0.9,Canadian Grand Prix,R,9,09-06-2024
0 days 01:18:36.962000,PER,11,81.565,48,3,24.608,25.391,31.566,MEDIUM,5,1,Red Bull Racing,13,0 days 01:18:06.918000,18.7,73,996.1,FALSE,26.7,222,0.7,Canadian Grand Prix,R,9,09-06-2024
0 days 01:19:58.037000,PER,11,81.075,49,3,24.908,25.192,30.975,MEDIUM,6,1,Red Bull Racing,13,0 days 01:19:06.918000,18.9,74,996.2,FALSE,26.4,0,1.8,Canadian Grand Prix,R,9,09-06-2024
0 days 01:21:17.822000,PER,11,79.785,50,3,23.881,24.913,30.991,MEDIUM,7,1,Red Bull Racing,13,0 days 01:21:06.930000,18.8,76,996.1,FALSE,27,170,0.5,Canadian Grand Prix,R,9,09-06-2024
0 days 01:22:36.641000,PER,11,78.819,51,3,23.045,24.86,30.914,MEDIUM,8,1,Red Bull Racing,13,0 days 01:22:06.960000,18.9,74,996.1,FALSE,27,235,0.9,Canadian Grand Prix,R,9,09-06-2024
0 days 00:41:56.112000,PIA,81,103.126,1,1,31.863,30.213,41.05,WET,1,1,McLaren,,0 days 00:41:35.028000,18.4,83,998.5,FALSE,28.4,229,1.6,Canadian Grand Prix,FP1,9,09-06-2024
0 days 01:10:01.194000,PIA,81,96.964,4,3,31.394,29.893,35.677,SOFT,1,1,McLaren,,0 days 01:09:35.220000,18.5,82,998.2,FALSE,31.2,181,1.4,Canadian Grand Prix,FP1,9,09-06-2024
0 days 01:11:32.820000,PIA,81,91.626,5,3,28.508,28.973,34.145,SOFT,2,1,McLaren,,0 days 01:10:35.225000,18.6,82,998.3,FALSE,31.2,246,1.1,Canadian Grand Prix,FP1,9,09-06-2024
0 days 01:12:59.574000,PIA,81,86.754,6,3,26.746,27.448,32.56,SOFT,3,1,McLaren,,0 days 01:12:35.270000,18.6,81,998.3,FALSE,31.7,181,1.3,Canadian Grand Prix,FP1,9,09-06-2024
0 days 00:26:14.150000,PIA,81,90.465,1,1,29.078,28.198,33.189,MEDIUM,1,1,McLaren,,0 days 00:26:00.083000,19.5,71,999.2,TRUE,26.7,220,1.2,Canadian Grand Prix,FP2,9,09-06-2024
0 days 00:27:36.064000,PIA,81,81.914,2,1,23.82,26.269,31.825,MEDIUM,2,1,McLaren,,0 days 00:27:00.084000,19.4,71,999.2,TRUE,26.7,228,1.2,Canadian Grand Prix,FP2,9,09-06-2024
0 days 00:28:57.599000,PIA,81,81.535,3,1,22.895,26.135,32.505,MEDIUM,3,1,McLaren,,0 days 00:28:00.084000,19.4,72,999.2,TRUE,26.7,225,1.1,Canadian Grand Prix,FP2,9,09-06-2024
0 days 00:38:47.402000,PIA,81,92.376,5,2,31.502,27.939,32.935,MEDIUM,5,0,McLaren,,0 days 00:38:00.089000,19,70,999.3,TRUE,25.2,27,0.9,Canadian Grand Prix,FP2,9,09-06-2024
0 days 00:40:07.287000,PIA,81,79.885,6,2,23.068,25.616,31.201,MEDIUM,6,0,McLaren,,0 days 00:40:00.089000,19,67,999.3,TRUE,25.7,64,0.7,Canadian Grand Prix,FP2,9,09-06-2024
0 days 00:41:26.295000,PIA,81,79.008,7,2,22.363,24.599,32.046,MEDIUM,7,0,McLaren,,0 days 00:41:00.094000,18.9,67,999.4,TRUE,25.8,25,1.5,Canadian Grand Prix,FP2,9,09-06-2024
0 days 00:42:47.101000,PIA,81,80.806,8,2,22.949,25.011,32.846,MEDIUM,8,0,McLaren,,0 days 00:42:00.106000,19,64,999.3,TRUE,25.9,110,1.2,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:04:14.804000,PIA,81,96.598,10,3,31.935,29.621,35.042,INTERMEDIATE,2,0,McLaren,,0 days 01:04:00.233000,18.1,69,999.3,TRUE,24.4,24,0.8,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:05:43.642000,PIA,81,88.838,11,3,25.71,28.206,34.922,INTERMEDIATE,3,0,McLaren,,0 days 01:05:00.236000,18.1,70,999.4,TRUE,24.4,18,0.8,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:07:10.429000,PIA,81,86.787,12,3,24.804,27.759,34.224,INTERMEDIATE,4,0,McLaren,,0 days 01:07:00.236000,18.1,70,999.3,TRUE,24.2,8,1,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:08:52.186000,PIA,81,101.757,13,3,32.123,32.304,37.33,INTERMEDIATE,5,0,McLaren,,0 days 01:08:00.238000,18.2,69,999.3,TRUE,24.2,8,0.8,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:10:17.914000,PIA,81,85.728,14,3,24.529,27.091,34.108,INTERMEDIATE,6,0,McLaren,,0 days 01:10:00.240000,18.2,70,999.5,TRUE,24.2,0,0.8,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:11:59.498000,PIA,81,101.584,15,3,30.646,33.972,36.966,INTERMEDIATE,7,0,McLaren,,0 days 01:11:00.241000,18.3,70,999.6,TRUE,24.3,5,0.4,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:13:25.516000,PIA,81,86.018,16,3,24.176,27.685,34.157,INTERMEDIATE,8,0,McLaren,,0 days 01:13:00.242000,18.4,69,999.5,TRUE,24.3,0,0.4,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:14:57.877000,PIA,81,92.361,17,3,25.424,31.3,35.637,INTERMEDIATE,9,0,McLaren,,0 days 01:14:00.239000,18.4,68,999.5,TRUE,24.3,175,0.3,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:16:25.267000,PIA,81,87.39,18,3,23.908,27.352,36.13,INTERMEDIATE,10,0,McLaren,,0 days 01:16:00.242000,18.4,70,999.7,TRUE,24.1,167,0.7,Canadian Grand Prix,FP2,9,09-06-2024
0 days 01:18:39.332000,PIA,81,134.065,19,3,30.084,30.939,73.042,INTERMEDIATE,11,0,McLaren,,0 days 01:18:00.256000,18.4,70,999.6,TRUE,23.9,185,1.3,Canadian Grand Prix,FP2,9,09-06-2024
0 days 00:17:43.562000,PIA,81,124.755,1,1,41.376,28.979,54.4,HARD,1,1,McLaren,,0 days 00:17:05.521000,20.5,62,1000.6,FALSE,35.6,21,2.9,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:19:31.956000,PIA,81,108.394,2,2,29.085,27.799,51.51,HARD,1,1,McLaren,,0 days 00:19:05.541000,20.5,62,1000.5,FALSE,35.9,189,1.1,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:27:49.829000,PIA,81,76.956,5,4,21.976,24.469,30.511,MEDIUM,3,0,McLaren,,0 days 00:27:05.606000,20.5,63,1000.6,FALSE,35.9,106,1.3,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:29:31.239000,PIA,81,101.41,6,4,27.846,33.024,40.54,MEDIUM,4,0,McLaren,,0 days 00:29:05.612000,20.6,62,1000.7,FALSE,35.9,96,1.1,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:30:49.099000,PIA,81,77.86,7,4,21.842,24.176,31.842,MEDIUM,5,0,McLaren,,0 days 00:30:05.607000,20.7,62,1000.6,FALSE,35.6,77,2,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:32:30.959000,PIA,81,101.86,8,4,29.57,35.702,36.588,MEDIUM,6,0,McLaren,,0 days 00:32:05.612000,20.8,62,1000.6,FALSE,35.9,184,1.6,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:33:46.197000,PIA,81,75.238,9,4,21.275,23.902,30.061,MEDIUM,7,0,McLaren,,0 days 00:33:05.616000,20.8,62,1000.6,FALSE,36.3,123,1.6,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:35:26.720000,PIA,81,100.523,10,4,29.281,33.095,38.147,MEDIUM,8,0,McLaren,,0 days 00:35:05.614000,20.9,63,1000.5,FALSE,37.1,90,1.4,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:36:43.929000,PIA,81,77.209,11,4,20.944,23.688,32.577,MEDIUM,9,0,McLaren,,0 days 00:36:05.613000,20.9,62,1000.5,FALSE,38,79,1.6,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:38:01.672000,PIA,81,77.743,12,4,21.808,24.646,31.289,MEDIUM,10,0,McLaren,,0 days 00:37:05.604000,21,62,1000.6,FALSE,38.4,239,1.2,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:39:18.409000,PIA,81,76.737,13,4,21.453,24.288,30.996,MEDIUM,11,0,McLaren,,0 days 00:39:05.616000,21.1,61,1000.6,FALSE,37.2,222,0.9,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:40:36.136000,PIA,81,77.727,14,4,21.891,24.66,31.176,MEDIUM,12,0,McLaren,,0 days 00:40:05.616000,21.1,61,1000.5,FALSE,36.2,180,1.8,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:48:23.996000,PIA,81,91.525,16,5,30.444,26.396,34.685,SOFT,1,1,McLaren,,0 days 00:48:05.620000,20.7,64,1000.5,FALSE,37.5,220,2.1,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:49:38.628000,PIA,81,74.632,17,5,21.171,23.611,29.85,SOFT,2,1,McLaren,,0 days 00:49:05.621000,20.7,64,1000.5,FALSE,37.5,212,2.6,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:51:31.237000,PIA,81,112.609,18,5,28.984,37.348,46.277,SOFT,3,1,McLaren,,0 days 00:51:05.622000,20.8,62,1000.3,FALSE,38.7,137,1.4,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:52:45.638000,PIA,81,74.401,19,5,21.009,23.591,29.801,SOFT,4,1,McLaren,,0 days 00:52:05.630000,21,61,1000.5,FALSE,38.7,235,1.9,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:54:26.433000,PIA,81,100.795,20,5,28.153,34.238,38.404,SOFT,5,1,McLaren,,0 days 00:54:05.625000,21,62,1000.4,FALSE,38,183,1.5,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:55:40.292000,PIA,81,73.859,21,5,20.698,23.344,29.817,SOFT,6,1,McLaren,,0 days 00:55:05.624000,21.2,60,1000.4,FALSE,39,166,2.1,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:05:46.803000,PIA,81,95.894,23,6,28.205,26.979,40.71,SOFT,1,1,McLaren,,0 days 01:05:05.632000,21,63,1000.4,FALSE,36.9,148,1.8,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:07:00.214000,PIA,81,73.411,24,6,20.681,23.284,29.446,SOFT,2,1,McLaren,,0 days 01:06:05.636000,21,63,1000.4,FALSE,37.2,149,1.8,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:08:53.055000,PIA,81,112.841,25,6,31.726,32.876,48.239,SOFT,3,1,McLaren,,0 days 01:08:05.634000,21.1,62,1000.5,FALSE,36.7,135,1,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:10:06.321000,PIA,81,73.266,26,6,20.504,23.301,29.461,SOFT,4,1,McLaren,,0 days 01:10:05.644000,21.3,61,1000.3,FALSE,38.2,348,1.4,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:12:04.152000,PIA,81,117.831,27,6,31.369,35.408,51.054,SOFT,5,1,McLaren,,0 days 01:11:05.650000,21.4,59,1000.5,FALSE,38.7,103,1,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:13:17.794000,PIA,81,73.642,28,6,20.717,23.373,29.552,SOFT,6,1,McLaren,,0 days 01:13:05.653000,21.5,60,1000.4,FALSE,38.1,90,2.6,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:14:52.137000,PIA,81,94.343,29,6,27.617,28.21,38.516,SOFT,7,1,McLaren,,0 days 01:14:05.656000,21.5,59,1000.4,FALSE,38.7,128,1,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:16:32.222000,PIA,81,100.085,30,6,28.832,32.816,38.437,SOFT,8,1,McLaren,,0 days 01:16:05.645000,21.6,59,1000.4,FALSE,38.6,190,1.5,Canadian Grand Prix,FP3,9,09-06-2024
0 days 01:18:36.522000,PIA,81,124.3,31,6,22.487,28.853,72.96,SOFT,9,1,McLaren,,0 days 01:18:05.674000,21.5,59,1000.3,FALSE,36.3,152,2,Canadian Grand Prix,FP3,9,09-06-2024
0 days 00:17:07.836000,PIA,81,107.406,1,1,34.791,32.211,40.404,SOFT,1,1,McLaren,,0 days 00:16:57.955000,20.1,71,1000.8,FALSE,31.6,261,1.6,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:18:32.270000,PIA,81,84.434,2,1,23.098,26.257,35.079,SOFT,2,1,McLaren,,0 days 00:17:57.958000,20.1,70,1000.7,FALSE,31.4,24,1.3,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:19:46.588000,PIA,81,74.318,3,1,21.143,23.457,29.718,SOFT,3,1,McLaren,,0 days 00:18:57.961000,20.1,71,1000.8,FALSE,31.4,197,2.4,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:21:32.167000,PIA,81,105.579,4,1,32.146,29.045,44.388,SOFT,4,1,McLaren,,0 days 00:20:57.965000,20.2,71,1000.7,FALSE,31.3,200,1.4,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:27:14.887000,PIA,81,107.676,6,2,36.296,26.809,44.571,SOFT,1,1,McLaren,,0 days 00:26:58.004000,20.2,71,1000.7,FALSE,30.7,160,2.2,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:28:28.694000,PIA,81,73.807,7,2,20.805,23.348,29.654,SOFT,2,1,McLaren,,0 days 00:27:58.013000,20.2,71,1000.8,FALSE,30.9,217,2.1,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:30:13.648000,PIA,81,104.954,8,2,27.962,31.387,45.605,SOFT,3,1,McLaren,,0 days 00:29:58.044000,20.4,70,1000.7,FALSE,31.1,118,1.7,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:31:26.555000,PIA,81,72.907,9,2,20.45,23.27,29.187,SOFT,4,1,McLaren,,0 days 00:30:58.044000,20.5,70,1000.8,FALSE,31.3,178,1.4,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:41:03.123000,PIA,81,98.605,11,3,40.399,26.513,31.693,SOFT,1,1,McLaren,,0 days 00:40:58.063000,20.7,68,1000.9,FALSE,30.7,115,1.4,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:42:15.585000,PIA,81,72.462,12,3,20.408,22.935,29.119,SOFT,2,1,McLaren,,0 days 00:41:58.085000,20.7,67,1000.8,FALSE,30.5,116,1.4,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:43:49.047000,PIA,81,93.462,13,3,27.071,31.295,35.096,SOFT,3,1,McLaren,,0 days 00:42:58.082000,20.7,68,1000.8,FALSE,30.7,83,1.5,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:45:01.513000,PIA,81,72.466,14,3,20.155,23.071,29.24,SOFT,4,1,McLaren,,0 days 00:44:58.079000,20.7,65,1000.7,TRUE,30.7,169,1.4,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:49:43.659000,PIA,81,90.319,16,4,31.316,25.886,33.117,SOFT,6,0,McLaren,,0 days 00:48:58.099000,20.8,63,1000.8,FALSE,30.2,193,2.1,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:50:56.350000,PIA,81,72.691,17,4,20.291,23.134,29.266,SOFT,7,0,McLaren,,0 days 00:49:58.101000,20.7,63,1001,FALSE,30.2,169,2.8,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:52:31.114000,PIA,81,94.764,18,4,28.682,31.335,34.747,SOFT,8,0,McLaren,,0 days 00:51:58.106000,20.8,63,1000.8,FALSE,30.7,152,2.8,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:53:43.935000,PIA,81,72.821,19,4,20.202,22.944,29.675,SOFT,9,0,McLaren,,0 days 00:52:58.117000,20.8,63,1001,FALSE,30.7,273,1.3,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:03:20.083000,PIA,81,126.711,21,5,67.711,26.053,32.947,SOFT,6,0,McLaren,,0 days 01:02:58.174000,20.7,65,1000.8,TRUE,29.8,84,1.9,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:04:32.796000,PIA,81,72.713,22,5,20.491,22.935,29.287,SOFT,7,0,McLaren,,0 days 01:03:58.199000,20.8,65,1000.6,FALSE,29.9,90,2.1,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:06:24.105000,PIA,81,111.309,23,5,27.329,29.537,54.443,SOFT,8,0,McLaren,,0 days 01:05:58.197000,20.8,64,1000.8,FALSE,30.2,121,2.1,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:07:50.214000,PIA,81,86.109,24,6,27.225,25.877,33.007,SOFT,1,1,McLaren,,0 days 01:06:58.193000,20.8,63,1000.7,FALSE,30.6,94,1.7,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:09:18.282000,PIA,81,88.068,25,6,23.674,29.579,34.815,SOFT,2,1,McLaren,,0 days 01:08:58.244000,20.9,62,1000.8,FALSE,31.5,198,3,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:10:30.385000,PIA,81,72.103,26,6,20.255,22.792,29.056,SOFT,3,1,McLaren,,0 days 01:09:58.295000,20.9,62,1000.9,FALSE,31.5,140,3,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:12:05.621000,PIA,81,95.236,27,6,28.925,31.316,34.995,SOFT,4,1,McLaren,,0 days 01:11:58.246000,20.9,61,1000.7,TRUE,31.3,23,2.6,Canadian Grand Prix,Q,9,09-06-2024
0 days 01:13:17.838000,PIA,81,72.217,28,6,20.203,22.889,29.125,SOFT,5,1,McLaren,,0 days 01:12:58.248000,21,62,1000.8,FALSE,31.1,134,2.6,Canadian Grand Prix,Q,9,09-06-2024
0 days 00:05:54.331000,PIA,81,108.458,1,1,,32.667,38.433,INTERMEDIATE,1,1,McLaren,4,0 days 00:05:06.641000,16.3,74,996.4,TRUE,20.7,179,1.8,Canadian Grand Prix,R,9,09-06-2024
0 days 00:07:32.922000,PIA,81,98.591,2,1,29.244,31.939,37.408,INTERMEDIATE,2,1,McLaren,4,0 days 00:07:06.638000,16.3,75,996.3,TRUE,20.6,96,1.1,Canadian Grand Prix,R,9,09-06-2024
0 days 00:09:11.338000,PIA,81,98.416,3,1,29.226,31.118,38.072,INTERMEDIATE,3,1,McLaren,5,0 days 00:09:06.675000,16.2,75,996.2,TRUE,20,146,0.7,Canadian Grand Prix,R,9,09-06-2024
0 days 00:10:48.932000,PIA,81,97.594,4,1,29.093,31.409,37.092,INTERMEDIATE,4,1,McLaren,5,0 days 00:10:06.679000,16,76,996.2,TRUE,19.9,104,1.3,Canadian Grand Prix,R,9,09-06-2024
0 days 00:12:25.522000,PIA,81,96.59,5,1,29.721,30.784,36.085,INTERMEDIATE,5,1,McLaren,5,0 days 00:12:06.706000,15.9,78,996.2,TRUE,19.9,142,0.8,Canadian Grand Prix,R,9,09-06-2024
0 days 00:13:58.582000,PIA,81,93.06,6,1,27.546,29.898,35.616,INTERMEDIATE,6,1,McLaren,5,0 days 00:13:06.706000,16,78,996.2,TRUE,20,4,1.7,Canadian Grand Prix,R,9,09-06-2024
0 days 00:15:30.536000,PIA,81,91.954,7,1,27.103,29.455,35.396,INTERMEDIATE,7,1,McLaren,4,0 days 00:15:06.701000,15.9,77,996.3,TRUE,20.3,143,1.4,Canadian Grand Prix,R,9,09-06-2024
0 days 00:17:01.669000,PIA,81,91.133,8,1,26.733,29.314,35.086,INTERMEDIATE,8,1,McLaren,4,0 days 00:16:06.694000,16,80,996.3,TRUE,20.5,313,1.3,Canadian Grand Prix,R,9,09-06-2024
0 days 00:18:32.712000,PIA,81,91.043,9,1,26.473,29.674,34.896,INTERMEDIATE,9,1,McLaren,4,0 days 00:18:06.712000,16.5,78,996.3,TRUE,23.8,209,1.1,Canadian Grand Prix,R,9,09-06-2024
0 days 00:20:02.171000,PIA,81,89.459,10,1,26.193,28.843,34.423,INTERMEDIATE,10,1,McLaren,4,0 days 00:19:06.707000,16.5,78,996.3,FALSE,24.5,1,1.2,Canadian Grand Prix,R,9,09-06-2024
0 days 00:21:31.176000,PIA,81,89.005,11,1,26.062,28.552,34.391,INTERMEDIATE,11,1,McLaren,4,0 days 00:21:06.712000,17,79,996.3,FALSE,25.3,132,0.7,Canadian Grand Prix,R,9,09-06-2024
0 days 00:22:59.837000,PIA,81,88.661,12,1,25.788,28.431,34.442,INTERMEDIATE,12,1,McLaren,4,0 days 00:22:06.709000,17.3,78,996.4,FALSE,25.7,0,0.5,Canadian Grand Prix,R,9,09-06-2024
0 days 00:24:28.694000,PIA,81,88.857,13,1,25.782,29.094,33.981,INTERMEDIATE,13,1,McLaren,4,0 days 00:24:06.715000,17.5,72,996.3,FALSE,25.8,185,1.1,Canadian Grand Prix,R,9,09-06-2024
0 days 00:25:56.267000,PIA,81,87.573,14,1,25.4,28.187,33.986,INTERMEDIATE,14,1,McLaren,4,0 days 00:25:06.723000,17.5,74,996.2,FALSE,25.9,79,1.4,Canadian Grand Prix,R,9,09-06-2024
0 days 00:27:24.171000,PIA,81,87.904,15,1,25.93,28.362,33.612,INTERMEDIATE,15,1,McLaren,4,0 days 00:27:06.713000,17.6,73,996.3,FALSE,26.3,25,1.5,Canadian Grand Prix,R,9,09-06-2024
0 days 00:28:50.935000,PIA,81,86.764,16,1,25.348,27.817,33.599,INTERMEDIATE,16,1,McLaren,4,0 days 00:28:06.713000,17.7,72,996.2,FALSE,26.3,34,1.9,Canadian Grand Prix,R,9,09-06-2024
