Unnamed: 0,Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber,EventName,Session,Date
33,0 days 00:33:45.060000,0.37606837606837606,0.25352112676056343,0.9601990049751246,False,0.4187082405345211,0.26666666666666666,0.4705882352941177,1,Bahrain Grand Prix,FP1,02-03-2024
34,0 days 00:34:45.032000,0.37606837606837606,0.26760563380281693,0.9601990049751246,False,0.4253897550111357,0.21666666666666667,0.3970588235294118,1,Bahrain Grand Prix,FP1,02-03-2024
35,0 days 00:35:45.038000,0.37606837606837606,0.25352112676056343,0.9610281923714767,False,0.4253897550111357,0.1277777777777778,0.4705882352941177,1,Bahrain Grand Prix,FP1,02-03-2024
36,0 days 00:36:45.021000,0.37606837606837606,0.25352112676056343,0.9610281923714767,False,0.42316258351893093,0.13611111111111113,0.4852941176470588,1,Bahrain Grand Prix,FP1,02-03-2024
37,0 days 00:37:45.040000,0.3717948717948717,0.25352112676056343,0.9601990049751246,False,0.41425389755011127,0.15833333333333333,0.5,1,Bahrain Grand Prix,FP1,02-03-2024
38,0 days 00:38:45.027000,0.3717948717948717,0.26760563380281693,0.9606135986733007,False,0.41648106904231613,0.16111111111111112,0.5441176470588236,1,Bahrain Grand Prix,FP1,02-03-2024
39,0 days 00:39:45.039000,0.3717948717948717,0.26760563380281693,0.9601990049751246,False,0.41648106904231613,0.14166666666666666,0.5588235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
40,0 days 00:40:45.034000,0.36752136752136755,0.26760563380281693,0.9601990049751246,False,0.41425389755011127,0.16111111111111112,0.5441176470588236,1,Bahrain Grand Prix,FP1,02-03-2024
41,0 days 00:41:45.034000,0.3632478632478632,0.28169014084507044,0.9601990049751246,False,0.41425389755011127,0.14722222222222223,0.5588235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
42,0 days 00:42:45.033000,0.3632478632478632,0.26760563380281693,0.9606135986733007,False,0.40979955456570155,0.13055555555555556,0.5588235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
43,0 days 00:43:45.034000,0.3632478632478632,0.25352112676056343,0.9601990049751246,False,0.4120267260579064,0.17777777777777778,0.5441176470588236,1,Bahrain Grand Prix,FP1,02-03-2024
44,0 days 00:44:45.041000,0.3632478632478632,0.25352112676056343,0.9606135986733007,False,0.40979955456570155,0.18055555555555555,0.6029411764705882,1,Bahrain Grand Prix,FP1,02-03-2024
45,0 days 00:45:45.060000,0.35897435897435903,0.25352112676056343,0.9597844112769494,False,0.39866369710467703,0.10833333333333334,0.5294117647058824,1,Bahrain Grand Prix,FP1,02-03-2024
46,0 days 00:46:45.053000,0.35897435897435903,0.26760563380281693,0.9606135986733007,False,0.39866369710467703,0.17500000000000002,0.4852941176470588,1,Bahrain Grand Prix,FP1,02-03-2024
47,0 days 00:47:45.063000,0.3632478632478632,0.26760563380281693,0.9597844112769494,False,0.39866369710467703,0.16666666666666669,0.5735294117647058,1,Bahrain Grand Prix,FP1,02-03-2024
48,0 days 00:48:45.065000,0.3632478632478632,0.26760563380281693,0.9601990049751246,False,0.3942093541202672,0.15833333333333333,0.6911764705882354,1,Bahrain Grand Prix,FP1,02-03-2024
49,0 days 00:49:45.087000,0.36752136752136755,0.25352112676056343,0.9606135986733007,False,0.39643652561247206,0.13055555555555556,0.5441176470588236,1,Bahrain Grand Prix,FP1,02-03-2024
50,0 days 00:50:45.095000,0.3632478632478632,0.25352112676056343,0.9601990049751246,False,0.39643652561247206,0.14722222222222223,0.5588235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
51,0 days 00:51:45.085000,0.3632478632478632,0.25352112676056343,0.9606135986733007,False,0.3942093541202672,0.17222222222222222,0.5735294117647058,1,Bahrain Grand Prix,FP1,02-03-2024
52,0 days 00:52:45.113000,0.3632478632478632,0.26760563380281693,0.9610281923714767,False,0.3919821826280622,0.17777777777777778,0.5,1,Bahrain Grand Prix,FP1,02-03-2024
53,0 days 00:53:45.126000,0.36752136752136755,0.26760563380281693,0.9606135986733007,False,0.39643652561247206,0.17222222222222222,0.338235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
54,0 days 00:54:45.123000,0.3717948717948717,0.26760563380281693,0.9601990049751246,False,0.39866369710467703,0.2,0.4852941176470588,1,Bahrain Grand Prix,FP1,02-03-2024
55,0 days 00:55:45.123000,0.3717948717948717,0.25352112676056343,0.9601990049751246,False,0.40311804008908675,0.18055555555555555,0.4852941176470588,1,Bahrain Grand Prix,FP1,02-03-2024
56,0 days 00:56:45.121000,0.3717948717948717,0.23943661971830993,0.9601990049751246,False,0.40311804008908675,0.15,0.4264705882352941,1,Bahrain Grand Prix,FP1,02-03-2024
57,0 days 00:57:45.129000,0.3632478632478632,0.25352112676056343,0.9597844112769494,False,0.3919821826280622,0.16111111111111112,0.6029411764705882,1,Bahrain Grand Prix,FP1,02-03-2024
58,0 days 00:58:45.128000,0.3632478632478632,0.26760563380281693,0.9601990049751246,False,0.3919821826280622,0.21666666666666667,0.4852941176470588,1,Bahrain Grand Prix,FP1,02-03-2024
59,0 days 00:59:45.124000,0.36752136752136755,0.25352112676056343,0.9606135986733007,False,0.3875278396436525,0.1527777777777778,0.5294117647058824,1,Bahrain Grand Prix,FP1,02-03-2024
60,0 days 01:00:45.125000,0.36752136752136755,0.25352112676056343,0.9610281923714767,False,0.3942093541202672,0.17777777777777778,0.5,1,Bahrain Grand Prix,FP1,02-03-2024
61,0 days 01:01:45.125000,0.3632478632478632,0.25352112676056343,0.9606135986733007,False,0.3919821826280622,0.18333333333333335,0.4852941176470588,1,Bahrain Grand Prix,FP1,02-03-2024
62,0 days 01:02:45.133000,0.35470085470085466,0.23943661971830993,0.9606135986733007,False,0.3919821826280622,0.16111111111111112,0.4558823529411765,1,Bahrain Grand Prix,FP1,02-03-2024
63,0 days 01:03:45.123000,0.35897435897435903,0.25352112676056343,0.9606135986733007,False,0.3897550111358575,0.13055555555555556,0.4117647058823529,1,Bahrain Grand Prix,FP1,02-03-2024
64,0 days 01:04:45.130000,0.3632478632478632,0.25352112676056343,0.9606135986733007,False,0.3897550111358575,0.1638888888888889,0.4411764705882353,1,Bahrain Grand Prix,FP1,02-03-2024
65,0 days 01:05:45.130000,0.35897435897435903,0.25352112676056343,0.9606135986733007,False,0.3830734966592427,0.18333333333333335,0.5441176470588236,1,Bahrain Grand Prix,FP1,02-03-2024
66,0 days 01:06:45.134000,0.35470085470085466,0.26760563380281693,0.9606135986733007,False,0.3808463251670377,0.19166666666666668,0.5588235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
67,0 days 01:07:45.125000,0.35897435897435903,0.26760563380281693,0.9601990049751246,False,0.3830734966592427,0.16944444444444445,0.5735294117647058,1,Bahrain Grand Prix,FP1,02-03-2024
68,0 days 01:08:45.130000,0.35897435897435903,0.25352112676056343,0.9610281923714767,False,0.3808463251670377,0.24444444444444446,0.6029411764705882,1,Bahrain Grand Prix,FP1,02-03-2024
69,0 days 01:09:45.139000,0.35897435897435903,0.25352112676056343,0.9606135986733007,False,0.3808463251670377,0.20277777777777778,0.5294117647058824,1,Bahrain Grand Prix,FP1,02-03-2024
70,0 days 01:10:45.142000,0.35897435897435903,0.26760563380281693,0.9606135986733007,False,0.3808463251670377,0.24166666666666667,0.4558823529411765,1,Bahrain Grand Prix,FP1,02-03-2024
71,0 days 01:11:45.159000,0.35897435897435903,0.26760563380281693,0.9606135986733007,False,0.3808463251670377,0.16944444444444445,0.4558823529411765,1,Bahrain Grand Prix,FP1,02-03-2024
72,0 days 01:12:45.165000,0.3632478632478632,0.26760563380281693,0.9606135986733007,False,0.37861915367483295,0.12222222222222223,0.4411764705882353,1,Bahrain Grand Prix,FP1,02-03-2024
73,0 days 01:13:45.187000,0.35897435897435903,0.26760563380281693,0.9606135986733007,False,0.3741648106904231,0.13611111111111113,0.4852941176470588,1,Bahrain Grand Prix,FP1,02-03-2024
74,0 days 01:14:45.186000,0.36752136752136755,0.23943661971830993,0.9606135986733007,False,0.376391982182628,0.23333333333333334,0.4117647058823529,1,Bahrain Grand Prix,FP1,02-03-2024
75,0 days 01:15:45.188000,0.3632478632478632,0.23943661971830993,0.9606135986733007,False,0.376391982182628,0.18888888888888888,0.5441176470588236,1,Bahrain Grand Prix,FP1,02-03-2024
76,0 days 01:16:45.189000,0.3632478632478632,0.22535211267605632,0.9610281923714767,False,0.376391982182628,0.22222222222222224,0.5,1,Bahrain Grand Prix,FP1,02-03-2024
77,0 days 01:17:45.192000,0.3632478632478632,0.22535211267605632,0.961442786069652,False,0.37861915367483295,0.16666666666666669,0.35294117647058826,1,Bahrain Grand Prix,FP1,02-03-2024
78,0 days 01:18:45.204000,0.3632478632478632,0.25352112676056343,0.9606135986733007,False,0.3741648106904231,0.18333333333333335,0.6176470588235294,1,Bahrain Grand Prix,FP1,02-03-2024
79,0 days 01:19:45.207000,0.35470085470085466,0.26760563380281693,0.9610281923714767,False,0.3630289532293986,0.15555555555555556,0.5,1,Bahrain Grand Prix,FP1,02-03-2024
80,0 days 01:20:45.207000,0.35470085470085466,0.26760563380281693,0.9610281923714767,False,0.3608017817371936,0.19444444444444445,0.5588235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
81,0 days 01:21:45.208000,0.35470085470085466,0.25352112676056343,0.961442786069652,False,0.3697104677060132,0.16111111111111112,0.338235294117647,1,Bahrain Grand Prix,FP1,02-03-2024
82,0 days 00:00:44.627000,0.27350427350427353,0.35211267605633806,0.9643449419568828,False,0.17149220489977718,0.2638888888888889,0.36764705882352944,1,Bahrain Grand Prix,FP2,02-03-2024
83,0 days 00:01:44.644000,0.27350427350427353,0.35211267605633806,0.9643449419568828,False,0.16926503340757232,0.21666666666666667,0.35294117647058826,1,Bahrain Grand Prix,FP2,02-03-2024
84,0 days 00:02:44.652000,0.2777777777777777,0.35211267605633806,0.9647595356550589,False,0.16703786191536746,0.2888888888888889,0.2647058823529412,1,Bahrain Grand Prix,FP2,02-03-2024
85,0 days 00:03:44.680000,0.2777777777777777,0.35211267605633806,0.9643449419568828,False,0.16703786191536746,0.23055555555555557,0.4852941176470588,1,Bahrain Grand Prix,FP2,02-03-2024
86,0 days 00:04:44.697000,0.27350427350427353,0.33802816901408456,0.9643449419568828,False,0.16703786191536746,0.37222222222222223,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
87,0 days 00:05:44.682000,0.27350427350427353,0.33802816901408456,0.9647595356550589,False,0.1648106904231626,0.2138888888888889,0.338235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
88,0 days 00:06:44.713000,0.27350427350427353,0.33802816901408456,0.9647595356550589,False,0.1648106904231626,0.15,0.4705882352941177,1,Bahrain Grand Prix,FP2,02-03-2024
89,0 days 00:07:44.700000,0.27350427350427353,0.33802816901408456,0.9643449419568828,False,0.16258351893095763,0.18611111111111112,0.29411764705882354,1,Bahrain Grand Prix,FP2,02-03-2024
90,0 days 00:08:44.702000,0.27350427350427353,0.33802816901408456,0.9651741293532341,False,0.1648106904231626,0.225,0.3088235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
91,0 days 00:09:44.713000,0.27350427350427353,0.30985915492957744,0.9647595356550589,False,0.16258351893095763,0.2777777777777778,0.3235294117647059,1,Bahrain Grand Prix,FP2,02-03-2024
92,0 days 00:10:44.708000,0.27350427350427353,0.30985915492957744,0.9643449419568828,False,0.16258351893095763,0.23333333333333334,0.4411764705882353,1,Bahrain Grand Prix,FP2,02-03-2024
93,0 days 00:11:44.718000,0.27350427350427353,0.29577464788732394,0.9647595356550589,False,0.16035634743875277,0.2638888888888889,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
94,0 days 00:12:44.717000,0.27350427350427353,0.28169014084507044,0.9643449419568828,False,0.16035634743875277,0.18611111111111112,0.5147058823529412,1,Bahrain Grand Prix,FP2,02-03-2024
95,0 days 00:13:44.704000,0.2777777777777777,0.28169014084507044,0.9643449419568828,False,0.1581291759465479,0.23333333333333334,0.36764705882352944,1,Bahrain Grand Prix,FP2,02-03-2024
96,0 days 00:14:44.713000,0.2777777777777777,0.28169014084507044,0.9647595356550589,False,0.1581291759465479,0.20833333333333334,0.338235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
97,0 days 00:15:44.705000,0.2777777777777777,0.26760563380281693,0.9647595356550589,False,0.15590200445434294,0.17222222222222222,0.3970588235294118,1,Bahrain Grand Prix,FP2,02-03-2024
98,0 days 00:16:44.731000,0.2777777777777777,0.26760563380281693,0.9647595356550589,False,0.15367483296213807,0.17500000000000002,0.29411764705882354,1,Bahrain Grand Prix,FP2,02-03-2024
99,0 days 00:17:44.774000,0.2777777777777777,0.26760563380281693,0.9647595356550589,False,0.15590200445434294,0.13055555555555556,0.4264705882352941,1,Bahrain Grand Prix,FP2,02-03-2024
100,0 days 00:18:44.749000,0.2777777777777777,0.26760563380281693,0.9651741293532341,False,0.15590200445434294,0.22777777777777777,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
101,0 days 00:19:44.742000,0.2777777777777777,0.26760563380281693,0.9651741293532341,False,0.15590200445434294,0.17222222222222222,0.27941176470588236,1,Bahrain Grand Prix,FP2,02-03-2024
102,0 days 00:20:44.758000,0.2777777777777777,0.28169014084507044,0.9651741293532341,False,0.15590200445434294,0.22777777777777777,0.29411764705882354,1,Bahrain Grand Prix,FP2,02-03-2024
103,0 days 00:21:44.751000,0.2777777777777777,0.28169014084507044,0.9655887230514102,False,0.15590200445434294,0.17222222222222222,0.27941176470588236,1,Bahrain Grand Prix,FP2,02-03-2024
104,0 days 00:22:44.757000,0.28205128205128205,0.28169014084507044,0.9647595356550589,False,0.15367483296213807,0.2555555555555556,0.3088235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
105,0 days 00:23:44.739000,0.28205128205128205,0.28169014084507044,0.9655887230514102,False,0.15367483296213807,0.18611111111111112,0.29411764705882354,1,Bahrain Grand Prix,FP2,02-03-2024
106,0 days 00:24:44.750000,0.2777777777777777,0.28169014084507044,0.9655887230514102,False,0.15367483296213807,0.275,0.20588235294117646,1,Bahrain Grand Prix,FP2,02-03-2024
107,0 days 00:25:44.752000,0.2777777777777777,0.28169014084507044,0.9651741293532341,False,0.15367483296213807,0.13055555555555556,0.338235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
108,0 days 00:26:44.756000,0.2777777777777777,0.28169014084507044,0.9651741293532341,False,0.1514476614699331,0.17500000000000002,0.338235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
109,0 days 00:27:44.749000,0.2777777777777777,0.28169014084507044,0.9643449419568828,False,0.14922048997772824,0.37222222222222223,0.2647058823529412,1,Bahrain Grand Prix,FP2,02-03-2024
110,0 days 00:28:44.753000,0.2777777777777777,0.29577464788732394,0.9651741293532341,False,0.14922048997772824,0.2916666666666667,0.35294117647058826,1,Bahrain Grand Prix,FP2,02-03-2024
111,0 days 00:29:44.759000,0.2777777777777777,0.29577464788732394,0.9651741293532341,False,0.14922048997772824,0.25277777777777777,0.27941176470588236,1,Bahrain Grand Prix,FP2,02-03-2024
112,0 days 00:30:44.754000,0.2777777777777777,0.29577464788732394,0.9651741293532341,False,0.14922048997772824,0.15,0.20588235294117646,1,Bahrain Grand Prix,FP2,02-03-2024
113,0 days 00:31:44.760000,0.28205128205128205,0.28169014084507044,0.9655887230514102,False,0.1514476614699331,0.1638888888888889,0.22058823529411764,1,Bahrain Grand Prix,FP2,02-03-2024
114,0 days 00:32:44.762000,0.2777777777777777,0.28169014084507044,0.9651741293532341,False,0.14699331848552338,0.37222222222222223,0.27941176470588236,1,Bahrain Grand Prix,FP2,02-03-2024
115,0 days 00:33:44.750000,0.2777777777777777,0.28169014084507044,0.9651741293532341,False,0.14699331848552338,0.30833333333333335,0.22058823529411764,1,Bahrain Grand Prix,FP2,02-03-2024
116,0 days 00:34:44.761000,0.2777777777777777,0.26760563380281693,0.9647595356550589,False,0.14699331848552338,0.2388888888888889,0.36764705882352944,1,Bahrain Grand Prix,FP2,02-03-2024
117,0 days 00:35:44.748000,0.2777777777777777,0.25352112676056343,0.9647595356550589,False,0.14476614699331847,0.19444444444444445,0.35294117647058826,1,Bahrain Grand Prix,FP2,02-03-2024
118,0 days 00:36:44.761000,0.28205128205128205,0.25352112676056343,0.9647595356550589,False,0.14476614699331847,0.24722222222222223,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
119,0 days 00:37:44.760000,0.2777777777777777,0.25352112676056343,0.9651741293532341,False,0.1425389755011136,0.23611111111111113,0.3088235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
120,0 days 00:38:44.763000,0.2777777777777777,0.25352112676056343,0.9647595356550589,False,0.1425389755011136,0.275,0.4705882352941177,1,Bahrain Grand Prix,FP2,02-03-2024
121,0 days 00:39:44.764000,0.2777777777777777,0.23943661971830993,0.9651741293532341,False,0.1425389755011136,0.2833333333333333,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
122,0 days 00:40:44.753000,0.2777777777777777,0.23943661971830993,0.9655887230514102,False,0.14031180400890864,0.2638888888888889,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
123,0 days 00:41:44.764000,0.28205128205128205,0.23943661971830993,0.9651741293532341,False,0.14031180400890864,0.19722222222222224,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
124,0 days 00:42:44.752000,0.28205128205128205,0.23943661971830993,0.9655887230514102,False,0.14031180400890864,0.18055555555555555,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
125,0 days 00:43:44.758000,0.28205128205128205,0.23943661971830993,0.9655887230514102,False,0.14031180400890864,0.16944444444444445,0.36764705882352944,1,Bahrain Grand Prix,FP2,02-03-2024
126,0 days 00:44:44.755000,0.28205128205128205,0.22535211267605632,0.9655887230514102,False,0.14031180400890864,0.18055555555555555,0.36764705882352944,1,Bahrain Grand Prix,FP2,02-03-2024
127,0 days 00:45:44.779000,0.2777777777777777,0.22535211267605632,0.9655887230514102,False,0.13585746102449886,0.20277777777777778,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
128,0 days 00:46:44.766000,0.2777777777777777,0.2112676056338028,0.9655887230514102,False,0.13808463251670372,0.18888888888888888,0.3235294117647059,1,Bahrain Grand Prix,FP2,02-03-2024
129,0 days 00:47:44.799000,0.28205128205128205,0.2112676056338028,0.9651741293532341,False,0.14031180400890864,0.225,0.23529411764705885,1,Bahrain Grand Prix,FP2,02-03-2024
130,0 days 00:48:44.838000,0.28205128205128205,0.2112676056338028,0.9655887230514102,False,0.14031180400890864,0.22222222222222224,0.27941176470588236,1,Bahrain Grand Prix,FP2,02-03-2024
131,0 days 00:49:44.785000,0.28205128205128205,0.2112676056338028,0.9651741293532341,False,0.13808463251670372,0.2833333333333333,0.3823529411764706,1,Bahrain Grand Prix,FP2,02-03-2024
132,0 days 00:50:44.788000,0.28205128205128205,0.22535211267605632,0.9651741293532341,False,0.13585746102449886,0.19444444444444445,0.338235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
133,0 days 00:51:44.788000,0.28205128205128205,0.22535211267605632,0.9655887230514102,False,0.13808463251670372,0.20277777777777778,0.3235294117647059,1,Bahrain Grand Prix,FP2,02-03-2024
134,0 days 00:52:44.782000,0.28205128205128205,0.22535211267605632,0.9655887230514102,False,0.13808463251670372,0.28055555555555556,0.22058823529411764,1,Bahrain Grand Prix,FP2,02-03-2024
135,0 days 00:53:44.805000,0.2777777777777777,0.22535211267605632,0.9655887230514102,False,0.13585746102449886,0.3277777777777778,0.2647058823529412,1,Bahrain Grand Prix,FP2,02-03-2024
136,0 days 00:54:44.806000,0.2777777777777777,0.22535211267605632,0.9651741293532341,False,0.13363028953229394,0.23333333333333334,0.3088235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
137,0 days 00:55:44.802000,0.28205128205128205,0.22535211267605632,0.9651741293532341,False,0.13140311804008908,0.28055555555555556,0.35294117647058826,1,Bahrain Grand Prix,FP2,02-03-2024
138,0 days 00:56:44.822000,0.28205128205128205,0.22535211267605632,0.9655887230514102,False,0.12917594654788417,0.18611111111111112,0.4705882352941177,1,Bahrain Grand Prix,FP2,02-03-2024
139,0 days 00:57:44.840000,0.2777777777777777,0.22535211267605632,0.9651741293532341,False,0.12917594654788417,0.2555555555555556,0.4117647058823529,1,Bahrain Grand Prix,FP2,02-03-2024
140,0 days 00:58:44.855000,0.28205128205128205,0.22535211267605632,0.9651741293532341,False,0.12917594654788417,0.2555555555555556,0.4117647058823529,1,Bahrain Grand Prix,FP2,02-03-2024
141,0 days 00:59:44.859000,0.28205128205128205,0.22535211267605632,0.9651741293532341,False,0.12694877505567925,0.30833333333333335,0.4558823529411765,1,Bahrain Grand Prix,FP2,02-03-2024
142,0 days 01:00:44.863000,0.28205128205128205,0.22535211267605632,0.9655887230514102,False,0.12694877505567925,0.18055555555555555,0.338235294117647,1,Bahrain Grand Prix,FP2,02-03-2024
143,0 days 01:01:44.878000,0.28205128205128205,0.23943661971830993,0.9655887230514102,False,0.12917594654788417,0.3055555555555556,0.23529411764705885,1,Bahrain Grand Prix,FP2,02-03-2024
