GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp,FreshTyre,RaceProgress,YellowLaps,SCLaps,VSCLaps,RedFlagLaps
Bahrain Grand Prix,PIA,2,HARD,22,18.26774193548388,24.43548387096774,1,0.2280701754385964,0,0,0,0
Bahrain Grand Prix,PIA,3,HARD,23,18.11346153846154,24.95192307692308,1,0.6140350877192983,1,0,0,0
Bahrain Grand Prix,RIC,1,SOFT,16,18.525925925925925,26.562962962962963,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,RIC,2,HARD,22,18.08125,23.66875,1,0.2456140350877192,0,0,0,0
Bahrain Grand Prix,RIC,3,SOFT,21,17.70263157894737,22.05526315789474,1,0.631578947368421,0,0,0,0
Bahrain Grand Prix,RUS,1,SOFT,14,18.64090909090909,26.713636363636365,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,RUS,2,HARD,20,18.444444444444443,25.2,1,0.2105263157894736,0,0,0,0
Bahrain Grand Prix,RUS,3,HARD,26,18.1725,24.6575,1,0.5614035087719298,1,0,0,0
Bahrain Grand Prix,SAI,1,SOFT,17,18.431818181818183,25.313636363636363,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,SAI,2,HARD,21,18.313333333333333,24.68,1,0.2631578947368421,0,0,0,0
Bahrain Grand Prix,SAI,3,HARD,22,18.05666666666667,23.37,1,0.631578947368421,0,0,0,0
Bahrain Grand Prix,SAR,1,SOFT,9,18.633333333333333,27.258333333333336,1,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,SAR,2,HARD,18,18.41935483870968,25.76774193548387,1,0.1929824561403508,1,0,0,0
Bahrain Grand Prix,SAR,3,HARD,12,18.0875,23.7,1,0.5087719298245614,0,0,0,0
Bahrain Grand Prix,SAR,4,SOFT,15,17.778947368421054,22.43684210526316,1,0.7192982456140351,0,0,0,0
Bahrain Grand Prix,STR,1,SOFT,9,18.548,26.368,1,0.0175438596491228,1,0,0,0
Bahrain Grand Prix,STR,2,HARD,18,18.228,24.168000000000003,1,0.175438596491228,1,0,0,0
Bahrain Grand Prix,STR,3,HARD,30,18.101785714285715,24.057142857142857,1,0.4912280701754385,1,0,0,0
Bahrain Grand Prix,TSU,1,SOFT,14,18.51212121212121,26.31515151515152,1,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,TSU,2,HARD,20,18.15666666666667,24.096666666666668,1,0.2631578947368421,0,0,0,0
Bahrain Grand Prix,TSU,3,HARD,22,18.12,24.348000000000003,1,0.6140350877192983,1,0,0,0
Bahrain Grand Prix,VER,1,SOFT,20,18.432142857142857,24.88214285714286,0,0.0175438596491228,3,0,0,0
Bahrain Grand Prix,VER,2,HARD,20,18.42903225806452,24.700000000000003,1,0.3157894736842105,0,0,0,0
Bahrain Grand Prix,VER,3,SOFT,20,17.888095238095236,23.257142857142856,1,0.6666666666666666,0,0,0,0
Bahrain Grand Prix,ZHO,1,SOFT,9,18.1125,23.6875,1,0.0175438596491228,1,0,0,0
Bahrain Grand Prix,ZHO,2,HARD,19,18.486206896551725,25.658620689655173,1,0.175438596491228,1,0,0,0
Bahrain Grand Prix,ZHO,3,HARD,28,17.928125,22.909375,1,0.5087719298245614,0,0,0,0
Belgian Grand Prix,ALB,1,MEDIUM,8,21.2125,42.5875,1,0.0227272727272727,2,0,0,0
Belgian Grand Prix,ALB,2,MEDIUM,15,21.7,43.086666666666666,1,0.2045454545454545,1,0,0,0
Belgian Grand Prix,ALB,3,HARD,21,21.68095238095238,43.15238095238095,1,0.5454545454545454,0,0,0,0
Belgian Grand Prix,ALO,1,MEDIUM,13,21.32307692307692,42.77692307692308,1,0.0227272727272727,5,0,0,1
Belgian Grand Prix,ALO,2,MEDIUM,31,21.72903225806452,43.12903225806452,1,0.3181818181818182,1,0,0,0
Belgian Grand Prix,BOT,1,MEDIUM,11,21.28181818181818,42.76363636363636,1,0.0227272727272727,1,0,0,0
Belgian Grand Prix,BOT,2,HARD,24,21.725,43.225,1,0.2727272727272727,4,0,0,1
Belgian Grand Prix,BOT,3,MEDIUM,9,21.711111111111112,42.81111111111111,1,0.8181818181818182,0,0,0,0
Belgian Grand Prix,GAS,1,MEDIUM,9,21.23333333333333,42.644444444444446,1,0.0227272727272727,3,0,0,0
Belgian Grand Prix,GAS,2,HARD,19,21.71578947368421,43.21578947368421,1,0.2272727272727272,1,0,0,0
Belgian Grand Prix,GAS,3,HARD,16,21.7,42.975,1,0.6590909090909091,0,0,0,0
Belgian Grand Prix,HAM,1,MEDIUM,11,21.27272727272728,42.77272727272727,1,0.0227272727272727,4,0,0,1
Belgian Grand Prix,HAM,2,HARD,15,21.72,43.14666666666667,1,0.2727272727272727,1,0,0,0
Belgian Grand Prix,HAM,3,HARD,18,21.711111111111112,43.07222222222222,1,0.6136363636363636,1,0,0,0
Belgian Grand Prix,HUL,1,MEDIUM,7,21.17142857142857,42.54285714285714,1,0.0227272727272727,4,0,0,1
Belgian Grand Prix,HUL,2,HARD,13,21.67692307692308,43.01538461538461,1,0.1818181818181818,1,0,0,0
Belgian Grand Prix,HUL,3,MEDIUM,24,21.695833333333336,43.20416666666667,1,0.4772727272727273,0,0,0,0
Belgian Grand Prix,LEC,1,MEDIUM,12,21.291666666666668,42.78333333333333,1,0.0227272727272727,4,0,0,1
Belgian Grand Prix,LEC,2,HARD,13,21.746153846153845,43.0923076923077,1,0.2954545454545454,1,0,0,0
Belgian Grand Prix,LEC,3,HARD,19,21.71578947368421,43.15263157894736,1,0.5909090909090909,0,0,0,0
Belgian Grand Prix,MAG,1,MEDIUM,17,21.429411764705883,42.83529411764706,1,0.0227272727272727,1,0,0,0
Belgian Grand Prix,MAG,2,HARD,27,21.71851851851852,43.15555555555556,1,0.4090909090909091,0,0,0,0
Belgian Grand Prix,NOR,1,MEDIUM,15,21.36,42.79333333333333,1,0.0227272727272727,3,0,0,0
Belgian Grand Prix,NOR,2,HARD,14,21.728571428571428,43.3,1,0.3636363636363636,0,0,0,0
Belgian Grand Prix,NOR,3,HARD,15,21.726666666666667,43.013333333333335,1,0.6818181818181818,0,0,0,0
Belgian Grand Prix,OCO,1,MEDIUM,12,21.3,42.775,1,0.0227272727272727,3,0,0,1
Belgian Grand Prix,OCO,2,HARD,18,21.716666666666665,43.3,1,0.2954545454545454,1,0,0,0
Belgian Grand Prix,OCO,3,HARD,14,21.728571428571428,42.892857142857146,1,0.7045454545454546,0,0,0,0
Belgian Grand Prix,PER,1,MEDIUM,11,21.27272727272728,42.77272727272727,1,0.0227272727272727,3,0,0,0
Belgian Grand Prix,PER,2,MEDIUM,10,21.73,42.91,1,0.2727272727272727,1,0,0,0
Belgian Grand Prix,PER,3,HARD,21,21.719047619047625,43.21428571428572,1,0.5,0,0,0,0
Belgian Grand Prix,PER,4,SOFT,2,21.45,42.7,1,0.9772727272727272,0,0,0,0
Belgian Grand Prix,PIA,1,MEDIUM,11,21.27272727272728,42.77272727272727,1,0.0227272727272727,2,0,0,0
Belgian Grand Prix,PIA,2,HARD,19,21.68421052631579,43.242105263157896,1,0.2727272727272727,1,0,0,0
Belgian Grand Prix,PIA,3,HARD,14,21.75714285714286,42.91428571428571,1,0.7045454545454546,0,0,0,0
Belgian Grand Prix,RIC,1,SOFT,8,21.2125,42.5875,1,0.0227272727272727,3,0,0,0
Belgian Grand Prix,RIC,2,MEDIUM,13,21.692307692307693,43.05384615384615,1,0.2045454545454545,1,0,0,0
Belgian Grand Prix,RIC,3,SOFT,23,21.691304347826087,43.17391304347826,1,0.5,0,0,0,0
Belgian Grand Prix,RUS,1,MEDIUM,10,21.24,42.72,1,0.0227272727272727,3,0,0,0
Belgian Grand Prix,RUS,2,HARD,34,21.71176470588236,43.11176470588235,1,0.25,2,0,0,0
Belgian Grand Prix,SAI,1,HARD,20,21.49,42.855,1,0.0227272727272727,2,0,0,0
Belgian Grand Prix,SAI,2,MEDIUM,8,21.675,43.45,1,0.4772727272727273,0,0,0,0
Belgian Grand Prix,SAI,3,HARD,16,21.6875,43.03125,1,0.6590909090909091,0,0,0,0
Belgian Grand Prix,SAR,1,MEDIUM,8,21.2125,42.5875,1,0.0227272727272727,1,0,0,0
Belgian Grand Prix,SAR,2,MEDIUM,16,21.70625,43.1375,1,0.2045454545454545,1,0,0,0
Belgian Grand Prix,SAR,3,HARD,20,21.7,43.19,1,0.5681818181818182,0,0,0,0
Belgian Grand Prix,STR,1,MEDIUM,12,21.3,42.75833333333333,1,0.0227272727272727,3,0,0,0
Belgian Grand Prix,STR,2,MEDIUM,32,21.721875,43.11875,1,0.2954545454545454,1,0,0,0
Belgian Grand Prix,TSU,1,MEDIUM,15,21.37333333333333,42.806666666666665,1,0.0227272727272727,4,0,0,1
Belgian Grand Prix,TSU,2,SOFT,29,21.731034482758623,43.13793103448276,1,0.3636363636363636,1,0,0,0
Belgian Grand Prix,VER,1,MEDIUM,10,21.24,42.72,1,0.0227272727272727,2,0,0,0
Belgian Grand Prix,VER,2,HARD,18,21.72222222222222,43.19444444444444,1,0.25,1,0,0,0
Belgian Grand Prix,VER,3,MEDIUM,16,21.7,43.05625,1,0.6590909090909091,0,0,0,0
Belgian Grand Prix,ZHO,1,HARD,5,21.1,42.525,1,0.0227272727272727,1,0,0,0
British Grand Prix,ALB,1,MEDIUM,27,16.11081081081081,25.043243243243243,1,0.0192307692307692,0,0,0,0
British Grand Prix,ALB,2,INTERMEDIATE,11,15.655,23.515,1,0.5384615384615384,2,0,0,2
British Grand Prix,ALB,3,MEDIUM,14,13.90857142857143,21.357142857142858,1,0.75,1,0,0,0
British Grand Prix,ALO,1,MEDIUM,27,15.9775,24.6725,1,0.0192307692307692,3,0,0,2
British Grand Prix,ALO,2,INTERMEDIATE,11,14.116666666666667,21.125,1,0.5384615384615384,2,0,0,1
British Grand Prix,ALO,3,MEDIUM,14,16.38611111111111,25.711111111111112,1,0.75,0,0,0,0
British Grand Prix,BOT,1,MEDIUM,26,16.105128205128207,24.905128205128204,1,0.0192307692307692,3,0,0,2
British Grand Prix,BOT,2,INTERMEDIATE,11,13.837037037037035,20.54074074074074,1,0.5192307692307693,2,0,0,1
British Grand Prix,BOT,3,SOFT,14,15.351724137931036,23.817241379310342,1,0.7307692307692307,0,0,0,0
British Grand Prix,HAM,1,MEDIUM,27,16.005405405405405,24.65135135135135,1,0.0192307692307692,3,0,0,2
British Grand Prix,HAM,2,INTERMEDIATE,11,13.61923076923077,20.01923076923077,1,0.5384615384615384,2,0,0,1
British Grand Prix,HAM,3,SOFT,15,14.796428571428573,22.99642857142857,0,0.75,0,0,0,0
British Grand Prix,HUL,1,MEDIUM,26,16.20810810810811,24.945945945945947,1,0.0192307692307692,2,0,0,1
British Grand Prix,HUL,2,INTERMEDIATE,13,15.32,23.3,1,0.5192307692307693,2,0,0,1
British Grand Prix,HUL,3,SOFT,16,15.131428571428572,23.52285714285714,0,0.7692307692307693,1,0,0,0
British Grand Prix,LEC,1,MEDIUM,19,16.306451612903224,25.41935483870968,1,0.0192307692307692,4,0,0,2
British Grand Prix,LEC,2,INTERMEDIATE,8,14.386363636363637,21.41818181818181,1,0.3846153846153846,3,0,0,1
British Grand Prix,LEC,3,INTERMEDIATE,10,15.741935483870968,23.85806451612904,1,0.5384615384615384,0,0,0,0
British Grand Prix,LEC,4,SOFT,14,14.72972972972973,23.083783783783783,1,0.7307692307692307,1,0,0,0
British Grand Prix,MAG,1,MEDIUM,27,16.18918918918919,25.03783783783784,1,0.0192307692307692,2,0,0,2
British Grand Prix,MAG,2,INTERMEDIATE,10,14.1,21.016666666666666,1,0.5384615384615384,1,0,0,0
British Grand Prix,MAG,3,SOFT,15,14.81,23.22,1,0.7307692307692307,0,0,0,0
British Grand Prix,NOR,1,MEDIUM,27,16.405263157894737,25.586842105263155,1,0.0192307692307692,2,0,0,2
British Grand Prix,NOR,2,INTERMEDIATE,12,14.976470588235294,22.576470588235296,1,0.5384615384615384,2,0,0,0
British Grand Prix,NOR,3,SOFT,15,15.915625,24.91875,0,0.7692307692307693,0,0,0,0
British Grand Prix,OCO,1,SOFT,19,16.15625,25.30625,1,0.0192307692307692,3,0,0,2
British Grand Prix,OCO,2,INTERMEDIATE,2,14.483333333333333,22.022222222222226,1,0.3846153846153846,2,0,0,1
British Grand Prix,OCO,3,MEDIUM,5,14.352,21.312,1,0.4230769230769231,0,0,0,0
British Grand Prix,OCO,4,INTERMEDIATE,12,14.746666666666666,22.046666666666667,1,0.5192307692307693,0,0,0,0
British Grand Prix,OCO,5,MEDIUM,12,16.01764705882353,25.65882352941176,1,0.75,1,0,0,0
British Grand Prix,PER,1,HARD,19,16.34,25.84,1,0.0192307692307692,1,0,0,1
British Grand Prix,PER,2,INTERMEDIATE,9,14.27142857142857,21.2,1,0.3846153846153846,2,0,0,1
British Grand Prix,PER,3,INTERMEDIATE,9,14.478571428571428,21.985714285714288,1,0.5576923076923077,0,0,0,0
British Grand Prix,PER,4,MEDIUM,10,15.864285714285714,25.642857142857142,1,0.7307692307692307,0,0,0,0
British Grand Prix,PER,5,SOFT,3,17.655555555555555,27.8,1,0.9230769230769232,0,0,0,0
British Grand Prix,PIA,1,MEDIUM,28,15.921052631578949,24.39210526315789,1,0.0192307692307692,4,0,0,3
British Grand Prix,PIA,2,INTERMEDIATE,10,14.171428571428573,21.025,1,0.5576923076923077,1,0,0,0
British Grand Prix,PIA,3,MEDIUM,14,14.604,22.888,1,0.75,0,0,0,0
British Grand Prix,RIC,1,MEDIUM,26,15.9875,24.6975,1,0.0192307692307692,5,0,0,2
British Grand Prix,RIC,2,INTERMEDIATE,11,14.093103448275862,20.79655172413793,1,0.5192307692307693,2,0,0,1
British Grand Prix,RIC,3,SOFT,14,15.2,23.929411764705883,1,0.7307692307692307,1,0,0,0
British Grand Prix,RUS,1,MEDIUM,27,16.011764705882353,24.84117647058824,1,0.0192307692307692,1,0,0,1
British Grand Prix,RUS,2,INTERMEDIATE,6,12.9875,18.7875,1,0.5384615384615384,3,0,0,1
British Grand Prix,SAI,1,MEDIUM,26,15.955555555555556,24.55,1,0.0192307692307692,4,0,0,2
British Grand Prix,SAI,2,INTERMEDIATE,13,14.215151515151517,21.1030303030303,1,0.5192307692307693,2,0,0,1
British Grand Prix,SAI,3,HARD,11,14.396153846153847,22.32307692307692,1,0.7692307692307693,0,0,0,0
British Grand Prix,SAI,4,SOFT,5,16.19375,25.85,0,0.9807692307692308,1,0,0,0
British Grand Prix,SAR,1,MEDIUM,27,15.91025641025641,24.746153846153845,1,0.0192307692307692,2,0,0,1
British Grand Prix,SAR,2,INTERMEDIATE,11,13.555172413793104,20.348275862068967,1,0.5384615384615384,2,0,0,1
British Grand Prix,SAR,3,SOFT,14,16.303571428571427,25.74285714285714,1,0.75,0,0,0,0
British Grand Prix,STR,1,MEDIUM,26,15.95142857142857,24.82,1,0.0192307692307692,1,0,0,1
British Grand Prix,STR,2,INTERMEDIATE,13,13.786666666666669,20.55666666666667,1,0.5192307692307693,2,0,0,1
British Grand Prix,STR,3,MEDIUM,13,15.284210526315787,23.69210526315789,1,0.7692307692307693,0,0,0,0
British Grand Prix,TSU,1,MEDIUM,27,15.973170731707317,24.651219512195123,1,0.0192307692307692,3,0,0,2
British Grand Prix,TSU,2,INTERMEDIATE,11,14.97222222222222,22.9,1,0.5384615384615384,2,0,0,1
British Grand Prix,TSU,3,SOFT,14,15.273333333333332,23.66333333333333,1,0.75,0,0,0,0
British Grand Prix,VER,1,MEDIUM,26,15.82857142857143,24.388571428571428,1,0.0192307692307692,5,0,0,2
British Grand Prix,VER,2,INTERMEDIATE,12,14.092307692307692,20.746153846153845,1,0.5192307692307693,1,0,0,0
British Grand Prix,VER,3,HARD,14,15.015384615384615,23.5,1,0.75,0,0,0,0
British Grand Prix,ZHO,1,SOFT,12,15.895454545454545,25.495454545454542,1,0.0192307692307692,4,0,0,2
British Grand Prix,ZHO,2,MEDIUM,7,14.676923076923078,21.90384615384616,1,0.25,1,0,0,1
British Grand Prix,ZHO,3,INTERMEDIATE,7,15.275,22.857142857142858,1,0.3846153846153846,1,0,0,0
British Grand Prix,ZHO,4,INTERMEDIATE,11,14.828571428571427,22.38571428571429,1,0.5192307692307693,0,0,0,0
British Grand Prix,ZHO,5,SOFT,14,15.164705882352942,24.01764705882353,0,0.7307692307692307,0,0,0,0
Canadian Grand Prix,ALB,1,INTERMEDIATE,25,18.22558139534884,26.09767441860465,1,0.0142857142857142,9,1,0,2
Canadian Grand Prix,ALB,2,INTERMEDIATE,19,18.6825,27.045,1,0.3714285714285714,5,4,0,0
Canadian Grand Prix,ALB,3,MEDIUM,8,19.53529411764705,30.18235294117647,1,0.6428571428571429,4,1,0,0
Canadian Grand Prix,ALO,1,INTERMEDIATE,25,17.7,25.516666666666666,1,0.0142857142857142,4,1,0,0
Canadian Grand Prix,ALO,2,INTERMEDIATE,19,18.43243243243243,24.9,1,0.3714285714285714,5,4,0,1
Canadian Grand Prix,ALO,3,HARD,26,19.130000000000003,28.39,1,0.6428571428571429,5,6,0,0
Canadian Grand Prix,BOT,1,INTERMEDIATE,42,17.78627450980392,24.99019607843137,1,0.0142857142857142,7,6,0,1
Canadian Grand Prix,BOT,2,MEDIUM,28,19.14468085106383,28.47872340425532,1,0.6142857142857143,7,6,0,1
Canadian Grand Prix,GAS,1,INTERMEDIATE,25,18.160975609756097,26.29268292682927,1,0.0142857142857142,9,1,0,1
Canadian Grand Prix,GAS,2,INTERMEDIATE,15,18.741935483870968,27.151612903225807,1,0.3714285714285714,3,4,0,0
Canadian Grand Prix,GAS,3,HARD,30,19.03207547169812,28.13962264150944,1,0.5857142857142857,9,6,0,0
Canadian Grand Prix,HAM,1,INTERMEDIATE,25,18.06052631578948,26.542105263157897,1,0.0142857142857142,6,1,0,2
Canadian Grand Prix,HAM,2,INTERMEDIATE,18,18.87209302325581,26.846511627906978,1,0.3714285714285714,5,4,0,0
Canadian Grand Prix,HAM,3,MEDIUM,11,19.523333333333333,30.076666666666664,1,0.6285714285714286,7,1,0,0
Canadian Grand Prix,HAM,4,HARD,16,19.583870967741937,30.003225806451614,1,0.7857142857142857,5,4,0,0
Canadian Grand Prix,HUL,1,WET,12,17.657894736842106,25.257894736842104,1,0.0142857142857142,5,0,0,1
Canadian Grand Prix,HUL,2,INTERMEDIATE,13,19.110344827586207,28.91379310344828,1,0.1857142857142857,2,2,0,1
Canadian Grand Prix,HUL,3,INTERMEDIATE,19,18.451282051282053,26.57692307692308,1,0.3714285714285714,7,4,0,0
Canadian Grand Prix,HUL,4,MEDIUM,26,19.376470588235293,29.46470588235294,1,0.6428571428571429,5,6,0,0
Canadian Grand Prix,LEC,1,INTERMEDIATE,25,18.15277777777778,26.74722222222222,1,0.0142857142857142,7,1,0,2
Canadian Grand Prix,LEC,2,INTERMEDIATE,3,19.452,28.324,1,0.3714285714285714,2,3,0,0
Canadian Grand Prix,LEC,3,HARD,3,19.230434782608697,28.782608695652176,1,0.4142857142857143,4,1,0,0
Canadian Grand Prix,LEC,4,INTERMEDIATE,9,18.4625,25.94375,1,0.4571428571428571,2,0,0,0
Canadian Grand Prix,MAG,1,WET,7,18.443478260869565,25.426086956521736,1,0.0142857142857142,6,0,0,1
Canadian Grand Prix,MAG,2,INTERMEDIATE,18,18.67586206896552,28.617241379310343,1,0.1142857142857142,4,1,0,1
Canadian Grand Prix,MAG,3,INTERMEDIATE,16,19.17142857142857,29.06571428571429,1,0.3714285714285714,4,4,0,0
Canadian Grand Prix,MAG,4,MEDIUM,13,19.55,30.45,1,0.6,5,2,0,0
Canadian Grand Prix,MAG,5,MEDIUM,16,18.75,27.0375,1,0.7857142857142857,1,4,0,0
Canadian Grand Prix,NOR,1,INTERMEDIATE,25,17.879411764705882,25.90882352941176,1,0.0142857142857142,6,2,0,1
Canadian Grand Prix,NOR,2,INTERMEDIATE,21,18.07407407407408,24.29259259259259,1,0.3857142857142857,3,3,0,0
Canadian Grand Prix,NOR,3,MEDIUM,23,18.79767441860465,27.011627906976745,1,0.6857142857142857,10,5,0,1
Canadian Grand Prix,OCO,1,INTERMEDIATE,44,17.762745098039215,24.87843137254902,1,0.0142857142857142,8,5,0,1
Canadian Grand Prix,OCO,2,MEDIUM,26,19.325,28.45576923076923,1,0.6428571428571429,5,6,0,0
Canadian Grand Prix,PER,1,INTERMEDIATE,25,18.15128205128205,26.889743589743592,1,0.0142857142857142,7,1,0,1
Canadian Grand Prix,PER,2,INTERMEDIATE,18,19.09230769230769,29.04102564102564,1,0.3714285714285714,5,4,0,0
Canadian Grand Prix,PER,3,MEDIUM,8,19.742857142857144,30.571428571428573,1,0.6285714285714286,4,0,0,0
Canadian Grand Prix,PIA,1,INTERMEDIATE,25,17.86470588235294,25.74705882352941,1,0.0142857142857142,8,1,0,1
Canadian Grand Prix,PIA,2,INTERMEDIATE,19,18.25357142857143,24.61785714285714,1,0.3714285714285714,4,4,0,0
Canadian Grand Prix,PIA,3,MEDIUM,26,18.809302325581395,26.97209302325581,1,0.6428571428571429,9,5,0,1
Canadian Grand Prix,RIC,1,INTERMEDIATE,26,18.0,26.18684210526316,1,0.0142857142857142,7,2,0,0
Canadian Grand Prix,RIC,2,INTERMEDIATE,17,18.36774193548387,25.316129032258065,1,0.3857142857142857,4,3,0,0
Canadian Grand Prix,RIC,3,MEDIUM,28,18.741463414634147,26.478048780487804,0,0.6285714285714286,7,6,0,1
Canadian Grand Prix,RUS,1,INTERMEDIATE,25,18.002857142857142,26.417142857142856,1,0.0142857142857142,7,1,0,2
Canadian Grand Prix,RUS,2,INTERMEDIATE,20,18.673529411764704,26.97058823529412,1,0.3714285714285714,4,4,0,0
Canadian Grand Prix,RUS,3,HARD,9,19.628125,29.796875,1,0.6571428571428571,5,1,0,0
Canadian Grand Prix,RUS,4,MEDIUM,16,19.67142857142857,30.42571428571429,1,0.7857142857142857,6,4,0,0
Canadian Grand Prix,SAI,1,INTERMEDIATE,25,18.15,26.76111111111111,1,0.0142857142857142,7,1,0,2
Canadian Grand Prix,SAI,2,INTERMEDIATE,18,18.797727272727272,26.63636363636364,1,0.3714285714285714,4,4,0,0
Canadian Grand Prix,SAI,3,MEDIUM,9,19.27777777777778,29.022222222222226,1,0.6285714285714286,8,1,0,0
Canadian Grand Prix,SAR,1,INTERMEDIATE,23,18.3,26.41860465116279,1,0.0142857142857142,9,1,0,2
Canadian Grand Prix,STR,1,INTERMEDIATE,25,17.799999999999997,25.88064516129032,1,0.0142857142857142,5,1,0,0
Canadian Grand Prix,STR,2,INTERMEDIATE,19,18.502702702702702,25.28918918918919,1,0.3714285714285714,5,4,0,0
Canadian Grand Prix,STR,3,HARD,27,18.77647058823529,26.70294117647059,0,0.6428571428571429,6,6,0,1
Canadian Grand Prix,TSU,1,INTERMEDIATE,44,17.810909090909092,24.925454545454546,1,0.0142857142857142,10,5,0,0
Canadian Grand Prix,TSU,2,MEDIUM,26,18.96923076923077,27.45384615384616,1,0.6428571428571429,7,6,0,1
Canadian Grand Prix,VER,1,INTERMEDIATE,25,18.022222222222226,26.475,1,0.0142857142857142,8,1,0,2
Canadian Grand Prix,VER,2,INTERMEDIATE,20,18.446666666666665,25.78333333333333,1,0.3714285714285714,3,4,0,0
Canadian Grand Prix,VER,3,MEDIUM,25,19.452272727272728,30.122727272727275,1,0.6571428571428571,8,5,0,0
Canadian Grand Prix,ZHO,1,INTERMEDIATE,24,17.930303030303033,26.48181818181818,1,0.0142857142857142,7,1,0,0
Canadian Grand Prix,ZHO,2,INTERMEDIATE,19,18.20689655172414,24.36206896551724,1,0.3571428571428571,5,5,0,1
Canadian Grand Prix,ZHO,3,MEDIUM,8,18.5375,25.51875,1,0.6428571428571429,4,1,0,0
Canadian Grand Prix,ZHO,4,MEDIUM,17,18.75294117647059,26.947058823529414,1,0.7571428571428571,1,5,0,0
Chinese Grand Prix,ALB,1,MEDIUM,9,19.825,32.458333333333336,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,ALB,2,MEDIUM,14,20.421739130434784,33.31304347826087,1,0.1785714285714285,2,1,3,0
Chinese Grand Prix,ALB,3,HARD,33,18.74,28.96333333333333,1,0.4464285714285714,2,8,0,0
Chinese Grand Prix,ALO,1,MEDIUM,11,20.06875,32.7375,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,ALO,2,HARD,12,20.357894736842105,33.27368421052632,1,0.2142857142857142,4,1,3,1
Chinese Grand Prix,ALO,3,SOFT,20,20.172727272727272,32.08181818181818,1,0.4464285714285714,1,8,0,0
Chinese Grand Prix,ALO,4,MEDIUM,13,18.726666666666667,28.3,1,0.7857142857142857,0,0,0,0
Chinese Grand Prix,BOT,1,MEDIUM,9,20.22142857142857,33.121428571428574,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,BOT,2,HARD,10,20.935,34.37,1,0.1785714285714285,2,0,0,0
Chinese Grand Prix,GAS,1,MEDIUM,11,20.0375,32.75,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,GAS,2,HARD,12,20.58095238095238,33.60952380952381,1,0.2142857142857142,2,1,3,0
Chinese Grand Prix,GAS,3,HARD,15,20.3,32.483333333333334,1,0.4464285714285714,2,8,0,0
Chinese Grand Prix,GAS,4,MEDIUM,18,18.473684210526315,28.18947368421053,1,0.6964285714285714,1,0,0,1
Chinese Grand Prix,HAM,1,SOFT,9,20.023076923076925,32.56153846153846,1,0.0178571428571428,0,0,0,0
Chinese Grand Prix,HAM,2,MEDIUM,12,19.22142857142857,30.7,1,0.1785714285714285,3,0,1,1
Chinese Grand Prix,HAM,3,HARD,35,18.33793103448276,28.26206896551724,1,0.4107142857142857,1,9,2,0
Chinese Grand Prix,HUL,1,MEDIUM,8,20.633333333333333,34.013333333333335,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,HUL,2,HARD,15,20.496,33.431999999999995,1,0.1607142857142857,2,1,3,0
Chinese Grand Prix,HUL,3,HARD,33,19.17878787878788,29.8969696969697,1,0.4464285714285714,2,8,0,0
Chinese Grand Prix,LEC,1,MEDIUM,21,19.48846153846154,31.392307692307693,1,0.0178571428571428,2,0,1,1
Chinese Grand Prix,LEC,2,HARD,35,19.268571428571427,30.182857142857145,1,0.4107142857142857,2,9,2,0
Chinese Grand Prix,MAG,1,HARD,17,19.695454545454545,32.10454545454545,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,MAG,2,HARD,8,21.105555555555554,34.57222222222222,1,0.3214285714285714,4,5,3,0
Chinese Grand Prix,MAG,3,MEDIUM,29,18.98125,29.590625,1,0.5,0,4,0,0
Chinese Grand Prix,NOR,1,MEDIUM,22,19.51481481481481,31.61851851851852,1,0.0178571428571428,1,0,2,1
Chinese Grand Prix,NOR,2,HARD,34,19.655555555555555,31.069444444444443,1,0.4821428571428571,1,9,1,0
Chinese Grand Prix,OCO,1,MEDIUM,9,19.984615384615385,32.69230769230769,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,OCO,2,HARD,14,20.43478260869565,33.452173913043474,1,0.1785714285714285,2,1,3,0
Chinese Grand Prix,OCO,3,HARD,33,19.17878787878788,29.906060606060606,1,0.4464285714285714,2,8,0,0
Chinese Grand Prix,PER,1,MEDIUM,13,19.80588235294117,32.3235294117647,1,0.0178571428571428,0,0,0,1
Chinese Grand Prix,PER,2,HARD,10,21.0,34.195454545454545,1,0.25,3,1,3,0
Chinese Grand Prix,PER,3,HARD,33,18.65,28.82857142857143,1,0.4821428571428571,2,8,0,1
Chinese Grand Prix,PIA,1,MEDIUM,16,19.07058823529412,30.84705882352941,1,0.0178571428571428,0,0,0,0
Chinese Grand Prix,PIA,2,MEDIUM,9,19.90833333333333,32.0,0,0.3035714285714285,2,2,3,1
Chinese Grand Prix,PIA,3,HARD,32,19.789189189189187,31.486486486486488,1,0.4821428571428571,3,7,0,1
