GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp,FreshTyre,RaceProgress,YellowLaps,SCLaps,VSCLaps,RedFlagLaps
Abu Dhabi Grand Prix,LAW,4,HARD,32,26.107692307692307,29.950000000000003,0,0.5172413793103449,2,0,0,0
Abu Dhabi Grand Prix,LEC,1,MEDIUM,20,26.82,31.565,1,0.0172413793103448,4,0,2,0
Abu Dhabi Grand Prix,LEC,2,HARD,38,26.19736842105263,30.176315789473687,1,0.3620689655172414,4,0,0,0
Abu Dhabi Grand Prix,MAG,1,MEDIUM,12,26.88333333333333,31.758333333333336,1,0.0172413793103448,4,0,2,0
Abu Dhabi Grand Prix,MAG,2,HARD,17,26.58823529411765,31.105882352941173,1,0.2241379310344827,1,0,0,0
Abu Dhabi Grand Prix,MAG,3,HARD,1,26.4,30.6,1,0.5172413793103449,2,0,0,0
Abu Dhabi Grand Prix,MAG,4,SOFT,25,26.096,29.916,1,0.5344827586206896,0,0,0,0
Abu Dhabi Grand Prix,MAG,5,SOFT,5,25.9,29.3,0,0.9655172413793104,1,0,0,0
Abu Dhabi Grand Prix,NOR,1,MEDIUM,26,26.76153846153846,31.434615384615384,1,0.0172413793103448,4,0,2,0
Abu Dhabi Grand Prix,NOR,2,HARD,32,26.14375,30.021875,1,0.4655172413793103,2,0,0,0
Abu Dhabi Grand Prix,PIA,1,MEDIUM,4,26.925,31.925,1,0.0172413793103448,3,0,2,0
Abu Dhabi Grand Prix,PIA,2,HARD,28,26.642857142857142,31.217857142857145,1,0.0862068965517241,1,0,0,0
Abu Dhabi Grand Prix,PIA,3,HARD,26,26.069230769230767,29.82692307692308,1,0.5689655172413793,2,0,0,0
Abu Dhabi Grand Prix,RUS,1,MEDIUM,27,26.76153846153846,31.434615384615384,0,0.0172413793103448,4,0,2,0
Abu Dhabi Grand Prix,RUS,2,HARD,32,26.13125,30.0125,1,0.4655172413793103,4,0,0,0
Abu Dhabi Grand Prix,SAI,1,MEDIUM,25,26.772,31.456,1,0.0172413793103448,3,0,2,0
Abu Dhabi Grand Prix,SAI,2,HARD,33,26.151515151515152,30.04848484848485,1,0.4482758620689655,2,0,0,0
Abu Dhabi Grand Prix,STR,1,MEDIUM,12,26.88181818181818,31.781818181818185,0,0.0172413793103448,3,0,2,0
Abu Dhabi Grand Prix,STR,2,HARD,22,26.571428571428573,31.05714285714286,0,0.2068965517241379,1,0,0,0
Abu Dhabi Grand Prix,STR,3,HARD,25,26.076,29.848000000000003,0,0.5689655172413793,1,0,0,0
Abu Dhabi Grand Prix,TSU,1,MEDIUM,22,26.79090909090909,31.55,1,0.0172413793103448,3,0,2,0
Abu Dhabi Grand Prix,TSU,2,HARD,35,26.18,30.111428571428576,1,0.396551724137931,2,0,0,0
Abu Dhabi Grand Prix,VER,1,MEDIUM,29,26.71379310344828,31.393103448275863,1,0.0172413793103448,3,0,2,0
Abu Dhabi Grand Prix,VER,2,HARD,29,26.106896551724137,29.93103448275862,1,0.5172413793103449,2,0,0,0
Abu Dhabi Grand Prix,ZHO,1,MEDIUM,12,26.875,31.766666666666666,1,0.0172413793103448,3,0,2,0
Abu Dhabi Grand Prix,ZHO,2,HARD,27,26.48148148148148,30.83703703703704,1,0.2241379310344827,2,0,0,0
Abu Dhabi Grand Prix,ZHO,3,HARD,18,25.994444444444444,29.65555555555555,1,0.6896551724137931,3,0,0,0
Australian Grand Prix,ALB,1,MEDIUM,6,18.822222222222223,32.629629629629626,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,ALB,2,HARD,21,20.256666666666668,36.65,1,0.1206896551724138,2,0,1,1
Australian Grand Prix,ALB,3,HARD,30,21.12857142857143,37.21428571428572,1,0.4827586206896552,2,0,1,0
Australian Grand Prix,ALO,1,HARD,18,20.11785714285714,37.375,0,0.0172413793103448,2,0,1,0
Australian Grand Prix,ALO,2,MEDIUM,25,20.619444444444444,37.36111111111112,0,0.3103448275862069,0,0,1,0
Australian Grand Prix,ALO,3,HARD,18,20.478048780487807,35.900000000000006,0,0.7241379310344828,3,0,2,1
Australian Grand Prix,BOT,1,MEDIUM,9,19.904761904761905,36.81904761904762,0,0.0172413793103448,1,0,0,0
Australian Grand Prix,BOT,2,HARD,29,20.85151515151515,38.32727272727273,0,0.1551724137931034,2,0,2,0
Australian Grand Prix,BOT,3,HARD,21,20.28648648648649,35.19189189189189,1,0.6379310344827587,1,0,2,0
Australian Grand Prix,GAS,1,MEDIUM,17,19.69767441860465,35.051162790697674,1,0.0172413793103448,2,0,1,0
Australian Grand Prix,GAS,2,HARD,24,19.96981132075472,36.0,1,0.3103448275862069,1,0,0,1
Australian Grand Prix,GAS,3,HARD,16,20.71818181818182,36.624242424242425,1,0.7241379310344828,1,0,2,0
Australian Grand Prix,HAM,1,SOFT,7,19.446666666666665,35.39666666666667,1,0.0172413793103448,2,0,0,0
Australian Grand Prix,HAM,2,HARD,8,19.67619047619048,35.7,1,0.1379310344827586,1,0,1,0
Australian Grand Prix,HUL,1,HARD,17,19.61714285714286,35.005714285714284,1,0.0172413793103448,1,0,1,0
Australian Grand Prix,HUL,2,MEDIUM,18,20.568,37.776,1,0.3103448275862069,1,0,0,0
Australian Grand Prix,HUL,3,HARD,23,20.797222222222224,36.33888888888889,1,0.6206896551724138,2,0,2,1
Australian Grand Prix,LEC,1,MEDIUM,9,19.467741935483872,34.55806451612903,1,0.0172413793103448,2,0,0,0
Australian Grand Prix,LEC,2,HARD,25,20.397222222222226,37.03055555555555,1,0.1724137931034483,1,0,2,0
Australian Grand Prix,LEC,3,HARD,24,20.77428571428572,36.67714285714286,1,0.603448275862069,4,0,1,1
Australian Grand Prix,MAG,1,MEDIUM,7,19.344827586206897,34.248275862068965,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,MAG,2,HARD,26,20.5,37.81578947368421,1,0.1379310344827586,2,0,1,1
Australian Grand Prix,MAG,3,HARD,24,20.466037735849056,35.89622641509434,1,0.5862068965517241,1,0,1,0
Australian Grand Prix,NOR,1,MEDIUM,14,19.78,36.35,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,NOR,2,HARD,27,20.771875,37.95,0,0.2586206896551724,1,0,2,0
Australian Grand Prix,NOR,3,HARD,19,20.315625,34.484375,0,0.7068965517241379,3,0,1,0
Australian Grand Prix,OCO,1,MEDIUM,9,19.66923076923077,34.792307692307695,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,OCO,2,HARD,7,19.270731707317072,34.20487804878049,1,0.1724137931034483,1,0,1,0
Australian Grand Prix,OCO,3,HARD,26,20.68809523809524,37.13333333333333,1,0.293103448275862,0,0,1,0
Australian Grand Prix,OCO,4,HARD,22,20.8,36.768181818181816,0,0.7413793103448276,2,0,2,1
Australian Grand Prix,PER,1,MEDIUM,14,19.53030303030303,35.14848484848485,1,0.0172413793103448,0,0,0,0
Australian Grand Prix,PER,2,HARD,21,20.436666666666667,37.07,1,0.2586206896551724,3,0,2,0
Australian Grand Prix,PER,3,HARD,23,20.197916666666668,34.81875,1,0.6206896551724138,2,0,2,1
Australian Grand Prix,PIA,1,MEDIUM,9,19.554166666666667,36.07083333333333,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,PIA,2,HARD,31,20.79189189189189,38.06216216216216,0,0.1724137931034483,2,0,2,0
Australian Grand Prix,PIA,3,HARD,20,20.30217391304348,35.30217391304348,0,0.6896551724137931,3,0,2,1
Australian Grand Prix,RIC,1,SOFT,5,19.28518518518519,34.681481481481484,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,RIC,2,HARD,24,20.2,36.38461538461539,1,0.1034482758620689,1,0,1,0
Australian Grand Prix,RIC,3,HARD,28,21.06923076923077,37.212820512820514,1,0.5172413793103449,3,0,1,1
Australian Grand Prix,RUS,1,MEDIUM,8,19.23030303030303,33.61212121212122,1,0.0172413793103448,2,0,0,0
Australian Grand Prix,RUS,2,HARD,37,20.4,36.58965517241379,1,0.1551724137931034,1,0,2,0
Australian Grand Prix,RUS,3,HARD,11,20.46153846153846,35.669230769230765,1,0.7931034482758621,2,0,1,1
Australian Grand Prix,SAI,1,MEDIUM,16,19.73529411764705,35.5264705882353,1,0.0172413793103448,2,0,0,0
Australian Grand Prix,SAI,2,HARD,25,20.444444444444443,36.54444444444445,1,0.293103448275862,1,0,2,0
Australian Grand Prix,SAI,3,HARD,17,20.979166666666668,36.454166666666666,1,0.7241379310344828,2,0,1,1
Australian Grand Prix,STR,1,MEDIUM,9,19.51739130434783,35.81739130434782,0,0.0172413793103448,1,0,0,0
Australian Grand Prix,STR,2,HARD,30,20.50952380952381,37.43809523809525,0,0.1551724137931034,1,0,2,0
Australian Grand Prix,STR,3,HARD,22,20.607142857142858,36.36190476190476,0,0.6551724137931034,3,0,2,1
Australian Grand Prix,TSU,1,MEDIUM,9,19.246153846153845,33.86666666666667,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,TSU,2,HARD,27,20.521052631578947,37.57368421052632,1,0.1724137931034483,2,0,2,1
Australian Grand Prix,TSU,3,HARD,22,20.700000000000003,36.678048780487806,1,0.6379310344827587,1,0,2,0
Australian Grand Prix,VER,1,MEDIUM,3,19.145454545454545,32.7,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,ZHO,1,SOFT,6,19.36896551724138,35.248275862068965,1,0.0172413793103448,1,0,0,0
Australian Grand Prix,ZHO,2,HARD,30,20.81764705882353,38.38823529411765,0,0.1206896551724138,3,0,1,0
Australian Grand Prix,ZHO,3,HARD,22,20.71875,35.784375,1,0.6206896551724138,1,0,2,0
Austrian Grand Prix,ALB,1,MEDIUM,12,27.122727272727275,43.16363636363637,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,ALB,2,HARD,27,29.25625,45.971875,1,0.1830985915492957,0,0,0,1
Austrian Grand Prix,ALB,3,HARD,31,29.57428571428571,45.17428571428571,1,0.5633802816901409,1,0,1,0
Austrian Grand Prix,ALO,1,MEDIUM,14,29.66923076923077,48.14615384615384,0,0.0140845070422535,0,0,0,0
Austrian Grand Prix,ALO,2,MEDIUM,25,29.55925925925926,46.17407407407408,0,0.1690140845070422,0,0,0,0
Austrian Grand Prix,ALO,3,HARD,34,28.27777777777778,42.946666666666665,0,0.5070422535211268,2,0,2,0
Austrian Grand Prix,ALO,4,SOFT,2,28.1,42.96666666666667,1,0.971830985915493,0,0,0,1
Austrian Grand Prix,BOT,1,MEDIUM,19,27.61379310344828,43.87241379310345,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,BOT,2,HARD,23,29.06206896551724,45.44482758620689,1,0.2816901408450704,0,0,0,1
Austrian Grand Prix,BOT,3,HARD,28,29.318181818181817,44.7,1,0.6056338028169014,1,0,1,0
Austrian Grand Prix,GAS,1,MEDIUM,20,27.23939393939394,43.14242424242424,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,GAS,2,HARD,22,28.3875,44.790625,1,0.2957746478873239,0,0,0,0
Austrian Grand Prix,GAS,3,MEDIUM,29,29.551515151515154,44.97575757575758,1,0.6056338028169014,1,0,2,0
Austrian Grand Prix,HAM,1,MEDIUM,21,28.307142857142857,45.18928571428571,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,HAM,2,HARD,32,29.18421052631579,44.7578947368421,1,0.3098591549295774,0,0,0,0
Austrian Grand Prix,HAM,3,MEDIUM,18,28.7875,43.78333333333333,1,0.7605633802816901,1,0,2,0
Austrian Grand Prix,HUL,1,MEDIUM,11,28.65333333333333,45.98,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,HUL,2,HARD,28,29.142424242424244,45.4030303030303,1,0.1690140845070422,0,0,0,0
Austrian Grand Prix,HUL,3,HARD,32,29.18421052631579,44.30789473684211,1,0.5633802816901409,1,0,2,0
Austrian Grand Prix,LEC,1,MEDIUM,1,24.9,37.31111111111111,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,LEC,2,HARD,15,27.921739130434784,44.65652173913043,1,0.028169014084507,0,0,0,0
Austrian Grand Prix,LEC,3,MEDIUM,17,29.855555555555554,46.7,1,0.2394366197183098,0,0,0,1
Austrian Grand Prix,LEC,4,MEDIUM,19,28.41111111111111,44.47777777777778,0,0.4788732394366197,0,0,0,0
Austrian Grand Prix,LEC,5,MEDIUM,26,29.39583333333333,44.84583333333333,0,0.7323943661971831,1,0,1,0
Austrian Grand Prix,MAG,1,MEDIUM,10,27.7625,44.0625,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,MAG,2,HARD,28,28.63888888888889,44.64722222222222,1,0.1549295774647887,0,0,0,0
Austrian Grand Prix,MAG,3,HARD,33,29.59189189189189,45.16486486486486,1,0.5492957746478874,1,0,2,1
Austrian Grand Prix,NOR,1,MEDIUM,23,28.19032258064516,45.04516129032258,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,NOR,2,HARD,28,28.965714285714284,44.362857142857145,0,0.3380281690140845,0,0,0,0
Austrian Grand Prix,NOR,3,MEDIUM,13,29.6,44.73529411764706,1,0.7323943661971831,1,0,0,0
Austrian Grand Prix,OCO,1,MEDIUM,19,27.44,43.53666666666667,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,OCO,2,HARD,24,29.282758620689656,45.42068965517242,1,0.2816901408450704,0,0,0,0
Austrian Grand Prix,OCO,3,MEDIUM,28,29.459375,44.6875,1,0.6197183098591549,1,0,1,0
Austrian Grand Prix,PER,1,MEDIUM,21,28.52962962962963,45.7,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,PER,2,HARD,30,28.991891891891893,44.43783783783784,1,0.3098591549295774,0,0,0,0
Austrian Grand Prix,PER,3,MEDIUM,25,28.36896551724138,43.86551724137931,0,0.7323943661971831,1,0,2,0
Austrian Grand Prix,PIA,1,MEDIUM,25,28.478125,45.571875,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,PIA,2,HARD,26,28.9,44.10909090909091,0,0.3661971830985915,0,0,0,0
Austrian Grand Prix,PIA,3,MEDIUM,20,29.1,44.392,1,0.7323943661971831,1,0,1,1
Austrian Grand Prix,RIC,1,MEDIUM,10,26.23478260869565,41.243478260869566,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,RIC,2,HARD,27,29.05454545454545,45.74848484848485,0,0.1549295774647887,0,0,0,1
Austrian Grand Prix,RIC,3,HARD,34,29.45384615384616,45.14615384615384,1,0.5352112676056338,1,0,2,0
Austrian Grand Prix,RUS,1,MEDIUM,22,27.9741935483871,44.53225806451613,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,RUS,2,MEDIUM,24,29.306896551724137,45.05172413793103,1,0.323943661971831,0,0,0,0
Austrian Grand Prix,RUS,3,HARD,25,28.85,44.1125,1,0.6619718309859155,1,0,1,1
Austrian Grand Prix,SAI,1,MEDIUM,22,28.571428571428573,45.82857142857143,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,SAI,2,HARD,25,28.50294117647059,43.60294117647059,1,0.323943661971831,0,0,0,0
Austrian Grand Prix,SAI,3,MEDIUM,24,29.37857142857143,44.61071428571428,1,0.676056338028169,1,0,1,1
Austrian Grand Prix,SAR,1,MEDIUM,1,24.98,37.98,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,SAR,2,MEDIUM,25,28.322222222222223,45.94444444444444,0,0.028169014084507,0,0,0,1
Austrian Grand Prix,SAR,3,HARD,29,29.79375,46.003125,1,0.2957746478873239,0,0,0,0
Austrian Grand Prix,SAR,4,MEDIUM,21,29.44761904761905,44.81904761904762,0,0.704225352112676,1,0,1,0
Austrian Grand Prix,STR,1,MEDIUM,21,29.66818181818182,48.1,0,0.0140845070422535,0,0,0,0
Austrian Grand Prix,STR,2,MEDIUM,23,29.707692307692305,45.91538461538461,0,0.2957746478873239,0,0,0,0
Austrian Grand Prix,STR,3,HARD,28,28.1,42.392105263157895,0,0.6197183098591549,1,0,1,0
Austrian Grand Prix,TSU,1,MEDIUM,21,27.10277777777777,43.03888888888889,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,TSU,2,HARD,23,29.548148148148147,45.81851851851852,0,0.3098591549295774,0,0,0,1
Austrian Grand Prix,TSU,3,HARD,26,29.065625,44.48125,1,0.6338028169014085,1,0,1,0
Austrian Grand Prix,VER,1,MEDIUM,23,28.009375,44.65625,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,VER,2,HARD,28,29.575,45.415625,1,0.3380281690140845,0,0,0,0
Austrian Grand Prix,VER,3,MEDIUM,16,28.81111111111112,44.02222222222222,0,0.7323943661971831,1,0,0,1
Austrian Grand Prix,VER,4,SOFT,10,28.107692307692307,43.64615384615384,0,0.9154929577464788,0,0,2,0
Austrian Grand Prix,ZHO,1,HARD,28,27.987179487179485,44.40512820512821,1,0.0140845070422535,0,0,0,0
Austrian Grand Prix,ZHO,2,MEDIUM,23,28.916666666666668,44.583333333333336,1,0.4084507042253521,0,0,0,1
Austrian Grand Prix,ZHO,3,HARD,19,29.89523809523809,45.13333333333333,1,0.7323943661971831,1,0,2,0
Azerbaijan Grand Prix,ALB,1,HARD,31,26.65806451612903,44.15806451612904,1,0.02,6,0,0,1
Azerbaijan Grand Prix,ALB,2,MEDIUM,18,26.23333333333333,41.97777777777778,1,0.64,9,0,2,1
Azerbaijan Grand Prix,ALO,1,MEDIUM,12,26.60909090909091,44.94545454545455,0,0.02,6,0,0,1
Azerbaijan Grand Prix,ALO,2,HARD,39,26.468421052631577,42.9,0,0.24,8,0,2,1
Azerbaijan Grand Prix,BEA,1,MEDIUM,14,26.685714285714287,44.864285714285714,1,0.02,8,0,0,1
Azerbaijan Grand Prix,BEA,2,HARD,35,26.43428571428572,42.8,1,0.3,9,0,2,1
Azerbaijan Grand Prix,BOT,1,MEDIUM,12,26.61818181818182,44.94545454545455,0,0.02,5,0,0,1
Azerbaijan Grand Prix,BOT,2,HARD,39,26.478947368421053,42.89736842105263,0,0.24,6,0,2,0
Azerbaijan Grand Prix,COL,1,MEDIUM,10,26.59,44.97,1,0.02,8,0,0,2
Azerbaijan Grand Prix,COL,2,HARD,39,26.47948717948718,42.95128205128205,1,0.22,12,0,2,1
Azerbaijan Grand Prix,GAS,1,HARD,49,26.5,43.38367346938776,1,0.02,7,0,1,2
Azerbaijan Grand Prix,HAM,1,MEDIUM,12,26.65,44.925,1,0.02,5,0,0,2
Azerbaijan Grand Prix,HAM,2,HARD,37,26.45945945945946,42.88648648648648,0,0.26,13,0,2,1
Azerbaijan Grand Prix,HUL,1,MEDIUM,15,26.673333333333336,44.81333333333334,1,0.02,5,0,0,2
Azerbaijan Grand Prix,HUL,2,HARD,34,26.420588235294115,42.73529411764706,1,0.32,11,0,2,0
Azerbaijan Grand Prix,LEC,1,MEDIUM,16,26.66875,44.78125,1,0.02,7,0,0,2
Azerbaijan Grand Prix,LEC,2,HARD,34,26.41764705882353,42.65588235294118,1,0.34,8,0,2,2
Azerbaijan Grand Prix,NOR,1,HARD,37,26.64864864864865,43.92432432432432,1,0.02,6,0,0,1
Azerbaijan Grand Prix,NOR,2,MEDIUM,13,26.09230769230769,41.56153846153846,1,0.76,6,0,2,1
Azerbaijan Grand Prix,OCO,1,HARD,52,26.49795918367348,43.32857142857143,0,0.02,6,0,1,1
Azerbaijan Grand Prix,PER,1,MEDIUM,13,26.65384615384616,44.88461538461539,1,0.02,7,0,0,1
Azerbaijan Grand Prix,PER,2,HARD,36,26.433333333333334,42.833333333333336,1,0.28,6,0,1,2
Azerbaijan Grand Prix,PIA,1,MEDIUM,15,26.66,44.82666666666667,1,0.02,7,0,0,2
Azerbaijan Grand Prix,PIA,2,HARD,35,26.417142857142856,42.682857142857145,1,0.32,9,0,1,2
Azerbaijan Grand Prix,RIC,1,HARD,50,26.502040816326527,43.36938775510204,0,0.02,7,0,0,1
Azerbaijan Grand Prix,RUS,1,MEDIUM,12,26.625,44.93333333333334,1,0.02,6,0,0,2
Azerbaijan Grand Prix,RUS,2,HARD,38,26.46578947368421,42.81578947368421,1,0.26,10,0,2,1
Azerbaijan Grand Prix,SAI,1,MEDIUM,17,26.63529411764706,44.72941176470588,1,0.02,11,0,0,2
Azerbaijan Grand Prix,SAI,2,HARD,32,26.409375,42.671875,1,0.36,6,0,1,2
Azerbaijan Grand Prix,STR,1,MEDIUM,2,26.8,45.6,0,0.02,7,0,0,1
Azerbaijan Grand Prix,STR,2,HARD,22,26.652380952380955,44.44285714285714,0,0.04,6,0,0,1
Azerbaijan Grand Prix,STR,3,HARD,24,26.36086956521739,42.547826086956526,0,0.46,10,0,0,0
Azerbaijan Grand Prix,TSU,1,MEDIUM,13,26.641666666666666,44.93333333333334,0,0.02,5,0,0,1
Azerbaijan Grand Prix,TSU,2,HARD,3,26.9,44.400000000000006,0,0.26,7,0,0,1
Azerbaijan Grand Prix,VER,1,MEDIUM,12,26.625,44.93333333333334,1,0.02,2,0,0,0
Azerbaijan Grand Prix,VER,2,HARD,37,26.46216216216216,42.85945945945946,1,0.26,8,0,0,2
Azerbaijan Grand Prix,ZHO,1,HARD,35,26.65882352941176,44.05294117647059,0,0.02,7,0,0,1
Azerbaijan Grand Prix,ZHO,2,MEDIUM,16,26.15333333333333,41.78666666666666,0,0.7,11,0,2,1
Bahrain Grand Prix,ALB,1,SOFT,15,18.121052631578948,23.26315789473684,1,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,ALB,2,HARD,21,18.28235294117647,25.1,1,0.2807017543859649,0,0,0,0
Bahrain Grand Prix,ALB,3,HARD,20,18.178125,24.7375,1,0.6491228070175439,1,0,0,0
Bahrain Grand Prix,ALO,1,SOFT,18,18.656,25.352,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,ALO,2,HARD,26,18.238235294117647,24.426470588235293,1,0.2807017543859649,0,0,0,0
Bahrain Grand Prix,ALO,3,HARD,16,18.292857142857144,24.61785714285714,1,0.7368421052631579,0,0,0,0
Bahrain Grand Prix,BOT,1,SOFT,12,18.245,24.1,1,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,BOT,2,HARD,18,18.47666666666667,25.866666666666667,1,0.2280701754385964,0,0,0,0
Bahrain Grand Prix,BOT,3,HARD,26,17.755555555555556,22.18888888888889,1,0.5614035087719298,0,0,0,0
Bahrain Grand Prix,GAS,1,SOFT,12,18.4375,26.0625,1,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,GAS,2,HARD,19,18.2,23.85,1,0.2280701754385964,0,0,0,0
Bahrain Grand Prix,GAS,3,HARD,12,18.64583333333333,26.23333333333333,1,0.5614035087719298,0,0,0,0
Bahrain Grand Prix,GAS,4,SOFT,13,17.883870967741935,24.151612903225804,1,0.7719298245614035,1,0,0,0
Bahrain Grand Prix,HAM,1,SOFT,15,18.485,25.46,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,HAM,2,HARD,21,18.58529411764706,25.49117647058824,1,0.2280701754385964,0,0,0,0
Bahrain Grand Prix,HAM,3,HARD,24,17.938709677419357,23.096774193548388,1,0.5964912280701754,0,0,0,0
Bahrain Grand Prix,HUL,1,SOFT,1,18.91875,28.74375,1,0.0175438596491228,1,0,0,0
Bahrain Grand Prix,HUL,2,HARD,19,18.6,25.64375,1,0.0350877192982456,2,0,0,0
Bahrain Grand Prix,HUL,3,HARD,21,18.19148936170213,25.295744680851065,1,0.3684210526315789,1,0,0,0
Bahrain Grand Prix,HUL,4,SOFT,16,17.894736842105264,23.0,0,0.7368421052631579,0,0,0,0
Bahrain Grand Prix,LEC,1,SOFT,14,18.515,26.085,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,LEC,2,HARD,23,18.26774193548388,24.270967741935483,1,0.2105263157894736,0,0,0,0
Bahrain Grand Prix,LEC,3,HARD,23,18.108823529411765,24.24117647058824,1,0.6140350877192983,0,0,0,0
Bahrain Grand Prix,MAG,1,SOFT,11,18.475,26.541666666666668,1,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,MAG,2,HARD,21,18.127586206896552,23.44482758620689,1,0.2105263157894736,0,0,0,0
Bahrain Grand Prix,MAG,3,HARD,24,18.337704918032784,25.74590163934426,1,0.5789473684210527,1,0,0,0
Bahrain Grand Prix,NOR,1,SOFT,16,18.46,25.848000000000003,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,NOR,2,HARD,20,18.224,24.068,1,0.2456140350877192,0,0,0,0
Bahrain Grand Prix,NOR,3,HARD,24,17.902272727272727,23.352272727272727,1,0.5964912280701754,0,0,0,0
Bahrain Grand Prix,OCO,1,SOFT,10,18.4,25.83809523809524,1,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,OCO,2,HARD,20,18.17407407407408,23.48888888888889,1,0.1929824561403508,0,0,0,0
Bahrain Grand Prix,OCO,3,HARD,26,17.88888888888889,23.03777777777778,1,0.543859649122807,0,0,0,0
Bahrain Grand Prix,PER,1,SOFT,15,18.316666666666663,24.461111111111112,0,0.0175438596491228,2,0,0,0
Bahrain Grand Prix,PER,2,HARD,24,18.23125,24.2625,1,0.2280701754385964,0,0,0,0
Bahrain Grand Prix,PER,3,SOFT,21,17.815384615384616,22.48846153846154,1,0.6491228070175439,0,0,0,0
Bahrain Grand Prix,PIA,1,SOFT,15,18.436,25.676,0,0.0175438596491228,2,0,0,0
