Time,Driver,DriverNumber,LapTime,LapNumber,Stint,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,FreshTyre,Team,Position,RoundNumber,GP,Session,Date
0 days 01:56:52.487000,PER,11,0.4319684892679876,35,2.0,0.21271326362135384,0.38844800656327405,0.10483467442017719,HARD,0.2948717948717949,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:58:31.852000,PER,11,0.4664200455095877,36,2.0,0.21381397908640615,0.3864127605193822,0.14056393265264727,HARD,0.3076923076923077,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:00:27.660000,PER,11,0.6852253523000973,37,3.0,0.5046635576282479,0.37746714418692706,0.09901954155115289,SOFT,0.01282051282051282,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:02:02.464000,PER,11,0.4057272884536056,38,3.0,0.207542797555253,0.3730022245712573,0.09623368719994596,SOFT,0.02564102564102564,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:03:37.071000,PER,11,0.4031058297515604,39,3.0,0.2072821017872143,0.37240269472887055,0.09432686456149841,SOFT,0.038461538461538464,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:05:11.435000,PER,11,0.39987225378913904,40,3.0,0.20492135677664164,0.37049366549390217,0.09488133071877747,SOFT,0.05128205128205128,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:06:45.835000,PER,11,0.40035130207986813,41,3.0,0.2042116849636474,0.37226070081883156,0.094516194468862,SOFT,0.0641025641025641,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:08:20.360000,PER,11,0.4020146642004554,42,3.0,0.20345856385598005,0.37385418803149106,0.09554398539455,SOFT,0.07692307692307693,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:09:55.157000,PER,11,0.40563414017485266,43,3.0,0.20496480607131473,0.3764258555133081,0.0956116032186084,SOFT,0.08974358974358974,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:11:29.956000,PER,11,0.4056607539687822,44,3.0,0.20476204269617354,0.37453260337945504,0.09745080803299755,SOFT,0.10256410256410256,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:13:04.548000,PER,11,0.40290622629708994,45,3.0,0.20402340468673058,0.3738699651326065,0.09590912164446552,SOFT,0.11538461538461538,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:14:39.392000,PER,11,0.40625956433219335,46,3.0,0.2050661877588854,0.3758105485698059,0.09667996483873148,SOFT,0.1282051282051282,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:16:14.122000,PER,11,0.4047425780782181,47,3.0,0.20319786808794138,0.37525835003076535,0.09735614307931573,SOFT,0.14102564102564102,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:17:49.007000,PER,11,0.40680514710774607,48,3.0,0.204313066651218,0.37641007841219254,0.09742376090337412,SOFT,0.15384615384615385,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:19:23.973000,PER,11,0.4078830057618865,49,3.0,0.20492135677664164,0.37618919899657643,0.0981405098383934,SOFT,0.16666666666666666,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:20:59.055000,PER,11,0.4094266058097913,50,3.0,0.20442893143701302,0.37940772762412645,0.09741023733856247,SOFT,0.1794871794871795,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:22:33.995000,PER,11,0.4075370264408045,51,3.0,0.20434203284766678,0.3763627471088462,0.09818108053282848,SOFT,0.1923076923076923,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:24:09.178000,PER,11,0.4107706024032258,52,3.0,0.20748486516235554,0.37612609059211455,0.09873554669010753,SOFT,0.20512820512820512,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:25:45.020000,PER,11,0.4195398475029608,53,3.0,0.20836833415404227,0.3823264913304829,0.1015078774765028,SOFT,0.21794871794871795,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:27:20.479000,PER,11,0.4144433059654822,54,3.0,0.20749934826057992,0.3801176971743212,0.09903306511596455,SOFT,0.23076923076923075,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:28:56.090000,PER,11,0.41646595430411604,55,3.0,0.209020073574139,0.38071722701670796,0.09915477719926974,SOFT,0.24358974358974358,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:30:31.658000,PER,11,0.415893757734634,56,3.0,0.20693450742982944,0.38049634760109174,0.10070998715261348,SOFT,0.2564102564102564,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:32:07.404000,PER,11,0.4182623853943499,57,3.0,0.20667381166179072,0.3835571052174874,0.10073703428223679,SOFT,0.2692307692307692,1,Red Bull Racing,2.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:01:42.728000,PIA,81,0.5084432261241001,1,1.0,,0.41468532571825256,0.10770167016025428,SOFT,0.05128205128205128,0,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:03:21.110000,PIA,81,0.4533393657932909,2,1.0,0.21982446484952062,0.40231607844374684,0.10802623571573472,SOFT,0.0641025641025641,0,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:04:59.368000,PIA,81,0.45168931056966843,3,1.0,0.21574023115024765,0.40553460707129674,0.10740415173439716,SOFT,0.07692307692307693,0,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:06:37.265000,PIA,81,0.446885520765413,4,1.0,0.21524780581061903,0.39889244750169617,0.10867536682669554,SOFT,0.08974358974358974,0,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:08:15.124000,PIA,81,0.44637985868075436,5,1.0,0.2120760072994815,0.40217408453370784,0.10831023057678002,SOFT,0.10256410256410256,0,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:09:53.079000,PIA,81,0.44765732078936527,6,1.0,0.21957825217970628,0.39538993105406817,0.10841841909527355,SOFT,0.11538461538461538,0,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:11:31.063000,PIA,81,0.4480432208013414,7,1.0,0.215986443820062,0.39903444141173505,0.109040503076611,SOFT,0.1282051282051282,0,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:13:09.019000,PIA,81,0.44767062768633004,8,1.0,0.21620369029342756,0.39827714055819385,0.1091081209006694,SOFT,0.14102564102564102,0,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:14:47.115000,PIA,81,0.44953359326138753,9,1.0,0.21666714943660748,0.3982929176593093,0.11055514233551966,SOFT,0.15384615384615385,0,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:16:25.188000,PIA,81,0.44922753463119935,10,1.0,0.2178692465892304,0.39715696637899756,0.11009534113192238,SOFT,0.16666666666666666,0,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:18:03.585000,PIA,81,0.4535389692477614,11,1.0,0.21760855082119168,0.4013378981745894,0.11113665562242209,SOFT,0.1794871794871795,0,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:19:44.324000,PIA,81,0.4847037219390813,12,1.0,0.2188830634649364,0.40058059732104834,0.14226790181891952,SOFT,0.1923076923076923,0,McLaren,5.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:21:43.013000,PIA,81,0.7235625224553888,13,2.0,0.5284013556179938,0.3936702270324851,0.10192710798566507,HARD,0.01282051282051282,1,McLaren,11.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:23:19.809000,PIA,81,0.4322346272072817,14,2.0,0.21245256785331523,0.390767240427244,0.10336060585570356,HARD,0.02564102564102564,1,McLaren,10.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:24:56.632000,PIA,81,0.4325939134253285,15,2.0,0.2137270804970599,0.38873199438335204,0.10428020826289813,HARD,0.038461538461538464,1,McLaren,9.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:26:33.059000,PIA,81,0.42732438222730873,16,2.0,0.2093531848332995,0.3874856033952322,0.10407735479072283,HARD,0.05128205128205128,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:28:09.931000,PIA,81,0.4332459513765987,17,2.0,0.21162703125452598,0.39191896880867116,0.10417201974440465,HARD,0.0641025641025641,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:29:47.026000,PIA,81,0.436213389399726,18,2.0,0.21300292558584133,0.39223451083097993,0.10563256474406651,HARD,0.07692307692307693,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:31:23.603000,PIA,81,0.42932041677201305,19,2.0,0.2112939199953654,0.3877064828108484,0.1041044019203462,HARD,0.08974358974358974,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:33:00.247000,PIA,81,0.4302119788686478,20,2.0,0.21335051994322624,0.3866178628338829,0.10402326053147609,HARD,0.10256410256410256,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:34:36.980000,PIA,81,0.43139629269850577,21,2.0,0.21222083828172522,0.3889686509000836,0.10426668469808642,HARD,0.11538461538461538,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:36:13.535000,PIA,81,0.42902766503878986,22,2.0,0.2117284129420966,0.3869018506539609,0.10409087835553454,HARD,0.1282051282051282,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:37:50.215000,PIA,81,0.4306910271593769,23,2.0,0.21293051009471947,0.3880220248331572,0.10369869497599571,HARD,0.14102564102564102,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:39:27.099000,PIA,81,0.4334056341401751,24,2.0,0.21511745792659964,0.3869176277550763,0.10536209344783287,HARD,0.15384615384615385,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:41:04.107000,PIA,81,0.43505568936379735,25,2.0,0.2138574283810793,0.3903097044948961,0.10530799918858613,HARD,0.16666666666666666,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:42:40.989000,PIA,81,0.43337902034624576,26,2.0,0.21274222981780266,0.38993105406812556,0.10496991006829398,HARD,0.1794871794871795,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:44:17.894000,PIA,81,0.4336850789764337,27,2.0,0.21410364105089358,0.38816401874319617,0.10552437622557309,HARD,0.1923076923076923,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:45:54.799000,PIA,81,0.4336850789764337,28,2.0,0.21401674246154734,0.3881009103387344,0.10565961187368994,HARD,0.20512820512820512,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:47:31.978000,PIA,81,0.4373311687447605,29,2.0,0.21462503258697102,0.39094078853951375,0.1063628372438975,HARD,0.21794871794871795,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:49:09.155000,PIA,81,0.4373045549508312,30,2.0,0.2139008776757524,0.3909250114383983,0.10702549191967003,HARD,0.23076923076923075,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:50:46.725000,PIA,81,0.4425341654579569,31,2.0,0.21330707064855314,0.3980089298392313,0.10682263844749479,HARD,0.24358974358974358,1,McLaren,7.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:52:23.888000,PIA,81,0.4371182583933253,32,2.0,0.21297395938939256,0.393023365886752,0.10590303604030027,HARD,0.2564102564102564,1,McLaren,6.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:54:00.976000,PIA,81,0.43612024112097303,33,2.0,0.21394432697042554,0.390483252607166,0.10615998377172225,HARD,0.2692307692307692,1,McLaren,6.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:55:40.187000,PIA,81,0.46437078337702453,34,2.0,0.21264084813023204,0.38776959121531007,0.13841368584758945,HARD,0.28205128205128205,1,McLaren,5.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:57:39.890000,PIA,81,0.7370557159775915,35,3.0,0.5379167511514065,0.3982140321537322,0.10286023395767124,HARD,0.01282051282051282,1,McLaren,9.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:59:15.043000,PIA,81,0.4103713954942849,36,3.0,0.20748486516235554,0.3760629821876529,0.09838393400500373,HARD,0.02564102564102564,1,McLaren,9.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:00:49.817000,PIA,81,0.4053280815446647,37,3.0,0.20592069055412338,0.37049366549390217,0.09949286631956189,HARD,0.038461538461538464,1,McLaren,9.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:02:25.115000,PIA,81,0.4123008955541658,38,3.0,0.20800625669843292,0.37495858510957203,0.10080465210629524,HARD,0.05128205128205128,1,McLaren,9.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:04:00.098000,PIA,81,0.4081092230102865,39,3.0,0.20196680473886974,0.3755265607497279,0.1016972073838664,HARD,0.0641025641025641,1,McLaren,9.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:05:35.103000,PIA,81,0.4084019747435097,40,3.0,0.20389305680271125,0.3751952416263036,0.1004800865508148,HARD,0.07692307692307693,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:07:10.212000,PIA,81,0.4097858920278381,41,3.0,0.20642759899197638,0.37495858510957203,0.0997227669213605,HARD,0.08974358974358974,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:08:45.553000,PIA,81,0.41287309212364764,42,3.0,0.20789039191263797,0.3774040357824654,0.09939820136588007,HARD,0.10256410256410256,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:10:20.811000,PIA,81,0.4117686196755779,43,3.0,0.20665932856356634,0.37705693955792574,0.0997227669213605,HARD,0.11538461538461538,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:11:56.049000,PIA,81,0.411502481736284,44,3.0,0.2062103525186108,0.37663095782780875,0.10023666238420448,HARD,0.1282051282051282,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:13:31.355000,PIA,81,0.4124073507298833,45,3.0,0.20765866234104796,0.37629963870438454,0.10008790317127597,HARD,0.14102564102564102,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:15:06.651000,PIA,81,0.4122742817602365,46,3.0,0.20773107783216987,0.3768991685467712,0.0993711542362567,HARD,0.15384615384615385,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:16:42.027000,PIA,81,0.4133388335174122,47,3.0,0.20642759899197638,0.3771516021646183,0.10145378321725612,HARD,0.16666666666666666,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:18:17.729000,PIA,81,0.4176768819279033,48,3.0,0.20855661443095908,0.37984948645535876,0.10156197173574955,HARD,0.1794871794871795,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:19:53.382000,PIA,81,0.4170248439766333,49,3.0,0.20809315528777916,0.3790290771973558,0.10203529650415849,HARD,0.1923076923076923,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:21:29.366000,PIA,81,0.42142942687194784,50,3.0,0.21056976508414676,0.3804805704999764,0.10295489891135307,HARD,0.20512820512820512,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:23:05.166000,PIA,81,0.41898095783044353,51,3.0,0.2098456101729282,0.37901330009624035,0.10240043275407401,HARD,0.21794871794871795,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:24:41.190000,PIA,81,0.4219617027505358,52,3.0,0.21020768762853753,0.3823895997349448,0.10219757928189871,HARD,0.23076923076923075,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:26:16.929000,PIA,81,0.41816923711559717,53,3.0,0.21028010311965933,0.3788081977817396,0.10134559469876264,HARD,0.24358974358974358,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:27:53.036000,PIA,81,0.42306617519860557,54,3.0,0.21326362135388,0.38089077512897784,0.10175130164311313,HARD,0.2564102564102564,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:29:29.009000,PIA,81,0.42128305100533625,55,3.0,0.21185876082611593,0.3799757032642822,0.10203529650415849,HARD,0.2692307692307692,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:31:05.109000,PIA,81,0.4229730269198526,56,3.0,0.21100425803087797,0.3822160516226749,0.10263033335587263,HARD,0.28205128205128205,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:32:41.029000,PIA,81,0.4205777854662074,57,3.0,0.20981664397647942,0.38041746209551464,0.10284671039285953,HARD,0.2948717948717949,1,McLaren,8.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:01:45.873000,RIC,3,0.5502934170780718,1,1.0,,0.40815360585646,0.1119074988166881,SOFT,0.05128205128205128,0,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:03:25.382000,RIC,3,0.46833623867250407,2,1.0,0.22319902673579933,0.41121436347285556,0.11248901210359052,SOFT,0.0641025641025641,0,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:05:04.142000,RIC,3,0.45836937284594614,3,1.0,0.21310430727341195,0.410693719136046,0.11223206437216854,SOFT,0.07692307692307693,0,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:06:42.752000,RIC,3,0.4563733383012416,4,1.0,0.21248153404976394,0.4089109067100012,0.11231320576103865,SOFT,0.08974358974358974,0,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:08:21.456000,RIC,3,0.4576241866159232,5,1.0,0.21332155374677753,0.4088004670021931,0.11289471904794107,SOFT,0.10256410256410256,0,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:10:00.145000,RIC,3,0.4574245831614525,6,1.0,0.21427743822958606,0.40720697978953346,0.11316519034417477,SOFT,0.11538461538461538,0,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:11:39.338000,RIC,3,0.46413125923165977,7,1.0,0.21899892825073142,0.41020462900146737,0.11300290756643455,SOFT,0.1282051282051282,0,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:13:18.867000,RIC,3,0.46860237661179793,8,1.0,0.21728992266025549,0.4147642112238298,0.11523429576036243,SOFT,0.14102564102564102,0,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:14:58.205000,RIC,3,0.4660607592915409,9,1.0,0.21611679170408132,0.4138333622580187,0.11454459395496658,SOFT,0.15384615384615385,0,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:16:36.987000,RIC,3,0.45866212457916955,10,1.0,0.21666714943660748,0.4072858652951107,0.112123875853675,SOFT,0.16666666666666666,0,RB,13.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:18:16.020000,RIC,3,0.4620021557173084,11,1.0,0.22044723807316863,0.40690721486834014,0.11231320576103865,SOFT,0.1794871794871795,0,RB,13.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:19:54.913000,RIC,3,0.4601391901422509,12,1.0,0.22014309301045681,0.4048404146222173,0.11247548853877881,SOFT,0.1923076923076923,0,RB,10.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:21:37.086000,RIC,3,0.5037858121864565,13,1.0,0.22027344089447615,0.4051244024422953,0.15646764487118803,SOFT,0.20512820512820512,0,RB,10.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:23:36.494000,RIC,3,0.7331301813730058,14,2.0,0.5321235118616574,0.39755139390688365,0.10484819798498884,HARD,0.01282051282051282,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:25:13.564000,RIC,3,0.4358807169756085,15,2.0,0.21481331286388783,0.3907041320227821,0.1049158158090473,HARD,0.02564102564102564,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:26:50.740000,RIC,3,0.43729124805386643,16,2.0,0.21311879037163634,0.39360711862802333,0.10544323483670298,HARD,0.038461538461538464,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:28:28.030000,RIC,3,0.4388082343078419,17,2.0,0.21055528198592244,0.396494328132149,0.1069037798363649,HARD,0.05128205128205128,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:30:05.730000,RIC,3,0.44426406206336755,18,2.0,0.212872577701822,0.39802470694034686,0.10897288525255261,HARD,0.0641025641025641,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:31:44.080000,RIC,3,0.4529135450904205,19,2.0,0.21434985372070792,0.4053768360601423,0.11008181756711072,HARD,0.07692307692307693,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:33:21.945000,RIC,3,0.44645970006254254,20,2.0,0.2141326072473424,0.3983560260637711,0.10974372844681862,HARD,0.08974358974358974,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:34:59.337000,RIC,3,0.44016553779824097,21,2.0,0.212756712916027,0.39488506381837396,0.10760700520657246,HARD,0.10256410256410256,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:36:37.087000,RIC,3,0.4449294069116023,22,2.0,0.21508849173015093,0.3971411892778821,0.10833727770640345,HARD,0.11538461538461538,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:38:14.859000,RIC,3,0.4452221586448257,23,2.0,0.213886394577528,0.39889244750169617,0.10825613631753334,HARD,0.1282051282051282,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:39:52.625000,RIC,3,0.44514231726303755,24,2.0,0.21336500304145062,0.3986873451871953,0.10883764960443576,HARD,0.14102564102564102,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:41:30.598000,RIC,3,0.4478968449347298,25,2.0,0.2138574283810793,0.4003281637032011,0.10977077557644194,HARD,0.15384615384615385,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:43:08.627000,RIC,3,0.44864203116475276,26,2.0,0.21335051994322624,0.40062792862439467,0.1107444722428832,HARD,0.16666666666666666,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:44:46.779000,RIC,3,0.4502787794914105,27,2.0,0.21749268603539673,0.39895555590615783,0.10997362904861724,HARD,0.1794871794871795,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:46:24.824000,RIC,3,0.448854941516188,28,2.0,0.21471193117631726,0.4002808323998548,0.10998715261342895,HARD,0.1923076923076923,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:48:02.784000,RIC,3,0.4477238552741887,29,2.0,0.2145671001940735,0.3999179590741998,0.10928392724322133,HARD,0.20512820512820512,1,RB,13.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:49:40.762000,RIC,3,0.4479633794195532,30,2.0,0.21469744807809288,0.39895555590615783,0.11023057678003928,HARD,0.21794871794871795,1,RB,13.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:51:18.916000,RIC,3,0.4503053932853398,31,2.0,0.21602989311473514,0.4007225912310872,0.10985191696531205,HARD,0.23076923076923075,1,RB,13.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:52:56.941000,RIC,3,0.4485888035768941,32,2.0,0.21469744807809288,0.4003123866020858,0.10970315775238354,HARD,0.24358974358974358,1,RB,12.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:54:35.091000,RIC,3,0.45025216569748117,33,2.0,0.21524780581061903,0.4007541454333181,0.11050104807627292,HARD,0.2564102564102564,1,RB,12.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:56:13.337000,RIC,3,0.45152962780609207,34,2.0,0.21717405787446048,0.4019532051180916,0.10897288525255261,HARD,0.2692307692307692,1,RB,12.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:57:53.932000,RIC,3,0.4827875287761647,35,2.0,0.2148712452567853,0.4016534401968983,0.14314693353167895,HARD,0.28205128205128205,1,RB,11.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 01:59:50.927000,RIC,3,0.7010206389971925,36,3.0,0.5163659009935406,0.3830837921840241,0.09933058354182167,SOFT,0.01282051282051282,1,RB,16.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:01:26.090000,RIC,3,0.41050446446393174,37,3.0,0.20523998493757784,0.3776564694003124,0.09924944215295156,SOFT,0.02564102564102564,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:03:01.550000,RIC,3,0.4144566128624467,38,3.0,0.20631173420618137,0.3805594560055535,0.09977686118060719,SOFT,0.038461538461538464,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:04:37.025000,RIC,3,0.4146562163169172,39,3.0,0.20722416939431687,0.38027546818547564,0.0993711542362567,SOFT,0.05128205128205128,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:06:12.603000,RIC,3,0.41602682670428104,40,3.0,0.20622483561683513,0.382184497420444,0.1000608560416526,SOFT,0.0641025641025641,1,RB,15.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:07:48.247000,RIC,3,0.41690508190395104,41,3.0,0.20729658488543867,0.3816322988814036,0.10042599229156807,SOFT,0.07692307692307693,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:09:23.585000,RIC,3,0.41283317143275355,42,3.0,0.20613793702748895,0.3778457946136977,0.10061532219893166,SOFT,0.08974358974358974,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:10:59.145000,RIC,3,0.4157873025589165,43,3.0,0.20690554123338062,0.3802281368821293,0.10085874636554198,SOFT,0.10256410256410256,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:12:34.635000,RIC,3,0.41485581977138763,44,3.0,0.20696347362627815,0.3786662038717006,0.10119683548583408,SOFT,0.11538461538461538,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:14:10.205000,RIC,3,0.4159203715285633,45,3.0,0.20632621730440576,0.3804332391966301,0.1013591182635743,SOFT,0.1282051282051282,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:15:45.712000,RIC,3,0.41508203701978763,46,3.0,0.2055441300002897,0.3800545887698594,0.10156197173574955,SOFT,0.14102564102564102,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:17:21.543000,RIC,3,0.4193934716363492,47,3.0,0.20732555108188744,0.38251581654386824,0.1021705321522754,SOFT,0.15384615384615385,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
0 days 02:18:57.779000,RIC,3,0.42478276490705147,48,3.0,0.20836833415404227,0.3858290077781109,0.1038339306241125,SOFT,0.16666666666666666,1,RB,14.0,1,Bahrain Grand Prix,R,02-03-2024
