Time,Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,Team,Position,GP
0 days 01:03:46.121000,VER,1,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:37.167000,,0 days 00:00:38.051000,0 days 00:00:26.073000,Red Bull Racing,2.0,Pre-Season Testing
0 days 01:05:19.554000,VER,1,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:33.433000,0 days 00:00:29.616000,0 days 00:00:38,0 days 00:00:25.817000,Red Bull Racing,2.0,Pre-Season Testing
0 days 01:06:52.284000,VER,1,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:32.730000,0 days 00:00:29.380000,0 days 00:00:37.690000,0 days 00:00:25.660000,Red Bull Racing,2.0,Pre-Season Testing
0 days 01:08:25.064000,VER,1,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:32.780000,0 days 00:00:29.407000,0 days 00:00:37.650000,0 days 00:00:25.723000,Red Bull Racing,2.0,Pre-Season Testing
0 days 01:09:57.646000,VER,1,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:32.582000,0 days 00:00:29.338000,0 days 00:00:37.403000,0 days 00:00:25.841000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:11:30.673000,VER,1,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:33.027000,0 days 00:00:29.667000,0 days 00:00:37.543000,0 days 00:00:25.817000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:13:03.773000,VER,1,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:33.100000,0 days 00:00:29.726000,0 days 00:00:37.612000,0 days 00:00:25.762000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:14:36.657000,VER,1,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:32.884000,0 days 00:00:29.625000,0 days 00:00:37.578000,0 days 00:00:25.681000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:16:09.479000,VER,1,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:32.822000,0 days 00:00:29.780000,0 days 00:00:37.489000,0 days 00:00:25.553000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:17:42.073000,VER,1,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:32.594000,0 days 00:00:29.660000,0 days 00:00:37.373000,0 days 00:00:25.561000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:19:14.670000,VER,1,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:32.597000,0 days 00:00:29.586000,0 days 00:00:37.463000,0 days 00:00:25.548000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:20:47.357000,VER,1,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:32.687000,0 days 00:00:29.742000,0 days 00:00:37.389000,0 days 00:00:25.556000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:22:20.035000,VER,1,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:32.678000,0 days 00:00:29.703000,0 days 00:00:37.319000,0 days 00:00:25.656000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:23:53.081000,VER,1,14.0,1.0,MEDIUM,14.0,True,0 days 00:01:33.046000,0 days 00:00:30.031000,0 days 00:00:37.422000,0 days 00:00:25.593000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:25:26.071000,VER,1,15.0,1.0,MEDIUM,15.0,True,0 days 00:01:32.990000,0 days 00:00:29.960000,0 days 00:00:37.469000,0 days 00:00:25.561000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:26:58.879000,VER,1,16.0,1.0,MEDIUM,16.0,True,0 days 00:01:32.808000,0 days 00:00:29.914000,0 days 00:00:37.373000,0 days 00:00:25.521000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:28:31.482000,VER,1,17.0,1.0,MEDIUM,17.0,True,0 days 00:01:32.603000,0 days 00:00:29.803000,0 days 00:00:37.276000,0 days 00:00:25.524000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:30:03.989000,VER,1,18.0,1.0,MEDIUM,18.0,True,0 days 00:01:32.507000,0 days 00:00:29.877000,0 days 00:00:37.283000,0 days 00:00:25.347000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:31:36.327000,VER,1,19.0,1.0,MEDIUM,19.0,True,0 days 00:01:32.338000,0 days 00:00:29.799000,0 days 00:00:37.240000,0 days 00:00:25.299000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:33:08.622000,VER,1,20.0,1.0,MEDIUM,20.0,True,0 days 00:01:32.295000,0 days 00:00:29.772000,0 days 00:00:37.273000,0 days 00:00:25.250000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:34:41.116000,VER,1,21.0,1.0,MEDIUM,21.0,True,0 days 00:01:32.494000,0 days 00:00:29.903000,0 days 00:00:37.239000,0 days 00:00:25.352000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:36:13.300000,VER,1,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:32.184000,0 days 00:00:29.664000,0 days 00:00:37.134000,0 days 00:00:25.386000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:37:45.572000,VER,1,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:32.272000,0 days 00:00:29.759000,0 days 00:00:37.172000,0 days 00:00:25.341000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:39:17.922000,VER,1,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:32.350000,0 days 00:00:29.872000,0 days 00:00:37.108000,0 days 00:00:25.370000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:40:50.217000,VER,1,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:32.295000,0 days 00:00:29.912000,0 days 00:00:37.183000,0 days 00:00:25.200000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:42:22.493000,VER,1,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:32.276000,0 days 00:00:29.752000,0 days 00:00:37.242000,0 days 00:00:25.282000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:43:54.631000,VER,1,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:32.138000,0 days 00:00:29.668000,0 days 00:00:37.223000,0 days 00:00:25.247000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:45:26.846000,VER,1,28.0,1.0,MEDIUM,28.0,True,0 days 00:01:32.215000,0 days 00:00:29.826000,0 days 00:00:37.244000,0 days 00:00:25.145000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:46:59.097000,VER,1,29.0,1.0,MEDIUM,29.0,True,0 days 00:01:32.251000,0 days 00:00:29.871000,0 days 00:00:37.266000,0 days 00:00:25.114000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:48:31.460000,VER,1,30.0,1.0,MEDIUM,30.0,True,0 days 00:01:32.363000,0 days 00:00:29.844000,0 days 00:00:37.229000,0 days 00:00:25.290000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:50:03.848000,VER,1,31.0,1.0,MEDIUM,31.0,True,0 days 00:01:32.388000,0 days 00:00:29.905000,0 days 00:00:37.230000,0 days 00:00:25.253000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:51:36.058000,VER,1,32.0,1.0,MEDIUM,32.0,True,0 days 00:01:32.210000,0 days 00:00:29.879000,0 days 00:00:37.136000,0 days 00:00:25.195000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:53:34.669000,VER,1,33.0,1.0,MEDIUM,33.0,True,0 days 00:01:58.611000,0 days 00:00:38.163000,0 days 00:00:50.088000,0 days 00:00:30.360000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:56:33.154000,VER,1,34.0,2.0,SOFT,4.0,False,,0 days 00:01:11.057000,0 days 00:01:05.568000,0 days 00:00:41.846000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:59:00.925000,VER,1,35.0,2.0,SOFT,5.0,False,0 days 00:02:27.771000,0 days 00:00:48.617000,0 days 00:00:59.552000,0 days 00:00:39.602000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:01:27.470000,VER,1,36.0,2.0,SOFT,6.0,False,0 days 00:02:26.545000,0 days 00:00:52.402000,0 days 00:00:57.524000,0 days 00:00:36.619000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:03:51.305000,VER,1,37.0,2.0,SOFT,7.0,False,0 days 00:02:23.835000,0 days 00:00:49.228000,0 days 00:00:57.444000,0 days 00:00:37.163000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:06:12.979000,VER,1,38.0,2.0,SOFT,8.0,False,0 days 00:02:21.674000,0 days 00:00:41.251000,0 days 00:00:57.488000,0 days 00:00:42.935000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:07:43.327000,VER,1,39.0,2.0,SOFT,9.0,False,0 days 00:01:30.348000,0 days 00:00:28.668000,0 days 00:00:36.724000,0 days 00:00:24.956000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:09:13.874000,VER,1,40.0,2.0,SOFT,10.0,False,0 days 00:01:30.547000,0 days 00:00:29.056000,0 days 00:00:36.602000,0 days 00:00:24.889000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:10:44.562000,VER,1,41.0,2.0,SOFT,11.0,False,0 days 00:01:30.688000,0 days 00:00:29.118000,0 days 00:00:36.630000,0 days 00:00:24.940000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:12:14.837000,VER,1,42.0,2.0,SOFT,12.0,False,0 days 00:01:30.275000,0 days 00:00:29.078000,0 days 00:00:36.353000,0 days 00:00:24.844000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:13:45.372000,VER,1,43.0,2.0,SOFT,13.0,False,0 days 00:01:30.535000,0 days 00:00:29.205000,0 days 00:00:36.344000,0 days 00:00:24.986000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:15:16.020000,VER,1,44.0,2.0,SOFT,14.0,False,0 days 00:01:30.648000,0 days 00:00:29.135000,0 days 00:00:36.586000,0 days 00:00:24.927000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:16:47.362000,VER,1,45.0,2.0,SOFT,15.0,False,0 days 00:01:31.342000,0 days 00:00:29.245000,0 days 00:00:36.759000,0 days 00:00:25.338000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:18:18.476000,VER,1,46.0,2.0,SOFT,16.0,False,0 days 00:01:31.114000,0 days 00:00:29.413000,0 days 00:00:36.576000,0 days 00:00:25.125000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:19:49.624000,VER,1,47.0,2.0,SOFT,17.0,False,0 days 00:01:31.148000,0 days 00:00:29.339000,0 days 00:00:36.621000,0 days 00:00:25.188000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:21:21.024000,VER,1,48.0,2.0,SOFT,18.0,False,0 days 00:01:31.400000,0 days 00:00:29.405000,0 days 00:00:36.769000,0 days 00:00:25.226000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:22:52.242000,VER,1,49.0,2.0,SOFT,19.0,False,0 days 00:01:31.218000,0 days 00:00:29.336000,0 days 00:00:36.686000,0 days 00:00:25.196000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:24:23.534000,VER,1,50.0,2.0,SOFT,20.0,False,0 days 00:01:31.292000,0 days 00:00:29.424000,0 days 00:00:36.739000,0 days 00:00:25.129000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:25:54.931000,VER,1,51.0,2.0,SOFT,21.0,False,0 days 00:01:31.397000,0 days 00:00:29.400000,0 days 00:00:36.701000,0 days 00:00:25.296000,Red Bull Racing,1.0,Pre-Season Testing
0 days 02:27:25.906000,VER,1,52.0,2.0,SOFT,22.0,False,0 days 00:01:30.975000,0 days 00:00:29.220000,0 days 00:00:36.604000,0 days 00:00:25.151000,Red Bull Racing,1.0,Pre-Season Testing
0 days 01:03:49.968000,GAS,10,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:41.014000,,0 days 00:00:39.270000,0 days 00:00:26.911000,Alpine,9.0,Pre-Season Testing
0 days 01:05:24.674000,GAS,10,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:34.706000,0 days 00:00:29.954000,0 days 00:00:38.367000,0 days 00:00:26.385000,Alpine,9.0,Pre-Season Testing
0 days 01:06:58.279000,GAS,10,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:33.605000,0 days 00:00:29.596000,0 days 00:00:38.168000,0 days 00:00:25.841000,Alpine,9.0,Pre-Season Testing
0 days 01:08:31.628000,GAS,10,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:33.349000,0 days 00:00:29.492000,0 days 00:00:38.086000,0 days 00:00:25.771000,Alpine,9.0,Pre-Season Testing
0 days 01:10:05.491000,GAS,10,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:33.863000,0 days 00:00:29.566000,0 days 00:00:38.120000,0 days 00:00:26.177000,Alpine,9.0,Pre-Season Testing
0 days 01:11:39.634000,GAS,10,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:34.143000,0 days 00:00:29.697000,0 days 00:00:38.381000,0 days 00:00:26.065000,Alpine,9.0,Pre-Season Testing
0 days 01:13:14.033000,GAS,10,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:34.399000,0 days 00:00:29.916000,0 days 00:00:38.456000,0 days 00:00:26.027000,Alpine,9.0,Pre-Season Testing
0 days 01:14:47.938000,GAS,10,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:33.905000,0 days 00:00:29.751000,0 days 00:00:38.006000,0 days 00:00:26.148000,Alpine,9.0,Pre-Season Testing
0 days 01:16:21.530000,GAS,10,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:33.592000,0 days 00:00:29.741000,0 days 00:00:37.850000,0 days 00:00:26.001000,Alpine,9.0,Pre-Season Testing
0 days 01:17:55.385000,GAS,10,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:33.855000,0 days 00:00:29.747000,0 days 00:00:37.908000,0 days 00:00:26.200000,Alpine,9.0,Pre-Season Testing
0 days 01:19:29.221000,GAS,10,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:33.836000,0 days 00:00:29.877000,0 days 00:00:37.962000,0 days 00:00:25.997000,Alpine,9.0,Pre-Season Testing
0 days 01:21:02.926000,GAS,10,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:33.705000,0 days 00:00:29.806000,0 days 00:00:37.902000,0 days 00:00:25.997000,Alpine,9.0,Pre-Season Testing
0 days 01:22:36.609000,GAS,10,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:33.683000,0 days 00:00:29.790000,0 days 00:00:37.925000,0 days 00:00:25.968000,Alpine,9.0,Pre-Season Testing
0 days 01:24:10.452000,GAS,10,14.0,1.0,MEDIUM,14.0,True,0 days 00:01:33.843000,0 days 00:00:29.922000,0 days 00:00:38.058000,0 days 00:00:25.863000,Alpine,9.0,Pre-Season Testing
0 days 01:25:44.221000,GAS,10,15.0,1.0,MEDIUM,15.0,True,0 days 00:01:33.769000,0 days 00:00:29.671000,0 days 00:00:38.183000,0 days 00:00:25.915000,Alpine,9.0,Pre-Season Testing
0 days 01:27:17.756000,GAS,10,16.0,1.0,MEDIUM,16.0,True,0 days 00:01:33.535000,0 days 00:00:29.712000,0 days 00:00:37.938000,0 days 00:00:25.885000,Alpine,9.0,Pre-Season Testing
0 days 01:28:50.894000,GAS,10,17.0,1.0,MEDIUM,17.0,True,0 days 00:01:33.138000,0 days 00:00:29.790000,0 days 00:00:37.516000,0 days 00:00:25.832000,Alpine,9.0,Pre-Season Testing
0 days 01:30:24.185000,GAS,10,18.0,1.0,MEDIUM,18.0,True,0 days 00:01:33.291000,0 days 00:00:29.817000,0 days 00:00:37.714000,0 days 00:00:25.760000,Alpine,9.0,Pre-Season Testing
0 days 01:31:57.384000,GAS,10,19.0,1.0,MEDIUM,19.0,True,0 days 00:01:33.199000,0 days 00:00:29.589000,0 days 00:00:37.892000,0 days 00:00:25.718000,Alpine,8.0,Pre-Season Testing
0 days 01:33:30.632000,GAS,10,20.0,1.0,MEDIUM,20.0,True,0 days 00:01:33.248000,0 days 00:00:29.990000,0 days 00:00:37.599000,0 days 00:00:25.659000,Alpine,8.0,Pre-Season Testing
0 days 01:35:03.730000,GAS,10,21.0,1.0,MEDIUM,21.0,True,0 days 00:01:33.098000,0 days 00:00:29.880000,0 days 00:00:37.487000,0 days 00:00:25.731000,Alpine,8.0,Pre-Season Testing
0 days 01:36:36.898000,GAS,10,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:33.168000,0 days 00:00:29.877000,0 days 00:00:37.485000,0 days 00:00:25.806000,Alpine,8.0,Pre-Season Testing
0 days 01:38:09.744000,GAS,10,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:32.846000,0 days 00:00:29.697000,0 days 00:00:37.419000,0 days 00:00:25.730000,Alpine,8.0,Pre-Season Testing
0 days 01:39:42.908000,GAS,10,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:33.164000,0 days 00:00:29.923000,0 days 00:00:37.606000,0 days 00:00:25.635000,Alpine,8.0,Pre-Season Testing
0 days 01:41:16.006000,GAS,10,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:33.098000,0 days 00:00:29.868000,0 days 00:00:37.665000,0 days 00:00:25.565000,Alpine,8.0,Pre-Season Testing
0 days 01:42:49.249000,GAS,10,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:33.243000,0 days 00:00:29.779000,0 days 00:00:37.709000,0 days 00:00:25.755000,Alpine,8.0,Pre-Season Testing
0 days 01:44:22.237000,GAS,10,27.0,1.0,MEDIUM,27.0,True,0 days 00:01:32.988000,0 days 00:00:30.009000,0 days 00:00:37.485000,0 days 00:00:25.494000,Alpine,7.0,Pre-Season Testing
0 days 01:45:55.492000,GAS,10,28.0,1.0,MEDIUM,28.0,True,0 days 00:01:33.255000,0 days 00:00:29.970000,0 days 00:00:37.390000,0 days 00:00:25.895000,Alpine,7.0,Pre-Season Testing
0 days 01:47:28.775000,GAS,10,29.0,1.0,MEDIUM,29.0,True,0 days 00:01:33.283000,0 days 00:00:29.986000,0 days 00:00:37.573000,0 days 00:00:25.724000,Alpine,6.0,Pre-Season Testing
0 days 01:49:02.074000,GAS,10,30.0,1.0,MEDIUM,30.0,True,0 days 00:01:33.299000,0 days 00:00:30.065000,0 days 00:00:37.476000,0 days 00:00:25.758000,Alpine,5.0,Pre-Season Testing
0 days 01:50:35.465000,GAS,10,31.0,1.0,MEDIUM,31.0,True,0 days 00:01:33.391000,0 days 00:00:30.099000,0 days 00:00:37.532000,0 days 00:00:25.760000,Alpine,6.0,Pre-Season Testing
0 days 01:52:42.269000,GAS,10,32.0,2.0,SOFT,4.0,False,0 days 00:02:06.804000,0 days 00:00:49.808000,0 days 00:00:41.774000,0 days 00:00:35.222000,Alpine,11.0,Pre-Season Testing
0 days 01:54:51.242000,GAS,10,33.0,2.0,SOFT,5.0,False,0 days 00:02:08.973000,0 days 00:00:41.703000,0 days 00:00:51.608000,0 days 00:00:35.662000,Alpine,11.0,Pre-Season Testing
0 days 01:56:56.958000,GAS,10,34.0,2.0,SOFT,6.0,False,0 days 00:02:05.716000,0 days 00:00:41.573000,0 days 00:00:52.848000,0 days 00:00:31.295000,Alpine,11.0,Pre-Season Testing
0 days 01:59:14.460000,GAS,10,35.0,2.0,SOFT,7.0,False,0 days 00:02:17.502000,0 days 00:00:41.755000,0 days 00:00:54.622000,0 days 00:00:41.125000,Alpine,11.0,Pre-Season Testing
0 days 02:01:38.467000,GAS,10,36.0,2.0,SOFT,8.0,False,0 days 00:02:24.007000,0 days 00:00:54.350000,0 days 00:00:52.856000,0 days 00:00:36.801000,Alpine,11.0,Pre-Season Testing
0 days 02:04:04.284000,GAS,10,37.0,2.0,SOFT,9.0,False,0 days 00:02:25.817000,0 days 00:00:53.022000,0 days 00:00:52.911000,0 days 00:00:39.884000,Alpine,11.0,Pre-Season Testing
0 days 02:06:18.218000,GAS,10,38.0,2.0,SOFT,10.0,False,0 days 00:02:13.934000,0 days 00:00:39.488000,0 days 00:00:55.306000,0 days 00:00:39.140000,Alpine,11.0,Pre-Season Testing
0 days 02:07:51.198000,GAS,10,39.0,2.0,SOFT,11.0,False,0 days 00:01:32.980000,0 days 00:00:29.367000,0 days 00:00:37.504000,0 days 00:00:26.109000,Alpine,12.0,Pre-Season Testing
0 days 02:09:24.021000,GAS,10,40.0,2.0,SOFT,12.0,False,0 days 00:01:32.823000,0 days 00:00:29.676000,0 days 00:00:37.533000,0 days 00:00:25.614000,Alpine,12.0,Pre-Season Testing
0 days 02:10:55.848000,GAS,10,41.0,2.0,SOFT,13.0,False,0 days 00:01:31.827000,0 days 00:00:29.302000,0 days 00:00:37.232000,0 days 00:00:25.293000,Alpine,12.0,Pre-Season Testing
0 days 02:12:27.387000,GAS,10,42.0,2.0,SOFT,14.0,False,0 days 00:01:31.539000,0 days 00:00:29.165000,0 days 00:00:37.137000,0 days 00:00:25.237000,Alpine,12.0,Pre-Season Testing
0 days 02:13:59.035000,GAS,10,43.0,2.0,SOFT,15.0,False,0 days 00:01:31.648000,0 days 00:00:29.324000,0 days 00:00:36.888000,0 days 00:00:25.436000,Alpine,12.0,Pre-Season Testing
0 days 02:15:31.897000,GAS,10,44.0,2.0,SOFT,16.0,False,0 days 00:01:32.862000,0 days 00:00:29.350000,0 days 00:00:37.864000,0 days 00:00:25.648000,Alpine,11.0,Pre-Season Testing
0 days 02:17:08.562000,GAS,10,45.0,2.0,SOFT,17.0,False,0 days 00:01:36.665000,0 days 00:00:29.202000,0 days 00:00:37.933000,0 days 00:00:29.530000,Alpine,15.0,Pre-Season Testing
0 days 02:19:44.669000,GAS,10,46.0,2.0,SOFT,18.0,False,,0 days 00:00:53.604000,0 days 00:01:04.717000,0 days 00:00:37.660000,Alpine,18.0,Pre-Season Testing
0 days 01:03:52.987000,PER,11,1.0,1.0,MEDIUM,1.0,True,0 days 00:01:44.033000,,0 days 00:00:40.304000,0 days 00:00:26.999000,Red Bull Racing,16.0,Pre-Season Testing
0 days 01:05:28.469000,PER,11,2.0,1.0,MEDIUM,2.0,True,0 days 00:01:35.482000,0 days 00:00:30.357000,0 days 00:00:38.727000,0 days 00:00:26.398000,Red Bull Racing,15.0,Pre-Season Testing
0 days 01:07:02.849000,PER,11,3.0,1.0,MEDIUM,3.0,True,0 days 00:01:34.380000,0 days 00:00:30.134000,0 days 00:00:38.414000,0 days 00:00:25.832000,Red Bull Racing,15.0,Pre-Season Testing
0 days 01:08:37.188000,PER,11,4.0,1.0,MEDIUM,4.0,True,0 days 00:01:34.339000,0 days 00:00:29.668000,0 days 00:00:38.564000,0 days 00:00:26.107000,Red Bull Racing,15.0,Pre-Season Testing
0 days 01:10:11.261000,PER,11,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:34.073000,0 days 00:00:29.706000,0 days 00:00:38.280000,0 days 00:00:26.087000,Red Bull Racing,14.0,Pre-Season Testing
0 days 01:11:44.932000,PER,11,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:33.671000,0 days 00:00:29.579000,0 days 00:00:38.359000,0 days 00:00:25.733000,Red Bull Racing,13.0,Pre-Season Testing
0 days 01:13:18.851000,PER,11,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:33.919000,0 days 00:00:29.883000,0 days 00:00:38.065000,0 days 00:00:25.971000,Red Bull Racing,13.0,Pre-Season Testing
0 days 01:14:52.419000,PER,11,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:33.568000,0 days 00:00:29.897000,0 days 00:00:37.909000,0 days 00:00:25.762000,Red Bull Racing,13.0,Pre-Season Testing
0 days 01:16:25.690000,PER,11,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:33.271000,0 days 00:00:29.541000,0 days 00:00:37.868000,0 days 00:00:25.862000,Red Bull Racing,13.0,Pre-Season Testing
0 days 01:17:59.054000,PER,11,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:33.364000,0 days 00:00:29.769000,0 days 00:00:37.805000,0 days 00:00:25.790000,Red Bull Racing,12.0,Pre-Season Testing
0 days 01:19:32.601000,PER,11,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:33.547000,0 days 00:00:29.769000,0 days 00:00:37.845000,0 days 00:00:25.933000,Red Bull Racing,12.0,Pre-Season Testing
0 days 01:21:06.030000,PER,11,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:33.429000,0 days 00:00:29.824000,0 days 00:00:38,0 days 00:00:25.605000,Red Bull Racing,11.0,Pre-Season Testing
0 days 01:22:39.482000,PER,11,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:33.452000,0 days 00:00:29.892000,0 days 00:00:37.777000,0 days 00:00:25.783000,Red Bull Racing,11.0,Pre-Season Testing
0 days 01:24:13.233000,PER,11,14.0,1.0,MEDIUM,14.0,True,0 days 00:01:33.751000,0 days 00:00:30.060000,0 days 00:00:37.957000,0 days 00:00:25.734000,Red Bull Racing,11.0,Pre-Season Testing
0 days 01:25:46.713000,PER,11,15.0,1.0,MEDIUM,15.0,True,0 days 00:01:33.480000,0 days 00:00:29.808000,0 days 00:00:37.868000,0 days 00:00:25.804000,Red Bull Racing,11.0,Pre-Season Testing
0 days 01:27:19.768000,PER,11,16.0,1.0,MEDIUM,16.0,True,0 days 00:01:33.055000,0 days 00:00:29.795000,0 days 00:00:37.899000,0 days 00:00:25.361000,Red Bull Racing,10.0,Pre-Season Testing
0 days 01:28:53.048000,PER,11,17.0,1.0,MEDIUM,17.0,True,0 days 00:01:33.280000,0 days 00:00:30.009000,0 days 00:00:37.544000,0 days 00:00:25.727000,Red Bull Racing,10.0,Pre-Season Testing
0 days 01:30:26.147000,PER,11,18.0,1.0,MEDIUM,18.0,True,0 days 00:01:33.099000,0 days 00:00:29.904000,0 days 00:00:37.549000,0 days 00:00:25.646000,Red Bull Racing,10.0,Pre-Season Testing
0 days 01:31:59.423000,PER,11,19.0,1.0,MEDIUM,19.0,True,0 days 00:01:33.276000,0 days 00:00:30.001000,0 days 00:00:37.540000,0 days 00:00:25.735000,Red Bull Racing,9.0,Pre-Season Testing
0 days 01:33:32.625000,PER,11,20.0,1.0,MEDIUM,20.0,True,0 days 00:01:33.202000,0 days 00:00:29.931000,0 days 00:00:37.611000,0 days 00:00:25.660000,Red Bull Racing,9.0,Pre-Season Testing
0 days 01:35:05.858000,PER,11,21.0,1.0,MEDIUM,21.0,True,0 days 00:01:33.233000,0 days 00:00:29.985000,0 days 00:00:37.612000,0 days 00:00:25.636000,Red Bull Racing,9.0,Pre-Season Testing
0 days 01:36:38.884000,PER,11,22.0,1.0,MEDIUM,22.0,True,0 days 00:01:33.026000,0 days 00:00:30.023000,0 days 00:00:37.422000,0 days 00:00:25.581000,Red Bull Racing,9.0,Pre-Season Testing
0 days 01:38:12.146000,PER,11,23.0,1.0,MEDIUM,23.0,True,0 days 00:01:33.262000,0 days 00:00:30.067000,0 days 00:00:37.554000,0 days 00:00:25.641000,Red Bull Racing,9.0,Pre-Season Testing
0 days 01:39:44.872000,PER,11,24.0,1.0,MEDIUM,24.0,True,0 days 00:01:32.726000,0 days 00:00:29.884000,0 days 00:00:37.353000,0 days 00:00:25.489000,Red Bull Racing,9.0,Pre-Season Testing
0 days 01:41:17.779000,PER,11,25.0,1.0,MEDIUM,25.0,True,0 days 00:01:32.907000,0 days 00:00:29.900000,0 days 00:00:37.539000,0 days 00:00:25.468000,Red Bull Racing,9.0,Pre-Season Testing
0 days 01:42:50.741000,PER,11,26.0,1.0,MEDIUM,26.0,True,0 days 00:01:32.962000,0 days 00:00:29.956000,0 days 00:00:37.492000,0 days 00:00:25.514000,Red Bull Racing,9.0,Pre-Season Testing
