Time,Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,Team,Position,GP
0 days 01:22:36.471000,BOT,77,11.0,2.0,MEDIUM,8.0,True,0 days 00:01:31.227000,0 days 00:00:33.484000,0 days 00:00:30.655000,0 days 00:00:27.088000,Alfa Romeo,13.0,Qatar Grand Prix
0 days 01:24:07.760000,BOT,77,12.0,2.0,MEDIUM,9.0,True,0 days 00:01:31.289000,0 days 00:00:33.943000,0 days 00:00:30.604000,0 days 00:00:26.742000,Alfa Romeo,11.0,Qatar Grand Prix
0 days 01:25:38.902000,BOT,77,13.0,2.0,MEDIUM,10.0,True,0 days 00:01:31.142000,0 days 00:00:33.838000,0 days 00:00:30.684000,0 days 00:00:26.620000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 01:27:09.347000,BOT,77,14.0,2.0,MEDIUM,11.0,True,0 days 00:01:30.445000,0 days 00:00:33.466000,0 days 00:00:30.349000,0 days 00:00:26.630000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 01:28:40.321000,BOT,77,15.0,2.0,MEDIUM,12.0,True,0 days 00:01:30.974000,0 days 00:00:33.599000,0 days 00:00:30.469000,0 days 00:00:26.906000,Alfa Romeo,5.0,Qatar Grand Prix
0 days 01:30:10.387000,BOT,77,16.0,2.0,MEDIUM,13.0,True,0 days 00:01:30.066000,0 days 00:00:33.274000,0 days 00:00:30.214000,0 days 00:00:26.578000,Alfa Romeo,5.0,Qatar Grand Prix
0 days 01:31:40.649000,BOT,77,17.0,2.0,MEDIUM,14.0,True,0 days 00:01:30.262000,0 days 00:00:33.317000,0 days 00:00:30.345000,0 days 00:00:26.600000,Alfa Romeo,5.0,Qatar Grand Prix
0 days 01:33:11.935000,BOT,77,18.0,2.0,MEDIUM,15.0,True,0 days 00:01:31.286000,0 days 00:00:34.076000,0 days 00:00:30.308000,0 days 00:00:26.902000,Alfa Romeo,5.0,Qatar Grand Prix
0 days 01:34:42.378000,BOT,77,19.0,2.0,MEDIUM,16.0,True,0 days 00:01:30.443000,0 days 00:00:33.365000,0 days 00:00:30.231000,0 days 00:00:26.847000,Alfa Romeo,3.0,Qatar Grand Prix
0 days 01:36:13.009000,BOT,77,20.0,2.0,MEDIUM,17.0,True,0 days 00:01:30.631000,0 days 00:00:33.773000,0 days 00:00:30.322000,0 days 00:00:26.536000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:37:47.313000,BOT,77,21.0,2.0,MEDIUM,18.0,True,0 days 00:01:34.304000,0 days 00:00:33.343000,0 days 00:00:30.248000,0 days 00:00:30.713000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 01:39:40.270000,BOT,77,22.0,3.0,HARD,1.0,True,0 days 00:01:52.957000,0 days 00:00:56.402000,0 days 00:00:30.085000,0 days 00:00:26.470000,Alfa Romeo,15.0,Qatar Grand Prix
0 days 01:41:08.927000,BOT,77,23.0,3.0,HARD,2.0,True,0 days 00:01:28.657000,0 days 00:00:32.765000,0 days 00:00:29.556000,0 days 00:00:26.336000,Alfa Romeo,14.0,Qatar Grand Prix
0 days 01:42:37.453000,BOT,77,24.0,3.0,HARD,3.0,True,0 days 00:01:28.526000,0 days 00:00:32.843000,0 days 00:00:29.508000,0 days 00:00:26.175000,Alfa Romeo,14.0,Qatar Grand Prix
0 days 01:44:05.778000,BOT,77,25.0,3.0,HARD,4.0,True,0 days 00:01:28.325000,0 days 00:00:32.548000,0 days 00:00:29.538000,0 days 00:00:26.239000,Alfa Romeo,14.0,Qatar Grand Prix
0 days 01:45:34.158000,BOT,77,26.0,3.0,HARD,5.0,True,0 days 00:01:28.380000,0 days 00:00:32.994000,0 days 00:00:29.513000,0 days 00:00:25.873000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:47:02.079000,BOT,77,27.0,3.0,HARD,6.0,True,0 days 00:01:27.921000,0 days 00:00:32.436000,0 days 00:00:29.541000,0 days 00:00:25.944000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 01:48:30.028000,BOT,77,28.0,3.0,HARD,7.0,True,0 days 00:01:27.949000,0 days 00:00:32.320000,0 days 00:00:29.532000,0 days 00:00:26.097000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 01:49:57.749000,BOT,77,29.0,3.0,HARD,8.0,True,0 days 00:01:27.721000,0 days 00:00:32.473000,0 days 00:00:29.351000,0 days 00:00:25.897000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 01:51:25.756000,BOT,77,30.0,3.0,HARD,9.0,True,0 days 00:01:28.007000,0 days 00:00:32.477000,0 days 00:00:29.453000,0 days 00:00:26.077000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 01:52:53.815000,BOT,77,31.0,3.0,HARD,10.0,True,0 days 00:01:28.059000,0 days 00:00:32.419000,0 days 00:00:29.468000,0 days 00:00:26.172000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 01:54:21.983000,BOT,77,32.0,3.0,HARD,11.0,True,0 days 00:01:28.168000,0 days 00:00:32.665000,0 days 00:00:29.450000,0 days 00:00:26.053000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 01:55:52.663000,BOT,77,33.0,3.0,HARD,12.0,True,0 days 00:01:30.680000,0 days 00:00:34.172000,0 days 00:00:30.381000,0 days 00:00:26.127000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 01:57:20.784000,BOT,77,34.0,3.0,HARD,13.0,True,0 days 00:01:28.121000,0 days 00:00:32.460000,0 days 00:00:29.561000,0 days 00:00:26.100000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 01:58:49.019000,BOT,77,35.0,3.0,HARD,14.0,True,0 days 00:01:28.235000,0 days 00:00:32.506000,0 days 00:00:29.476000,0 days 00:00:26.253000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 02:00:17.501000,BOT,77,36.0,3.0,HARD,15.0,True,0 days 00:01:28.482000,0 days 00:00:32.602000,0 days 00:00:29.736000,0 days 00:00:26.144000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 02:01:45.713000,BOT,77,37.0,3.0,HARD,16.0,True,0 days 00:01:28.212000,0 days 00:00:32.560000,0 days 00:00:29.588000,0 days 00:00:26.064000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 02:03:15.104000,BOT,77,38.0,3.0,HARD,17.0,True,0 days 00:01:29.391000,0 days 00:00:33.383000,0 days 00:00:29.887000,0 days 00:00:26.121000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 02:04:47.434000,BOT,77,39.0,3.0,HARD,18.0,True,0 days 00:01:32.330000,0 days 00:00:32.943000,0 days 00:00:29.460000,0 days 00:00:29.927000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:06:38.780000,BOT,77,40.0,4.0,HARD,2.0,False,0 days 00:01:51.346000,0 days 00:00:55.491000,0 days 00:00:29.610000,0 days 00:00:26.245000,Alfa Romeo,13.0,Qatar Grand Prix
0 days 02:08:06.755000,BOT,77,41.0,4.0,HARD,3.0,False,0 days 00:01:27.975000,0 days 00:00:32.327000,0 days 00:00:29.482000,0 days 00:00:26.166000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 02:09:34.312000,BOT,77,42.0,4.0,HARD,4.0,False,0 days 00:01:27.557000,0 days 00:00:32.545000,0 days 00:00:29.060000,0 days 00:00:25.952000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 02:11:01.506000,BOT,77,43.0,4.0,HARD,5.0,False,0 days 00:01:27.194000,0 days 00:00:32.267000,0 days 00:00:29.004000,0 days 00:00:25.923000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 02:12:28.934000,BOT,77,44.0,4.0,HARD,6.0,False,0 days 00:01:27.428000,0 days 00:00:32.219000,0 days 00:00:29.064000,0 days 00:00:26.145000,Alfa Romeo,11.0,Qatar Grand Prix
0 days 02:13:56.139000,BOT,77,45.0,4.0,HARD,7.0,False,0 days 00:01:27.205000,0 days 00:00:32.283000,0 days 00:00:29.028000,0 days 00:00:25.894000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:15:22.958000,BOT,77,46.0,4.0,HARD,8.0,False,0 days 00:01:26.819000,0 days 00:00:32.097000,0 days 00:00:28.929000,0 days 00:00:25.793000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:16:50.098000,BOT,77,47.0,4.0,HARD,9.0,False,0 days 00:01:27.140000,0 days 00:00:32.289000,0 days 00:00:29.099000,0 days 00:00:25.752000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:18:16.787000,BOT,77,48.0,4.0,HARD,10.0,False,0 days 00:01:26.689000,0 days 00:00:31.833000,0 days 00:00:29.082000,0 days 00:00:25.774000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:19:43.473000,BOT,77,49.0,4.0,HARD,11.0,False,0 days 00:01:26.686000,0 days 00:00:31.889000,0 days 00:00:28.952000,0 days 00:00:25.845000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:21:10.586000,BOT,77,50.0,4.0,HARD,12.0,False,0 days 00:01:27.113000,0 days 00:00:32.074000,0 days 00:00:28.976000,0 days 00:00:26.063000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:22:37.717000,BOT,77,51.0,4.0,HARD,13.0,False,0 days 00:01:27.131000,0 days 00:00:32.202000,0 days 00:00:28.933000,0 days 00:00:25.996000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:24:04.839000,BOT,77,52.0,4.0,HARD,14.0,False,0 days 00:01:27.122000,0 days 00:00:32.406000,0 days 00:00:28.892000,0 days 00:00:25.824000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 02:25:31.744000,BOT,77,53.0,4.0,HARD,15.0,False,0 days 00:01:26.905000,0 days 00:00:31.877000,0 days 00:00:29.104000,0 days 00:00:25.924000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 02:26:58.396000,BOT,77,54.0,4.0,HARD,16.0,False,0 days 00:01:26.652000,0 days 00:00:31.925000,0 days 00:00:29.035000,0 days 00:00:25.692000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 02:28:25.325000,BOT,77,55.0,4.0,HARD,17.0,False,0 days 00:01:26.929000,0 days 00:00:31.919000,0 days 00:00:29.122000,0 days 00:00:25.888000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 02:29:52.633000,BOT,77,56.0,4.0,HARD,18.0,False,0 days 00:01:27.308000,0 days 00:00:31.991000,0 days 00:00:29.299000,0 days 00:00:26.018000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 02:31:19.736000,BOT,77,57.0,4.0,HARD,19.0,False,0 days 00:01:27.103000,0 days 00:00:32.131000,0 days 00:00:29.012000,0 days 00:00:25.960000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 01:04:45.960000,ZHO,24,1.0,1.0,MEDIUM,1.0,True,0 days 00:02:11.955000,,0 days 00:00:39.914000,0 days 00:00:50.147000,Alfa Romeo,16.0,Qatar Grand Prix
0 days 01:07:09.924000,ZHO,24,2.0,1.0,MEDIUM,2.0,True,0 days 00:02:23.964000,0 days 00:00:50.087000,0 days 00:00:46.699000,0 days 00:00:47.178000,Alfa Romeo,16.0,Qatar Grand Prix
0 days 01:09:29.620000,ZHO,24,3.0,1.0,MEDIUM,3.0,True,0 days 00:02:19.696000,0 days 00:00:54.733000,0 days 00:00:44.100000,0 days 00:00:40.863000,Alfa Romeo,13.0,Qatar Grand Prix
0 days 01:11:52.632000,ZHO,24,4.0,1.0,MEDIUM,4.0,True,0 days 00:02:23.012000,0 days 00:00:46.471000,0 days 00:00:46.754000,0 days 00:00:49.787000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:13:26.043000,ZHO,24,5.0,1.0,MEDIUM,5.0,True,0 days 00:01:33.411000,0 days 00:00:34.670000,0 days 00:00:31.371000,0 days 00:00:27.370000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:14:58.652000,ZHO,24,6.0,1.0,MEDIUM,6.0,True,0 days 00:01:32.609000,0 days 00:00:33.984000,0 days 00:00:31.127000,0 days 00:00:27.498000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:16:29.895000,ZHO,24,7.0,1.0,MEDIUM,7.0,True,0 days 00:01:31.243000,0 days 00:00:33.809000,0 days 00:00:30.580000,0 days 00:00:26.854000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:18:01.327000,ZHO,24,8.0,1.0,MEDIUM,8.0,True,0 days 00:01:31.432000,0 days 00:00:33.309000,0 days 00:00:31.303000,0 days 00:00:26.820000,Alfa Romeo,13.0,Qatar Grand Prix
0 days 01:19:32.399000,ZHO,24,9.0,1.0,MEDIUM,9.0,True,0 days 00:01:31.072000,0 days 00:00:33.421000,0 days 00:00:30.761000,0 days 00:00:26.890000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:21:03.829000,ZHO,24,10.0,1.0,MEDIUM,10.0,True,0 days 00:01:31.430000,0 days 00:00:33.595000,0 days 00:00:30.872000,0 days 00:00:26.963000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:22:34.756000,ZHO,24,11.0,1.0,MEDIUM,11.0,True,0 days 00:01:30.927000,0 days 00:00:33.359000,0 days 00:00:30.611000,0 days 00:00:26.957000,Alfa Romeo,11.0,Qatar Grand Prix
0 days 01:24:05.578000,ZHO,24,12.0,1.0,MEDIUM,12.0,True,0 days 00:01:30.822000,0 days 00:00:33.616000,0 days 00:00:30.472000,0 days 00:00:26.734000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 01:25:36.184000,ZHO,24,13.0,1.0,MEDIUM,13.0,True,0 days 00:01:30.606000,0 days 00:00:33.458000,0 days 00:00:30.526000,0 days 00:00:26.622000,Alfa Romeo,5.0,Qatar Grand Prix
0 days 01:27:06.384000,ZHO,24,14.0,1.0,MEDIUM,14.0,True,0 days 00:01:30.200000,0 days 00:00:33.361000,0 days 00:00:30.460000,0 days 00:00:26.379000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:28:37.549000,ZHO,24,15.0,1.0,MEDIUM,15.0,True,0 days 00:01:31.165000,0 days 00:00:34.237000,0 days 00:00:30.420000,0 days 00:00:26.508000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:30:07.451000,ZHO,24,16.0,1.0,MEDIUM,16.0,True,0 days 00:01:29.902000,0 days 00:00:33.290000,0 days 00:00:30.073000,0 days 00:00:26.539000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:31:37.362000,ZHO,24,17.0,1.0,MEDIUM,17.0,True,0 days 00:01:29.911000,0 days 00:00:33.380000,0 days 00:00:30.074000,0 days 00:00:26.457000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:33:11.479000,ZHO,24,18.0,1.0,MEDIUM,18.0,True,0 days 00:01:34.117000,0 days 00:00:33.288000,0 days 00:00:30.080000,0 days 00:00:30.749000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:35:04.210000,ZHO,24,19.0,2.0,HARD,1.0,True,0 days 00:01:52.731000,0 days 00:00:56.448000,0 days 00:00:30.172000,0 days 00:00:26.111000,Alfa Romeo,17.0,Qatar Grand Prix
0 days 01:36:32.909000,ZHO,24,20.0,2.0,HARD,2.0,True,0 days 00:01:28.699000,0 days 00:00:32.667000,0 days 00:00:29.797000,0 days 00:00:26.235000,Alfa Romeo,17.0,Qatar Grand Prix
0 days 01:38:02.112000,ZHO,24,21.0,2.0,HARD,3.0,True,0 days 00:01:29.203000,0 days 00:00:32.952000,0 days 00:00:30,0 days 00:00:26.251000,Alfa Romeo,17.0,Qatar Grand Prix
0 days 01:39:30.988000,ZHO,24,22.0,2.0,HARD,4.0,True,0 days 00:01:28.876000,0 days 00:00:32.745000,0 days 00:00:29.863000,0 days 00:00:26.268000,Alfa Romeo,13.0,Qatar Grand Prix
0 days 01:40:59.549000,ZHO,24,23.0,2.0,HARD,5.0,True,0 days 00:01:28.561000,0 days 00:00:32.746000,0 days 00:00:29.713000,0 days 00:00:26.102000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:42:28.791000,ZHO,24,24.0,2.0,HARD,6.0,True,0 days 00:01:29.242000,0 days 00:00:32.676000,0 days 00:00:30.154000,0 days 00:00:26.412000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:43:58.186000,ZHO,24,25.0,2.0,HARD,7.0,True,0 days 00:01:29.395000,0 days 00:00:32.687000,0 days 00:00:30.487000,0 days 00:00:26.221000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:45:26.434000,ZHO,24,26.0,2.0,HARD,8.0,True,0 days 00:01:28.248000,0 days 00:00:32.332000,0 days 00:00:29.777000,0 days 00:00:26.139000,Alfa Romeo,9.0,Qatar Grand Prix
0 days 01:46:55.009000,ZHO,24,27.0,2.0,HARD,9.0,True,0 days 00:01:28.575000,0 days 00:00:32.815000,0 days 00:00:29.727000,0 days 00:00:26.033000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 01:48:23.036000,ZHO,24,28.0,2.0,HARD,10.0,True,0 days 00:01:28.027000,0 days 00:00:32.564000,0 days 00:00:29.640000,0 days 00:00:25.823000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 01:49:51.033000,ZHO,24,29.0,2.0,HARD,11.0,True,0 days 00:01:27.997000,0 days 00:00:32.485000,0 days 00:00:29.700000,0 days 00:00:25.812000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 01:51:20.047000,ZHO,24,30.0,2.0,HARD,12.0,True,0 days 00:01:29.014000,0 days 00:00:33.139000,0 days 00:00:29.904000,0 days 00:00:25.971000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 01:52:48.145000,ZHO,24,31.0,2.0,HARD,13.0,True,0 days 00:01:28.098000,0 days 00:00:32.586000,0 days 00:00:29.703000,0 days 00:00:25.809000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 01:54:17.358000,ZHO,24,32.0,2.0,HARD,14.0,True,0 days 00:01:29.213000,0 days 00:00:33.456000,0 days 00:00:29.821000,0 days 00:00:25.936000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 01:55:45.620000,ZHO,24,33.0,2.0,HARD,15.0,True,0 days 00:01:28.262000,0 days 00:00:32.789000,0 days 00:00:29.505000,0 days 00:00:25.968000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:57:13.417000,ZHO,24,34.0,2.0,HARD,16.0,True,0 days 00:01:27.797000,0 days 00:00:32.591000,0 days 00:00:29.455000,0 days 00:00:25.751000,Alfa Romeo,4.0,Qatar Grand Prix
0 days 01:58:46.212000,ZHO,24,35.0,2.0,HARD,17.0,True,0 days 00:01:32.795000,0 days 00:00:33.013000,0 days 00:00:29.540000,0 days 00:00:30.242000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 02:00:38.213000,ZHO,24,36.0,3.0,HARD,1.0,True,0 days 00:01:52.001000,0 days 00:00:56.105000,0 days 00:00:29.931000,0 days 00:00:25.965000,Alfa Romeo,15.0,Qatar Grand Prix
0 days 02:02:05.724000,ZHO,24,37.0,3.0,HARD,2.0,True,0 days 00:01:27.511000,0 days 00:00:32.299000,0 days 00:00:29.414000,0 days 00:00:25.798000,Alfa Romeo,15.0,Qatar Grand Prix
0 days 02:03:33.587000,ZHO,24,38.0,3.0,HARD,3.0,True,0 days 00:01:27.863000,0 days 00:00:32.317000,0 days 00:00:29.638000,0 days 00:00:25.908000,Alfa Romeo,15.0,Qatar Grand Prix
0 days 02:05:00.798000,ZHO,24,39.0,3.0,HARD,4.0,True,0 days 00:01:27.211000,0 days 00:00:31.978000,0 days 00:00:29.403000,0 days 00:00:25.830000,Alfa Romeo,14.0,Qatar Grand Prix
0 days 02:06:27.951000,ZHO,24,40.0,3.0,HARD,5.0,True,0 days 00:01:27.153000,0 days 00:00:32.201000,0 days 00:00:29.318000,0 days 00:00:25.634000,Alfa Romeo,11.0,Qatar Grand Prix
0 days 02:07:55.121000,ZHO,24,41.0,3.0,HARD,6.0,True,0 days 00:01:27.170000,0 days 00:00:32.190000,0 days 00:00:29.356000,0 days 00:00:25.624000,Alfa Romeo,11.0,Qatar Grand Prix
0 days 02:09:22.197000,ZHO,24,42.0,3.0,HARD,7.0,True,0 days 00:01:27.076000,0 days 00:00:32.079000,0 days 00:00:29.325000,0 days 00:00:25.672000,Alfa Romeo,11.0,Qatar Grand Prix
0 days 02:10:49.147000,ZHO,24,43.0,3.0,HARD,8.0,True,0 days 00:01:26.950000,0 days 00:00:32.094000,0 days 00:00:29.301000,0 days 00:00:25.555000,Alfa Romeo,11.0,Qatar Grand Prix
0 days 02:12:16.058000,ZHO,24,44.0,3.0,HARD,9.0,True,0 days 00:01:26.911000,0 days 00:00:32.096000,0 days 00:00:29.194000,0 days 00:00:25.621000,Alfa Romeo,8.0,Qatar Grand Prix
0 days 02:13:42.900000,ZHO,24,45.0,3.0,HARD,10.0,True,0 days 00:01:26.842000,0 days 00:00:32.030000,0 days 00:00:29.266000,0 days 00:00:25.546000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 02:15:09.489000,ZHO,24,46.0,3.0,HARD,11.0,True,0 days 00:01:26.589000,0 days 00:00:31.934000,0 days 00:00:29.230000,0 days 00:00:25.425000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 02:16:36.041000,ZHO,24,47.0,3.0,HARD,12.0,True,0 days 00:01:26.552000,0 days 00:00:31.985000,0 days 00:00:29.045000,0 days 00:00:25.522000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 02:18:02.781000,ZHO,24,48.0,3.0,HARD,13.0,True,0 days 00:01:26.740000,0 days 00:00:32.118000,0 days 00:00:29.123000,0 days 00:00:25.499000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 02:19:29.430000,ZHO,24,49.0,3.0,HARD,14.0,True,0 days 00:01:26.649000,0 days 00:00:32.026000,0 days 00:00:29.101000,0 days 00:00:25.522000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 02:20:55.964000,ZHO,24,50.0,3.0,HARD,15.0,True,0 days 00:01:26.534000,0 days 00:00:32.012000,0 days 00:00:29.088000,0 days 00:00:25.434000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 02:22:22.782000,ZHO,24,51.0,3.0,HARD,16.0,True,0 days 00:01:26.818000,0 days 00:00:32.109000,0 days 00:00:29.165000,0 days 00:00:25.544000,Alfa Romeo,6.0,Qatar Grand Prix
0 days 02:23:53.382000,ZHO,24,52.0,3.0,HARD,17.0,True,0 days 00:01:30.600000,0 days 00:00:31.920000,0 days 00:00:29.125000,0 days 00:00:29.555000,Alfa Romeo,7.0,Qatar Grand Prix
0 days 02:25:42.548000,ZHO,24,53.0,4.0,SOFT,1.0,True,0 days 00:01:49.166000,0 days 00:00:54.478000,0 days 00:00:29.183000,0 days 00:00:25.505000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 02:27:08.871000,ZHO,24,54.0,4.0,SOFT,2.0,True,0 days 00:01:26.323000,0 days 00:00:31.842000,0 days 00:00:29.057000,0 days 00:00:25.424000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 02:28:35.554000,ZHO,24,55.0,4.0,SOFT,3.0,True,0 days 00:01:26.683000,0 days 00:00:32.042000,0 days 00:00:29.189000,0 days 00:00:25.452000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 02:30:02.255000,ZHO,24,56.0,4.0,SOFT,4.0,True,0 days 00:01:26.701000,0 days 00:00:31.917000,0 days 00:00:29.303000,0 days 00:00:25.481000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 02:31:29.300000,ZHO,24,57.0,4.0,SOFT,5.0,True,0 days 00:01:27.045000,0 days 00:00:32.116000,0 days 00:00:29.424000,0 days 00:00:25.505000,Alfa Romeo,12.0,Qatar Grand Prix
0 days 01:04:48.423000,PER,11,1.0,1.0,HARD,1.0,True,0 days 00:02:14.418000,,0 days 00:00:41.206000,0 days 00:00:47.980000,Red Bull Racing,17.0,Qatar Grand Prix
0 days 01:07:11.401000,PER,11,2.0,1.0,HARD,2.0,True,0 days 00:02:22.978000,0 days 00:00:48.779000,0 days 00:00:46.592000,0 days 00:00:47.607000,Red Bull Racing,17.0,Qatar Grand Prix
0 days 01:09:31.068000,PER,11,3.0,1.0,HARD,3.0,True,0 days 00:02:19.667000,0 days 00:00:54.574000,0 days 00:00:48.956000,0 days 00:00:36.137000,Red Bull Racing,14.0,Qatar Grand Prix
0 days 01:11:53.270000,PER,11,4.0,1.0,HARD,4.0,True,0 days 00:02:22.202000,0 days 00:00:46.076000,0 days 00:00:47.461000,0 days 00:00:48.665000,Red Bull Racing,13.0,Qatar Grand Prix
0 days 01:13:26.661000,PER,11,5.0,1.0,HARD,5.0,True,0 days 00:01:33.391000,0 days 00:00:35.070000,0 days 00:00:31.078000,0 days 00:00:27.243000,Red Bull Racing,13.0,Qatar Grand Prix
0 days 01:14:59.811000,PER,11,6.0,1.0,HARD,6.0,True,0 days 00:01:33.150000,0 days 00:00:34.876000,0 days 00:00:31.050000,0 days 00:00:27.224000,Red Bull Racing,14.0,Qatar Grand Prix
0 days 01:16:31.078000,PER,11,7.0,1.0,HARD,7.0,True,0 days 00:01:31.267000,0 days 00:00:33.815000,0 days 00:00:30.606000,0 days 00:00:26.846000,Red Bull Racing,14.0,Qatar Grand Prix
0 days 01:18:01.882000,PER,11,8.0,1.0,HARD,8.0,True,0 days 00:01:30.804000,0 days 00:00:33.195000,0 days 00:00:30.941000,0 days 00:00:26.668000,Red Bull Racing,14.0,Qatar Grand Prix
0 days 01:19:32.737000,PER,11,9.0,1.0,HARD,9.0,True,0 days 00:01:30.855000,0 days 00:00:33.280000,0 days 00:00:30.816000,0 days 00:00:26.759000,Red Bull Racing,13.0,Qatar Grand Prix
0 days 01:21:04.309000,PER,11,10.0,1.0,HARD,10.0,True,0 days 00:01:31.572000,0 days 00:00:33.701000,0 days 00:00:30.977000,0 days 00:00:26.894000,Red Bull Racing,13.0,Qatar Grand Prix
0 days 01:22:35.126000,PER,11,11.0,1.0,HARD,11.0,True,0 days 00:01:30.817000,0 days 00:00:33.491000,0 days 00:00:30.652000,0 days 00:00:26.674000,Red Bull Racing,12.0,Qatar Grand Prix
0 days 01:24:06.211000,PER,11,12.0,1.0,HARD,12.0,True,0 days 00:01:31.085000,0 days 00:00:33.664000,0 days 00:00:30.950000,0 days 00:00:26.471000,Red Bull Racing,10.0,Qatar Grand Prix
0 days 01:25:36.745000,PER,11,13.0,1.0,HARD,13.0,True,0 days 00:01:30.534000,0 days 00:00:33.347000,0 days 00:00:30.631000,0 days 00:00:26.556000,Red Bull Racing,7.0,Qatar Grand Prix
0 days 01:27:06.941000,PER,11,14.0,1.0,HARD,14.0,True,0 days 00:01:30.196000,0 days 00:00:33.286000,0 days 00:00:30.620000,0 days 00:00:26.290000,Red Bull Racing,5.0,Qatar Grand Prix
0 days 01:28:35.821000,PER,11,15.0,1.0,HARD,15.0,True,0 days 00:01:28.880000,0 days 00:00:32.769000,0 days 00:00:30.072000,0 days 00:00:26.039000,Red Bull Racing,3.0,Qatar Grand Prix
0 days 01:30:04.354000,PER,11,16.0,1.0,HARD,16.0,True,0 days 00:01:28.533000,0 days 00:00:32.828000,0 days 00:00:29.936000,0 days 00:00:25.769000,Red Bull Racing,3.0,Qatar Grand Prix
0 days 01:31:36.929000,PER,11,17.0,1.0,HARD,17.0,True,0 days 00:01:32.575000,0 days 00:00:32.785000,0 days 00:00:29.906000,0 days 00:00:29.884000,Red Bull Racing,3.0,Qatar Grand Prix
0 days 01:33:29.070000,PER,11,18.0,2.0,MEDIUM,7.0,False,0 days 00:01:52.141000,0 days 00:00:55.578000,0 days 00:00:30.433000,0 days 00:00:26.130000,Red Bull Racing,16.0,Qatar Grand Prix
