Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber,EventName,Session,Date
0 days 00:21:44.771000,0.5397489539748955,0.4320987654320987,0.9850993377483444,False,0.7101449275362319,0.4373259052924791,0.1267605633802817,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:22:44.795000,0.5397489539748955,0.4320987654320987,0.9855132450331126,False,0.7053140096618358,0.6100278551532033,0.15492957746478875,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:23:44.786000,0.5397489539748955,0.41975308641975306,0.9846854304635762,False,0.7101449275362319,0.7743732590529248,0.08450704225352113,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:24:44.785000,0.5481171548117155,0.40740740740740744,0.9846854304635762,False,0.7053140096618358,0.35097493036211697,0.0,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:25:44.784000,0.5523012552301257,0.40740740740740744,0.9850993377483444,False,0.7101449275362319,0.26740947075208915,0.09859154929577464,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:26:44.813000,0.5523012552301257,0.40740740740740744,0.9838576158940397,False,0.7149758454106281,0.3370473537604457,0.14084507042253522,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:27:44.847000,0.5523012552301257,0.41975308641975306,0.9846854304635762,False,0.7077294685990336,0.5153203342618384,0.11267605633802819,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:28:44.826000,0.5523012552301257,0.41975308641975306,0.9850993377483444,False,0.7077294685990336,0.0,0.14084507042253522,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:29:44.848000,0.5523012552301257,0.41975308641975306,0.9850993377483444,False,0.71256038647343,0.35376044568245124,0.07042253521126761,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:30:44.843000,0.5523012552301257,0.41975308641975306,0.9850993377483444,False,0.7173913043478262,0.3955431754874652,0.14084507042253522,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:31:44.860000,0.5523012552301257,0.40740740740740744,0.9850993377483444,False,0.719806763285024,0.3871866295264624,0.14084507042253522,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:32:44.866000,0.5523012552301257,0.40740740740740744,0.9850993377483444,False,0.719806763285024,0.0,0.0,1,Australian Grand Prix,FP1,2025-03-16
0 days 00:33:44.877000,0.5523012552301257,0.41975308641975306,0.9855132450331126,False,0.7270531400966185,0.2924791086350975,0.14084507042253522,1,Australian Grand Prix,FP1,2025-03-16
