GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp,FreshTyre,RaceProgress,YellowLaps,SCLaps,VSCLaps,RedFlagLaps
Bahrain Grand Prix,VER,2,SOFT,22,26.43793103448276,30.7,0,0.2631578947368421,0,0,0,0
Bahrain Grand Prix,VER,3,HARD,21,25.11081081081081,29.02432432432433,1,0.6491228070175439,1,0,2,0
Bahrain Grand Prix,ZHO,1,SOFT,12,26.10454545454546,31.4,1,0.0175438596491228,6,0,0,0
Bahrain Grand Prix,ZHO,2,HARD,20,26.793333333333333,32.79666666666667,1,0.2280701754385964,0,0,0,0
Bahrain Grand Prix,ZHO,3,SOFT,25,26.23703703703704,29.82962962962963,0,0.5789473684210527,1,0,2,0
Bahrain Grand Prix,ZHO,4,SOFT,5,24.85,30.7,0,0.9649122807017544,0,0,0,0
Belgian Grand Prix,ALB,1,SOFT,7,18.441666666666663,28.2,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,ALB,2,MEDIUM,16,18.01764705882353,28.0,1,0.1818181818181818,0,0,0,0
Belgian Grand Prix,ALB,3,MEDIUM,10,17.52,28.29,1,0.5454545454545454,0,0,0,0
Belgian Grand Prix,ALB,4,SOFT,11,18.78181818181818,29.25454545454545,1,0.7727272727272727,1,0,0,0
Belgian Grand Prix,ALO,1,MEDIUM,10,18.292857142857144,28.571428571428573,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,ALO,2,MEDIUM,19,17.695,27.26,1,0.25,0,0,0,0
Belgian Grand Prix,ALO,3,SOFT,15,18.7125,29.3875,1,0.6818181818181818,1,0,0,0
Belgian Grand Prix,BOT,1,SOFT,6,18.35,29.0375,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,BOT,2,MEDIUM,18,18.02,27.76,1,0.1590909090909091,0,0,0,0
Belgian Grand Prix,BOT,3,MEDIUM,20,18.360869565217392,28.291304347826088,1,0.5681818181818182,1,0,0,0
Belgian Grand Prix,GAS,1,SOFT,23,18.11923076923077,28.54615384615385,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,GAS,2,MEDIUM,21,18.269565217391303,28.41304347826087,1,0.5454545454545454,1,0,0,0
Belgian Grand Prix,HAM,1,SOFT,12,18.24,28.846666666666668,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,HAM,2,MEDIUM,15,17.794117647058822,26.705882352941178,1,0.2954545454545454,0,0,0,0
Belgian Grand Prix,HAM,3,SOFT,15,18.558823529411764,29.08235294117647,1,0.6363636363636364,0,0,0,0
Belgian Grand Prix,HAM,4,MEDIUM,2,19.6,25.74,1,0.9772727272727272,1,0,0,0
Belgian Grand Prix,HUL,1,MEDIUM,12,18.313333333333333,29.24,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,HUL,2,SOFT,12,17.823076923076922,27.03076923076923,1,0.2954545454545454,1,0,0,0
Belgian Grand Prix,HUL,3,SOFT,20,18.25,29.03,1,0.5681818181818182,1,0,0,0
Belgian Grand Prix,LEC,1,SOFT,13,18.323529411764707,28.723529411764705,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,LEC,2,MEDIUM,15,17.65,26.80625,1,0.3181818181818182,0,0,0,0
Belgian Grand Prix,LEC,3,SOFT,16,18.61176470588235,29.423529411764704,1,0.6590909090909091,1,0,0,0
Belgian Grand Prix,MAG,1,SOFT,5,18.55555555555556,28.27777777777778,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,MAG,2,MEDIUM,20,17.98695652173913,27.60434782608696,1,0.1363636363636363,1,0,0,0
Belgian Grand Prix,MAG,3,MEDIUM,19,18.442857142857143,28.695238095238096,1,0.5909090909090909,1,0,0,0
Belgian Grand Prix,NOR,1,MEDIUM,5,18.55555555555556,28.166666666666668,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,NOR,2,HARD,12,18.2875,27.95625,1,0.1363636363636363,1,0,0,0
Belgian Grand Prix,NOR,3,SOFT,27,18.107142857142858,28.214285714285715,1,0.4090909090909091,1,0,0,0
Belgian Grand Prix,OCO,1,SOFT,6,18.366666666666667,28.54444444444444,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,OCO,2,MEDIUM,19,17.96666666666667,27.64761904761905,1,0.1590909090909091,0,0,0,0
Belgian Grand Prix,OCO,3,SOFT,19,18.385,28.96,1,0.5909090909090909,1,0,0,0
Belgian Grand Prix,PER,1,SOFT,13,18.38888888888889,28.46111111111111,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,PER,2,MEDIUM,16,17.670588235294115,26.988235294117647,1,0.3181818181818182,0,0,0,0
Belgian Grand Prix,PER,3,SOFT,15,18.827777777777776,28.76111111111112,1,0.6818181818181818,1,0,0,0
Belgian Grand Prix,RIC,1,SOFT,5,18.3375,28.0375,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,RIC,2,MEDIUM,17,18.089473684210525,28.20526315789473,1,0.1363636363636363,0,0,0,0
Belgian Grand Prix,RIC,3,MEDIUM,22,18.14090909090909,28.663636363636364,1,0.5227272727272727,1,0,0,0
Belgian Grand Prix,RUS,1,MEDIUM,22,18.161538461538463,28.41538461538461,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,RUS,2,SOFT,22,18.224,28.092,1,0.5227272727272727,1,0,0,0
Belgian Grand Prix,SAI,1,SOFT,7,18.372727272727275,28.29090909090909,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,SAI,2,MEDIUM,16,18.021052631578947,27.31578947368421,1,0.1818181818181818,0,0,0,0
Belgian Grand Prix,SAR,1,SOFT,8,18.35833333333333,28.10833333333333,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,SAR,2,MEDIUM,16,17.8625,27.85,1,0.2045454545454545,0,0,0,0
Belgian Grand Prix,SAR,3,MEDIUM,10,17.669999999999998,28.72,1,0.5681818181818182,0,0,0,0
Belgian Grand Prix,SAR,4,SOFT,10,18.83,29.34,1,0.7954545454545454,1,0,0,0
Belgian Grand Prix,STR,1,MEDIUM,20,18.17727272727273,29.01363636363636,1,0.0227272727272727,3,0,0,0
Belgian Grand Prix,STR,2,SOFT,24,18.116,28.2,1,0.4772727272727273,1,0,0,0
Belgian Grand Prix,TSU,1,MEDIUM,9,18.33076923076923,28.5,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,TSU,2,MEDIUM,15,17.96470588235294,27.34705882352941,1,0.2272727272727272,0,0,0,0
Belgian Grand Prix,TSU,3,SOFT,20,18.304761904761904,28.757142857142856,1,0.5681818181818182,1,0,0,0
Belgian Grand Prix,VER,1,SOFT,14,18.344444444444445,28.700000000000003,1,0.0227272727272727,4,0,0,0
Belgian Grand Prix,VER,2,MEDIUM,16,17.76111111111111,26.83333333333333,1,0.3409090909090909,0,0,0,0
Belgian Grand Prix,VER,3,SOFT,14,18.876470588235293,28.66470588235294,1,0.7045454545454546,0,0,0,0
Belgian Grand Prix,ZHO,1,SOFT,7,18.3,28.59,1,0.0227272727272727,5,0,0,0
Belgian Grand Prix,ZHO,2,MEDIUM,18,17.96,27.47,1,0.1818181818181818,0,0,0,0
Belgian Grand Prix,ZHO,3,SOFT,19,18.31578947368421,29.194736842105264,1,0.5909090909090909,1,0,0,0
British Grand Prix,ALB,1,MEDIUM,32,21.26744186046512,29.01627906976744,1,0.0192307692307692,1,0,1,0
British Grand Prix,ALB,2,SOFT,24,21.95,30.56,0,0.6538461538461539,0,2,0,0
British Grand Prix,ALO,1,MEDIUM,34,21.47906976744186,30.17209302325581,0,0.0192307692307692,1,1,2,0
British Grand Prix,ALO,2,SOFT,22,22.79259259259259,34.41481481481482,0,0.7307692307692307,0,1,0,0
British Grand Prix,BOT,1,HARD,32,22.00862068965517,31.124137931034483,1,0.0192307692307692,1,0,1,0
British Grand Prix,BOT,2,SOFT,20,22.404545454545453,31.904545454545453,1,0.6538461538461539,0,3,0,0
British Grand Prix,DEV,1,SOFT,27,22.083673469387755,30.64897959183673,1,0.0192307692307692,0,0,0,0
British Grand Prix,DEV,2,MEDIUM,5,23.242105263157896,34.53684210526316,1,0.5384615384615384,1,0,1,0
British Grand Prix,DEV,3,SOFT,20,23.12121212121212,32.75151515151515,1,0.6538461538461539,0,3,0,0
British Grand Prix,GAS,1,MEDIUM,31,21.95357142857143,31.2,1,0.0192307692307692,0,0,0,0
British Grand Prix,GAS,2,SOFT,17,21.577777777777776,28.98333333333333,0,0.6153846153846154,1,4,2,0
British Grand Prix,HAM,1,MEDIUM,33,21.678431372549017,30.49215686274509,1,0.0192307692307692,1,1,2,0
British Grand Prix,HAM,2,SOFT,22,22.24230769230769,30.950000000000003,0,0.75,0,0,0,0
British Grand Prix,HUL,1,HARD,7,23.095,32.61,1,0.0192307692307692,0,0,0,0
British Grand Prix,HUL,2,MEDIUM,25,21.34,30.042857142857144,1,0.1538461538461538,1,0,1,0
British Grand Prix,HUL,3,SOFT,20,23.65,32.89772727272727,1,0.6538461538461539,0,4,0,0
British Grand Prix,LEC,1,MEDIUM,18,21.568181818181817,30.38636363636364,1,0.0192307692307692,0,0,0,0
British Grand Prix,LEC,2,HARD,14,21.348148148148148,30.01111111111111,1,0.3653846153846153,1,0,1,0
British Grand Prix,LEC,3,MEDIUM,20,21.52272727272728,29.113636363636363,1,0.6538461538461539,0,2,0,0
British Grand Prix,MAG,1,MEDIUM,31,21.6475,31.085,1,0.0192307692307692,0,0,0,0
British Grand Prix,NOR,1,MEDIUM,33,21.66938775510204,30.597959183673467,1,0.0192307692307692,1,1,1,0
British Grand Prix,NOR,2,HARD,19,22.357894736842105,31.021052631578947,1,0.75,0,0,0,0
British Grand Prix,OCO,1,SOFT,9,22.17391304347826,28.60434782608696,1,0.0192307692307692,0,0,0,0
British Grand Prix,PER,1,MEDIUM,28,21.639024390243904,30.07560975609756,1,0.0192307692307692,0,0,0,0
British Grand Prix,PER,2,SOFT,24,22.17096774193548,32.68709677419355,1,0.5576923076923077,1,3,2,0
British Grand Prix,PIA,1,MEDIUM,29,21.860869565217392,30.13478260869565,1,0.0192307692307692,0,0,0,0
British Grand Prix,PIA,2,HARD,23,21.95,31.04583333333333,1,0.5769230769230769,1,2,2,0
British Grand Prix,RUS,1,SOFT,31,21.667391304347827,30.13043478260869,0,0.0192307692307692,0,0,0,0
British Grand Prix,RUS,2,MEDIUM,24,22.00344827586207,32.03103448275862,1,0.5576923076923077,1,2,2,0
British Grand Prix,SAI,1,MEDIUM,26,22.025,31.8275,1,0.0192307692307692,0,0,0,0
British Grand Prix,SAI,2,HARD,26,21.655555555555555,29.577777777777776,1,0.5192307692307693,1,3,2,0
British Grand Prix,SAR,1,MEDIUM,29,21.85384615384616,31.107692307692307,1,0.0192307692307692,0,0,0,0
British Grand Prix,SAR,2,SOFT,23,22.021875,30.134375,1,0.5769230769230769,1,4,2,0
British Grand Prix,STR,1,MEDIUM,32,21.979166666666668,31.914583333333336,0,0.0192307692307692,0,0,0,0
British Grand Prix,STR,2,SOFT,24,22.26875,32.68125,0,0.6153846153846154,1,4,2,0
British Grand Prix,TSU,1,SOFT,14,22.71052631578948,31.757894736842104,1,0.0192307692307692,0,0,0,0
British Grand Prix,TSU,2,HARD,18,21.46666666666667,31.44074074074074,1,0.2884615384615384,1,0,1,0
British Grand Prix,TSU,3,SOFT,20,22.61764705882353,33.33529411764706,1,0.6538461538461539,0,3,0,0
British Grand Prix,VER,1,MEDIUM,33,21.678,30.934,1,0.0192307692307692,1,1,1,0
British Grand Prix,VER,2,SOFT,22,22.496666666666663,32.36666666666667,0,0.75,0,0,0,0
British Grand Prix,ZHO,1,MEDIUM,24,21.51428571428572,29.042857142857144,1,0.0192307692307692,0,0,0,0
British Grand Prix,ZHO,2,HARD,9,22.84210526315789,36.17368421052631,1,0.4807692307692308,1,1,2,0
British Grand Prix,ZHO,3,SOFT,2,24.077777777777776,34.94444444444444,1,0.6730769230769231,0,1,0,0
British Grand Prix,ZHO,4,SOFT,19,22.485714285714284,32.938095238095244,0,0.7307692307692307,0,1,0,0
Canadian Grand Prix,ALB,1,MEDIUM,13,19.06551724137931,29.475862068965515,0,0.0142857142857142,4,1,5,0
Canadian Grand Prix,ALB,2,HARD,58,18.56756756756757,28.389189189189192,1,0.1857142857142857,6,9,3,0
Canadian Grand Prix,ALO,1,MEDIUM,12,19.48,31.196,1,0.0142857142857142,4,1,1,0
Canadian Grand Prix,ALO,2,HARD,29,18.659574468085108,28.138297872340427,0,0.2,8,5,2,0
Canadian Grand Prix,ALO,3,HARD,29,18.297727272727272,26.568181818181817,1,0.6,1,11,0,0
Canadian Grand Prix,BOT,1,HARD,36,19.319607843137256,31.29803921568628,1,0.0142857142857142,6,5,4,0
Canadian Grand Prix,BOT,2,MEDIUM,34,17.96153846153846,25.89423076923077,1,0.5285714285714286,4,2,4,0
Canadian Grand Prix,DEV,1,MEDIUM,11,19.424,30.8,1,0.0142857142857142,2,0,4,0
Canadian Grand Prix,DEV,2,HARD,39,18.63859649122807,28.54561403508772,1,0.1714285714285714,6,9,4,0
Canadian Grand Prix,DEV,3,HARD,19,19.1625,28.47083333333333,1,0.7285714285714285,0,0,0,0
Canadian Grand Prix,GAS,1,SOFT,10,18.926315789473687,27.79736842105263,1,0.0142857142857142,4,1,6,0
Canadian Grand Prix,GAS,2,HARD,23,19.54615384615385,32.03846153846154,0,0.1571428571428571,2,8,0,0
Canadian Grand Prix,GAS,3,HARD,37,20.09803921568628,30.764705882352946,1,0.4857142857142857,3,0,1,0
Canadian Grand Prix,HAM,1,MEDIUM,12,20.34,32.46,1,0.0142857142857142,6,5,2,0
Canadian Grand Prix,HAM,2,HARD,28,18.45853658536585,27.882926829268293,1,0.2,6,3,1,0
Canadian Grand Prix,HAM,3,MEDIUM,30,18.93421052631579,28.26842105263158,1,0.5857142857142857,0,4,0,0
Canadian Grand Prix,HUL,1,MEDIUM,11,18.989655172413794,29.48275862068965,1,0.0142857142857142,5,0,2,0
Canadian Grand Prix,HUL,2,HARD,20,18.05,27.153125,1,0.1714285714285714,6,6,2,0
Canadian Grand Prix,HUL,3,HARD,38,18.433333333333334,27.697916666666668,1,0.4571428571428571,2,4,0,0
Canadian Grand Prix,LEC,1,MEDIUM,39,18.374137931034483,28.936206896551724,1,0.0142857142857142,9,7,2,0
Canadian Grand Prix,LEC,2,HARD,31,18.627777777777776,26.996296296296297,1,0.5714285714285714,4,2,2,0
Canadian Grand Prix,MAG,1,HARD,34,18.93529411764706,30.2921568627451,1,0.0142857142857142,5,5,4,0
Canadian Grand Prix,MAG,2,MEDIUM,18,18.40625,26.8875,1,0.5142857142857142,2,1,3,0
Canadian Grand Prix,MAG,3,MEDIUM,16,17.923333333333336,25.08,1,0.7714285714285715,0,5,0,0
Canadian Grand Prix,NOR,1,MEDIUM,12,19.588,31.408,1,0.0142857142857142,5,1,2,0
Canadian Grand Prix,NOR,2,HARD,23,17.530952380952378,25.428571428571427,1,0.1857142857142857,8,6,2,0
Canadian Grand Prix,NOR,3,HARD,36,18.738636363636363,28.420454545454547,0,0.5142857142857142,1,4,0,0
Canadian Grand Prix,OCO,1,MEDIUM,12,19.874193548387098,31.34193548387097,1,0.0142857142857142,6,3,2,0
Canadian Grand Prix,OCO,2,HARD,24,18.38157894736842,27.628947368421056,1,0.1857142857142857,7,6,2,0
Canadian Grand Prix,OCO,3,HARD,34,18.97567567567568,29.178378378378376,1,0.5285714285714286,0,3,0,0
Canadian Grand Prix,PER,1,HARD,37,19.048076923076923,30.609615384615385,1,0.0142857142857142,6,5,3,0
Canadian Grand Prix,PER,2,MEDIUM,31,17.879591836734694,25.618367346938776,1,0.5428571428571428,4,4,4,0
Canadian Grand Prix,PER,3,SOFT,2,17.18,22.09,1,0.9857142857142858,0,4,0,0
Canadian Grand Prix,PIA,1,MEDIUM,12,19.7448275862069,31.33103448275862,1,0.0142857142857142,5,1,2,0
Canadian Grand Prix,PIA,2,HARD,25,17.871739130434783,26.2,1,0.1857142857142857,9,9,2,0
Canadian Grand Prix,PIA,3,HARD,33,18.27173913043478,26.93260869565217,0,0.5428571428571428,0,5,0,0
Canadian Grand Prix,RUS,1,MEDIUM,11,20.693103448275863,33.13448275862069,1,0.0142857142857142,5,5,2,0
Canadian Grand Prix,RUS,2,HARD,41,18.64181818181818,28.605454545454545,1,0.1857142857142857,4,4,1,0
Canadian Grand Prix,SAI,1,MEDIUM,38,18.60333333333333,29.34333333333333,1,0.0142857142857142,8,7,5,0
Canadian Grand Prix,SAI,2,HARD,32,19.06382978723404,28.274468085106385,1,0.5571428571428572,2,1,3,0
Canadian Grand Prix,SAR,1,MEDIUM,6,18.47777777777777,27.29259259259259,1,0.0142857142857142,2,0,0,0
Canadian Grand Prix,STR,1,MEDIUM,11,18.880000000000003,30.095,1,0.0142857142857142,1,0,2,0
Canadian Grand Prix,STR,2,HARD,16,18.20833333333333,26.86111111111111,0,0.1714285714285714,5,6,6,0
Canadian Grand Prix,STR,3,HARD,43,18.666666666666668,28.080701754385963,1,0.4,2,6,0,0
Canadian Grand Prix,TSU,1,MEDIUM,1,19.9,30.3,1,0.0142857142857142,1,0,2,0
Canadian Grand Prix,TSU,2,HARD,34,18.51538461538461,28.64423076923077,1,0.0285714285714285,8,10,4,0
Canadian Grand Prix,VER,1,MEDIUM,12,19.552,31.344,1,0.0142857142857142,5,1,2,0
Canadian Grand Prix,VER,2,HARD,30,18.053061224489795,26.79387755102041,1,0.2,8,5,2,0
Canadian Grand Prix,VER,3,MEDIUM,28,18.34210526315789,27.057894736842105,1,0.6142857142857143,0,5,0,0
Canadian Grand Prix,ZHO,1,MEDIUM,12,20.05185185185185,32.4,1,0.0142857142857142,3,1,4,0
Canadian Grand Prix,ZHO,2,HARD,20,18.01578947368421,26.56578947368421,1,0.1857142857142857,5,8,3,0
Canadian Grand Prix,ZHO,3,HARD,37,18.45098039215686,27.53529411764706,1,0.4714285714285714,2,4,1,0
Dutch Grand Prix,ALB,1,SOFT,44,17.462745098039218,27.24705882352941,1,0.0138888888888888,1,6,0,0
Dutch Grand Prix,ALB,2,MEDIUM,17,18.204545454545453,28.29090909090909,1,0.625,0,0,0,0
Dutch Grand Prix,ALB,3,INTERMEDIATE,7,20.25454545454545,33.36363636363637,0,0.8611111111111112,3,6,1,1
Dutch Grand Prix,ALB,5,INTERMEDIATE,14,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,ALO,1,SOFT,2,18.6,29.9,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,ALO,2,INTERMEDIATE,8,18.025,27.950000000000003,1,0.0416666666666666,0,0,0,0
Dutch Grand Prix,ALO,3,SOFT,38,17.41904761904762,27.62142857142857,1,0.1527777777777778,1,6,0,0
Dutch Grand Prix,ALO,4,SOFT,15,18.685714285714283,29.3904761904762,0,0.6805555555555556,1,6,0,0
Dutch Grand Prix,ALO,5,INTERMEDIATE,5,17.1,24.35,0,0.8611111111111112,1,0,1,0
Dutch Grand Prix,ALO,6,INTERMEDIATE,14,15.814285714285717,19.27142857142857,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,BOT,1,SOFT,16,16.86470588235294,25.49411764705882,1,0.0138888888888888,2,1,0,0
Dutch Grand Prix,BOT,2,MEDIUM,31,17.943589743589744,28.446153846153848,1,0.2361111111111111,0,5,0,0
Dutch Grand Prix,BOT,3,SOFT,12,17.630769230769232,26.57692307692308,1,0.6666666666666666,0,0,0,0
Dutch Grand Prix,BOT,4,INTERMEDIATE,4,19.51,31.21,1,0.8333333333333334,4,4,1,1
Dutch Grand Prix,BOT,6,INTERMEDIATE,9,15.8,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,GAS,1,SOFT,1,20.666666666666668,32.325,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,GAS,2,INTERMEDIATE,16,18.44117647058824,29.435294117647057,0,0.0277777777777777,1,5,0,0
Dutch Grand Prix,GAS,3,SOFT,35,17.74186046511628,28.32325581395349,1,0.1666666666666666,1,6,0,0
Dutch Grand Prix,GAS,4,SOFT,14,17.37142857142857,26.17142857142857,1,0.6527777777777778,0,0,0,0
Dutch Grand Prix,GAS,5,INTERMEDIATE,3,17.1,24.46666666666667,1,0.8472222222222222,2,0,1,0
Dutch Grand Prix,GAS,6,INTERMEDIATE,12,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,HAM,1,MEDIUM,3,19.845454545454547,30.88181818181818,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,HAM,2,INTERMEDIATE,6,18.24,28.25,1,0.0555555555555555,0,0,0,0
Dutch Grand Prix,HAM,3,SOFT,36,16.977777777777778,26.605555555555554,1,0.1388888888888889,2,6,0,0
Dutch Grand Prix,HAM,4,SOFT,15,18.265,28.545,1,0.6388888888888888,0,2,0,0
Dutch Grand Prix,HAM,5,INTERMEDIATE,9,17.1,24.46666666666667,0,0.8472222222222222,2,0,1,0
Dutch Grand Prix,HAM,6,INTERMEDIATE,14,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,HUL,1,SOFT,16,17.891304347826086,27.230434782608693,1,0.0138888888888888,2,1,0,0
Dutch Grand Prix,HUL,2,MEDIUM,32,17.36470588235294,27.685294117647057,1,0.2361111111111111,0,5,0,0
Dutch Grand Prix,HUL,3,SOFT,12,17.576923076923077,26.46923076923077,1,0.6805555555555556,0,0,0,0
Dutch Grand Prix,HUL,4,INTERMEDIATE,6,17.066666666666666,23.933333333333334,0,0.8472222222222222,2,0,1,1
Dutch Grand Prix,HUL,6,INTERMEDIATE,13,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,LAW,1,SOFT,1,17.5,28.6,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,LAW,2,INTERMEDIATE,14,16.544444444444444,24.85555555555556,0,0.0277777777777777,0,0,0,0
Dutch Grand Prix,LAW,3,SOFT,7,16.62857142857143,25.014285714285712,1,0.1527777777777778,2,2,0,0
Dutch Grand Prix,LAW,4,MEDIUM,29,17.106896551724137,27.155172413793103,1,0.25,0,4,0,0
Dutch Grand Prix,LAW,5,SOFT,13,17.361538461538462,26.09230769230769,1,0.6527777777777778,0,0,0,0
Dutch Grand Prix,LAW,6,INTERMEDIATE,3,17.1,24.566666666666663,1,0.8333333333333334,1,0,0,0
Dutch Grand Prix,LAW,8,INTERMEDIATE,16,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,LEC,1,SOFT,1,20.47777777777777,31.8,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,LEC,2,INTERMEDIATE,10,18.28125,29.13125,1,0.0277777777777777,2,1,0,0
Dutch Grand Prix,LEC,3,SOFT,30,17.818421052631578,28.68684210526316,1,0.1666666666666666,2,10,0,0
Dutch Grand Prix,MAG,1,SOFT,1,19.96,30.62,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,MAG,2,INTERMEDIATE,8,18.23846153846154,27.884615384615383,1,0.0277777777777777,0,0,0,0
Dutch Grand Prix,MAG,3,SOFT,26,17.40344827586207,27.78620689655172,1,0.1388888888888889,1,6,0,0
Dutch Grand Prix,MAG,4,MEDIUM,25,17.660714285714285,26.760714285714283,1,0.5,1,1,0,0
Dutch Grand Prix,MAG,5,INTERMEDIATE,2,19.1,30.3,1,0.8472222222222222,1,2,0,0
Dutch Grand Prix,MAG,7,INTERMEDIATE,12,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,NOR,1,SOFT,3,17.3,28.066666666666663,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,NOR,2,INTERMEDIATE,7,16.4,24.31428571428572,1,0.0555555555555555,0,0,0,0
Dutch Grand Prix,NOR,3,SOFT,33,17.096969696969698,26.98181818181818,0,0.1527777777777778,1,6,0,0
Dutch Grand Prix,NOR,4,SOFT,21,17.557894736842105,26.542105263157897,0,0.5972222222222222,0,0,0,0
Dutch Grand Prix,NOR,5,INTERMEDIATE,7,18.15,26.85,0,0.8472222222222222,2,0,1,1
Dutch Grand Prix,NOR,7,INTERMEDIATE,20,16.4875,21.3375,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,OCO,1,SOFT,2,20.392307692307693,32.04615384615385,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,OCO,2,INTERMEDIATE,8,18.246153846153845,28.976923076923075,1,0.0416666666666666,1,3,0,0
Dutch Grand Prix,OCO,3,SOFT,33,17.823809523809523,28.566666666666663,1,0.1527777777777778,1,8,0,0
Dutch Grand Prix,OCO,4,SOFT,18,17.355555555555558,26.12222222222222,1,0.6111111111111112,0,0,0,0
Dutch Grand Prix,OCO,5,WET,2,17.05,23.55,1,0.8611111111111112,2,0,1,1
Dutch Grand Prix,OCO,7,INTERMEDIATE,9,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,PER,1,SOFT,1,20.60909090909091,32.20909090909091,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,PER,2,INTERMEDIATE,11,17.98125,28.2625,1,0.0277777777777777,1,2,0,0
Dutch Grand Prix,PER,3,SOFT,33,17.778048780487804,28.48048780487805,1,0.1805555555555555,1,9,0,0
Dutch Grand Prix,PER,4,SOFT,16,17.386666666666667,26.25333333333333,0,0.6388888888888888,0,0,0,0
Dutch Grand Prix,PER,5,INTERMEDIATE,9,17.1,24.46666666666667,0,0.8472222222222222,1,0,1,0
Dutch Grand Prix,PER,7,INTERMEDIATE,15,15.814285714285717,19.27142857142857,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,PIA,1,SOFT,15,16.62666666666667,25.133333333333333,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,PIA,2,SOFT,31,17.083870967741937,27.048387096774192,1,0.2222222222222222,1,6,0,0
Dutch Grand Prix,PIA,3,MEDIUM,14,18.69090909090909,29.245454545454542,1,0.6527777777777778,0,0,0,0
Dutch Grand Prix,PIA,4,INTERMEDIATE,8,19.89090909090909,32.27272727272727,0,0.8472222222222222,3,5,1,1
Dutch Grand Prix,PIA,6,INTERMEDIATE,13,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,RUS,1,SOFT,4,19.21,29.73,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,RUS,2,INTERMEDIATE,6,18.7,29.23333333333333,1,0.0694444444444444,0,0,0,0
Dutch Grand Prix,RUS,3,SOFT,6,16.566666666666666,24.8,1,0.1527777777777778,2,1,0,0
Dutch Grand Prix,RUS,4,HARD,44,17.69607843137255,27.97450980392157,1,0.2361111111111111,0,10,0,0
Dutch Grand Prix,RUS,5,INTERMEDIATE,15,17.1,24.46666666666667,0,0.8472222222222222,2,0,1,1
Dutch Grand Prix,RUS,7,INTERMEDIATE,9,15.85,19.55,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,RUS,8,INTERMEDIATE,11,15.76,19.08,0,0.9444444444444444,0,0,0,0
Dutch Grand Prix,SAI,1,SOFT,2,17.5,29.0,1,0.0138888888888888,0,0,0,0
Dutch Grand Prix,SAI,2,INTERMEDIATE,8,16.4875,24.7625,1,0.0416666666666666,0,0,0,0
Dutch Grand Prix,SAI,3,SOFT,31,16.967741935483872,26.816129032258065,1,0.1527777777777778,1,6,0,0
Dutch Grand Prix,SAI,4,SOFT,21,17.33157894736842,26.042105263157897,0,0.5833333333333334,0,0,0,0
Dutch Grand Prix,SAI,5,INTERMEDIATE,18,17.1,24.46666666666667,0,0.8472222222222222,2,0,1,0
Dutch Grand Prix,SAI,6,INTERMEDIATE,12,15.814285714285717,19.25714285714286,0,0.9166666666666666,0,1,0,0
Dutch Grand Prix,SAR,1,SOFT,14,18.282608695652176,27.95652173913044,1,0.0138888888888888,0,0,0,0
