Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,Team,Position,DriverTime,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber,Session,Date,GP,TrackStatus,Year
ALB,23,3,2,MEDIUM,3,0,96.216,30.47,41.812,23.934,Williams,,0 days 00:29:46.931000,0 days 00:29:34.016000,27.0,12.0,1017.2,False,41.1,10.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,4,2,MEDIUM,4,0,137.05,42.034,63.859,31.157,Williams,,0 days 00:32:03.981000,0 days 00:31:34.045000,27.3,12.0,1017.4,False,41.1,341.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,5,2,MEDIUM,5,0,97.024,31.111,41.787,24.126,Williams,,0 days 00:33:41.005000,0 days 00:33:34.043000,27.2,13.0,1017.4,False,41.0,342.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,6,2,MEDIUM,6,0,126.27,37.96,52.041,36.269,Williams,,0 days 00:35:47.275000,0 days 00:35:34.056000,27.0,13.0,1017.4,False,40.9,342.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,8,3,MEDIUM,8,0,96.859,30.984,41.838,24.037,Williams,,0 days 00:40:44.820000,0 days 00:40:34.067000,27.1,13.0,1017.2,False,40.8,344.0,3.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,9,3,MEDIUM,9,0,125.244,37.106,57.217,30.921,Williams,,0 days 00:42:50.064000,0 days 00:42:34.064000,27.1,13.0,1017.2,False,40.4,357.0,3.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,11,4,MEDIUM,2,1,96.018,30.409,41.571,24.038,Williams,,0 days 01:11:34.267000,0 days 01:11:34.080000,26.5,12.0,1017.4,False,38.9,344.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,13,4,MEDIUM,4,1,97.744,30.341,41.753,25.65,Williams,,0 days 01:15:45.235000,0 days 01:15:34.076000,26.5,12.0,1017.4,False,38.6,328.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALB,23,14,4,MEDIUM,5,1,135.731,37.663,54.082,43.986,Williams,,0 days 01:18:00.966000,0 days 01:17:34.073000,26.5,13.0,1017.4,False,38.4,351.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,2,1,MEDIUM,2,1,95.048,30.462,40.896,23.69,Aston Martin,,0 days 00:19:50.339000,0 days 00:19:33.980000,27.3,11.0,1017.2,False,41.7,350.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,21.0,2023.0
ALO,14,3,1,MEDIUM,3,1,130.847,38.218,61.227,31.402,Aston Martin,,0 days 00:22:01.186000,0 days 00:21:33.978000,27.4,12.0,1017.2,False,41.4,353.0,2.9,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,4,1,MEDIUM,4,1,95.375,30.239,40.943,24.193,Aston Martin,,0 days 00:23:36.561000,0 days 00:23:33.991000,27.3,12.0,1017.4,False,41.2,354.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,6,1,MEDIUM,6,1,94.867,30.309,40.789,23.769,Aston Martin,,0 days 00:27:32.296000,0 days 00:26:34.004000,27.3,12.0,1017.4,False,41.3,351.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,7,1,MEDIUM,7,1,118.655,36.513,50.169,31.973,Aston Martin,,0 days 00:29:30.951000,0 days 00:28:34.002000,27.2,12.0,1017.4,False,41.1,334.0,2.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,9,2,MEDIUM,9,0,96.006,30.368,41.514,24.124,Aston Martin,,0 days 00:42:45.150000,0 days 00:42:34.064000,27.1,13.0,1017.2,False,40.4,357.0,3.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,10,2,MEDIUM,10,0,119.789,38.873,53.448,27.468,Aston Martin,,0 days 00:44:44.939000,0 days 00:44:34.078000,27.0,13.0,1017.2,False,40.3,21.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,11,2,MEDIUM,11,0,95.301,30.38,41.084,23.837,Aston Martin,,0 days 00:46:20.240000,0 days 00:45:34.077000,27.0,13.0,1017.2,False,40.3,2.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,12,2,MEDIUM,12,0,135.28,38.431,65.8,31.049,Aston Martin,,0 days 00:48:35.520000,0 days 00:48:34.089000,27.0,13.0,1017.2,False,40.3,333.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,13,2,MEDIUM,13,0,95.752,30.403,41.299,24.05,Aston Martin,,0 days 00:50:11.272000,0 days 00:49:34.072000,26.9,13.0,1017.2,False,40.1,340.0,3.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,14,2,MEDIUM,14,0,108.694,35.811,43.938,28.945,Aston Martin,,0 days 00:51:59.966000,0 days 00:51:34.070000,27.0,14.0,1017.4,False,39.9,10.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,16,3,SOFT,2,1,93.196,29.654,40.156,23.386,Aston Martin,,0 days 01:04:38.572000,0 days 01:04:34.072000,26.6,12.0,1017.4,False,39.2,338.0,1.8,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,17,3,SOFT,3,1,129.389,42.675,57.925,28.789,Aston Martin,,0 days 01:06:47.961000,0 days 01:06:34.085000,26.7,12.0,1017.4,False,39.3,345.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,18,3,SOFT,4,1,124.854,41.267,56.152,27.435,Aston Martin,,0 days 01:08:52.815000,0 days 01:08:34.068000,26.7,12.0,1017.4,False,39.2,341.0,2.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,19,3,SOFT,5,1,98.177,29.857,40.311,28.009,Aston Martin,,0 days 01:10:30.992000,0 days 01:09:34.082000,26.7,12.0,1017.4,False,38.9,0.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,21,4,SOFT,7,0,122.941,34.826,47.841,40.274,Aston Martin,,0 days 01:18:37.672000,0 days 01:18:34.072000,26.5,13.0,1017.5,False,38.4,338.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
ALO,14,22,4,SOFT,8,0,138.608,64.684,43.574,30.35,Aston Martin,,0 days 01:20:56.280000,0 days 01:20:34.070000,26.3,14.0,1017.5,False,38.3,348.0,3.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,2,1,MEDIUM,2,1,125.238,35.54,55.604,34.094,Alfa Romeo,,0 days 00:19:21.511000,0 days 00:18:33.981000,27.3,11.0,1017.4,False,41.8,350.0,2.9,1.0,FP1,05-03-2023,Bahrain Grand Prix,21.0,2023.0
BOT,77,4,2,MEDIUM,4,0,97.149,31.002,41.968,24.179,Alfa Romeo,,0 days 00:28:49.439000,0 days 00:28:34.002000,27.2,12.0,1017.4,False,41.1,334.0,2.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,5,2,MEDIUM,5,0,118.804,37.482,51.715,29.607,Alfa Romeo,,0 days 00:30:48.243000,0 days 00:30:34.031000,27.2,12.0,1017.4,False,41.1,0.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,6,2,MEDIUM,6,0,98.293,31.669,42.099,24.525,Alfa Romeo,,0 days 00:32:26.536000,0 days 00:31:34.045000,27.3,12.0,1017.4,False,41.1,341.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,7,2,MEDIUM,7,0,98.325,31.759,42.158,24.408,Alfa Romeo,,0 days 00:34:04.861000,0 days 00:33:34.043000,27.2,13.0,1017.4,False,41.0,342.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,8,2,MEDIUM,8,0,98.401,31.764,42.251,24.386,Alfa Romeo,,0 days 00:35:43.262000,0 days 00:35:34.056000,27.0,13.0,1017.4,False,40.9,342.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,9,2,MEDIUM,9,0,103.744,31.751,42.278,29.715,Alfa Romeo,,0 days 00:37:27.006000,0 days 00:36:34.055000,27.1,12.0,1017.2,False,41.0,339.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,12,4,SOFT,2,1,94.689,30.14,40.78,23.769,Alfa Romeo,,0 days 00:50:20.603000,0 days 00:49:34.072000,26.9,13.0,1017.2,False,40.1,340.0,3.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,13,4,SOFT,3,1,135.588,40.307,59.879,35.402,Alfa Romeo,,0 days 00:52:36.191000,0 days 00:52:34.069000,26.9,14.0,1017.4,False,40.1,359.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,15,5,SOFT,5,0,95.475,30.483,41.084,23.908,Alfa Romeo,,0 days 00:56:50.033000,0 days 00:56:34.081000,26.7,12.0,1017.2,False,39.9,340.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,16,5,SOFT,6,0,113.905,35.394,50.504,28.007,Alfa Romeo,,0 days 00:58:43.938000,0 days 00:58:34.078000,26.7,12.0,1017.2,False,39.9,340.0,3.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,18,6,SOFT,8,0,95.212,30.367,41.056,23.789,Alfa Romeo,,0 days 01:15:37.070000,0 days 01:15:34.076000,26.5,12.0,1017.4,False,38.6,328.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
BOT,77,19,6,SOFT,9,0,134.895,36.204,56.747,41.944,Alfa Romeo,,0 days 01:17:51.965000,0 days 01:17:34.073000,26.5,13.0,1017.4,False,38.4,351.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,2,1,MEDIUM,2,1,97.839,30.995,42.307,24.537,AlphaTauri,,0 days 00:19:18.449000,0 days 00:18:33.981000,27.3,11.0,1017.4,False,41.8,350.0,2.9,1.0,FP1,05-03-2023,Bahrain Grand Prix,21.0,2023.0
DEV,21,4,1,MEDIUM,4,1,117.759,31.005,54.473,32.281,AlphaTauri,,0 days 00:23:40.175000,0 days 00:23:33.991000,27.3,12.0,1017.4,False,41.2,354.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,6,1,MEDIUM,6,1,97.493,30.998,42.263,24.232,AlphaTauri,,0 days 00:27:41.094000,0 days 00:27:34.003000,27.1,12.0,1017.4,False,41.2,338.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,7,1,MEDIUM,7,1,136.375,44.182,61.99,30.203,AlphaTauri,,0 days 00:29:57.469000,0 days 00:29:34.016000,27.0,12.0,1017.2,False,41.1,10.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,9,2,MEDIUM,9,0,119.136,30.745,58.244,30.147,AlphaTauri,,0 days 00:34:27.885000,0 days 00:33:34.043000,27.2,13.0,1017.4,False,41.0,342.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,10,2,MEDIUM,10,0,99.023,30.861,42.282,25.88,AlphaTauri,,0 days 00:36:06.908000,0 days 00:35:34.056000,27.0,13.0,1017.4,False,40.9,342.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,11,2,MEDIUM,11,0,113.583,34.369,51.468,27.746,AlphaTauri,,0 days 00:38:00.491000,0 days 00:37:34.070000,27.1,12.0,1017.2,False,41.0,338.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,13,3,SOFT,2,1,95.402,30.314,41.419,23.669,AlphaTauri,,0 days 00:48:17.824000,0 days 00:47:34.075000,27.0,13.0,1017.2,False,40.4,351.0,1.8,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,14,3,SOFT,3,1,138.107,43.749,62.227,32.131,AlphaTauri,,0 days 00:50:35.931000,0 days 00:50:34.071000,26.9,14.0,1017.2,False,39.9,349.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,15,3,SOFT,4,1,122.827,42.085,54.244,26.498,AlphaTauri,,0 days 00:52:38.758000,0 days 00:52:34.069000,26.9,14.0,1017.4,False,40.1,359.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,16,3,SOFT,5,1,96.048,30.365,41.674,24.009,AlphaTauri,,0 days 00:54:14.806000,0 days 00:53:34.068000,26.9,13.0,1017.2,False,40.0,343.0,3.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,17,3,SOFT,6,1,112.376,34.973,47.626,29.777,AlphaTauri,,0 days 00:56:07.182000,0 days 00:55:34.066000,26.8,12.0,1017.5,False,39.8,351.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,18,4,SOFT,7,0,134.901,64.908,42.866,27.127,AlphaTauri,,0 days 00:58:22.083000,0 days 00:57:34.079000,26.7,12.0,1017.2,False,39.9,340.0,3.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,20,5,MEDIUM,13,0,100.303,31.919,43.551,24.833,AlphaTauri,,0 days 01:10:08.514000,0 days 01:09:34.082000,26.7,12.0,1017.4,False,38.9,0.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,21,5,MEDIUM,14,0,100.309,31.887,43.666,24.756,AlphaTauri,,0 days 01:11:48.823000,0 days 01:11:34.080000,26.5,12.0,1017.4,False,38.9,344.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,22,5,MEDIUM,15,0,101.732,32.482,44.31,24.94,AlphaTauri,,0 days 01:13:30.555000,0 days 01:12:34.079000,26.6,12.0,1017.4,False,38.9,345.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,23,5,MEDIUM,16,0,101.007,32.057,43.826,25.124,AlphaTauri,,0 days 01:15:11.562000,0 days 01:14:34.092000,26.5,12.0,1017.5,False,38.7,341.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
DEV,21,24,5,MEDIUM,17,0,128.315,33.799,51.366,43.15,AlphaTauri,,0 days 01:17:19.877000,0 days 01:16:34.090000,26.5,13.0,1017.4,False,38.5,335.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,2,1,MEDIUM,2,1,95.84,30.422,41.541,23.877,Alpine,,0 days 00:19:41.105000,0 days 00:19:33.980000,27.3,11.0,1017.2,False,41.7,350.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,21.0,2023.0
GAS,10,4,1,MEDIUM,4,1,96.145,30.552,41.55,24.043,Alpine,,0 days 00:23:44.714000,0 days 00:23:33.991000,27.3,12.0,1017.4,False,41.2,354.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,6,1,MEDIUM,6,1,95.671,30.404,41.408,23.859,Alpine,,0 days 00:27:45.656000,0 days 00:27:34.003000,27.1,12.0,1017.4,False,41.2,338.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,7,1,MEDIUM,7,1,125.497,37.691,57.041,30.765,Alpine,,0 days 00:29:51.153000,0 days 00:29:34.016000,27.0,12.0,1017.2,False,41.1,10.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,9,2,MEDIUM,9,0,96.12,30.609,41.648,23.863,Alpine,,0 days 00:43:55.160000,0 days 00:43:34.063000,27.1,13.0,1017.4,False,40.4,359.0,2.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,11,2,MEDIUM,11,0,96.421,30.782,41.672,23.967,Alpine,,0 days 00:47:50.856000,0 days 00:47:34.075000,27.0,13.0,1017.2,False,40.4,351.0,1.8,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,13,2,MEDIUM,13,0,96.39,30.624,41.737,24.029,Alpine,,0 days 00:51:48.530000,0 days 00:51:34.070000,27.0,14.0,1017.4,False,39.9,10.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,14,2,MEDIUM,14,0,110.732,34.529,47.583,28.62,Alpine,,0 days 00:53:39.262000,0 days 00:53:34.068000,26.9,13.0,1017.2,False,40.0,343.0,3.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,16,3,MEDIUM,2,1,95.455,30.422,41.2,23.833,Alpine,,0 days 01:07:24.428000,0 days 01:06:34.085000,26.7,12.0,1017.4,False,39.3,345.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,17,3,MEDIUM,3,1,136.139,50.936,59.998,25.205,Alpine,,0 days 01:09:40.567000,0 days 01:09:34.082000,26.7,12.0,1017.4,False,38.9,0.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,18,3,MEDIUM,4,1,96.364,30.417,41.71,24.237,Alpine,,0 days 01:11:16.931000,0 days 01:10:34.081000,26.6,12.0,1017.2,False,38.9,3.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,20,3,MEDIUM,6,1,96.474,30.456,42.059,23.959,Alpine,,0 days 01:15:26.051000,0 days 01:14:34.092000,26.5,12.0,1017.5,False,38.7,341.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
GAS,10,21,3,MEDIUM,7,1,134.42,39.932,53.223,41.265,Alpine,,0 days 01:17:40.471000,0 days 01:17:34.073000,26.5,13.0,1017.4,False,38.4,351.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HAM,44,2,1,UNKNOWN,2,0,95.462,30.556,41.13,23.776,Mercedes,,0 days 00:26:20.488000,0 days 00:25:34.020000,27.3,12.0,1017.2,False,41.3,345.0,3.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,21.0,2023.0
HAM,44,5,2,MEDIUM,5,0,95.164,30.374,41.006,23.784,Mercedes,,0 days 00:33:10.481000,0 days 00:32:34.044000,27.3,13.0,1017.4,False,41.1,355.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HAM,44,8,3,MEDIUM,8,0,95.014,30.26,40.996,23.758,Mercedes,,0 days 00:40:00.489000,0 days 00:39:34.068000,27.1,13.0,1017.2,False,40.9,339.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HAM,44,9,3,MEDIUM,9,0,113.757,33.902,51.891,27.964,Mercedes,,0 days 00:41:54.246000,0 days 00:41:34.066000,27.3,13.0,1017.2,False,40.5,349.0,3.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HAM,44,11,4,MEDIUM,2,1,114.903,29.999,57.948,26.956,Mercedes,,0 days 01:05:08.012000,0 days 01:04:34.072000,26.6,12.0,1017.4,False,39.2,338.0,1.8,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HAM,44,12,4,MEDIUM,3,1,94.917,30.135,41.043,23.739,Mercedes,,0 days 01:06:42.929000,0 days 01:06:34.085000,26.7,12.0,1017.4,False,39.3,345.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HAM,44,13,4,MEDIUM,4,1,114.515,32.539,53.256,28.72,Mercedes,,0 days 01:08:37.444000,0 days 01:08:34.068000,26.7,12.0,1017.4,False,39.2,341.0,2.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,3,2,SOFT,3,0,95.865,30.589,41.3,23.976,Haas F1 Team,,0 days 00:31:53.748000,0 days 00:31:34.045000,27.3,12.0,1017.4,False,41.1,341.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,4,2,SOFT,4,0,98.746,31.654,42.777,24.315,Haas F1 Team,,0 days 00:33:32.494000,0 days 00:32:34.044000,27.3,13.0,1017.4,False,41.1,355.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,5,2,SOFT,5,0,98.478,31.531,42.648,24.299,Haas F1 Team,,0 days 00:35:10.972000,0 days 00:34:34.042000,27.0,13.0,1017.2,False,40.9,0.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,6,2,SOFT,6,0,98.566,31.612,42.586,24.368,Haas F1 Team,,0 days 00:36:49.538000,0 days 00:36:34.055000,27.1,12.0,1017.2,False,41.0,339.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,7,2,SOFT,7,0,98.579,31.52,42.682,24.377,Haas F1 Team,,0 days 00:38:28.117000,0 days 00:37:34.070000,27.1,12.0,1017.2,False,41.0,338.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,8,2,SOFT,8,0,98.789,31.661,42.709,24.419,Haas F1 Team,,0 days 00:40:06.906000,0 days 00:39:34.068000,27.1,13.0,1017.2,False,40.9,339.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,9,2,SOFT,9,0,99.447,31.645,43.346,24.456,Haas F1 Team,,0 days 00:41:46.353000,0 days 00:41:34.066000,27.3,13.0,1017.2,False,40.5,349.0,3.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,10,2,SOFT,10,0,99.128,31.666,42.78,24.682,Haas F1 Team,,0 days 00:43:25.481000,0 days 00:42:34.064000,27.1,13.0,1017.2,False,40.4,357.0,3.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,11,2,SOFT,11,0,107.112,32.083,46.601,28.428,Haas F1 Team,,0 days 00:45:12.593000,0 days 00:44:34.078000,27.0,13.0,1017.2,False,40.3,21.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,13,3,SOFT,2,1,95.043,30.047,41.203,23.793,Haas F1 Team,,0 days 01:04:04.276000,0 days 01:03:34.073000,26.6,12.0,1017.4,False,39.3,349.0,2.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,14,3,SOFT,3,1,97.95,31.404,42.225,24.321,Haas F1 Team,,0 days 01:05:42.226000,0 days 01:05:34.071000,26.6,12.0,1017.4,False,39.2,331.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,15,3,SOFT,4,1,98.138,31.473,42.418,24.247,Haas F1 Team,,0 days 01:07:20.364000,0 days 01:06:34.085000,26.7,12.0,1017.4,False,39.3,345.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,16,3,SOFT,5,1,98.013,31.236,42.494,24.283,Haas F1 Team,,0 days 01:08:58.377000,0 days 01:08:34.068000,26.7,12.0,1017.4,False,39.2,341.0,2.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,17,3,SOFT,6,1,98.21,31.285,42.423,24.502,Haas F1 Team,,0 days 01:10:36.587000,0 days 01:10:34.081000,26.6,12.0,1017.2,False,38.9,3.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,18,3,SOFT,7,1,98.679,31.506,42.676,24.497,Haas F1 Team,,0 days 01:12:15.266000,0 days 01:11:34.080000,26.5,12.0,1017.4,False,38.9,344.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,19,3,SOFT,8,1,98.713,31.427,42.768,24.518,Haas F1 Team,,0 days 01:13:53.979000,0 days 01:13:34.078000,26.6,12.0,1017.4,False,38.8,344.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,20,3,SOFT,9,1,99.141,31.555,43.014,24.572,Haas F1 Team,,0 days 01:15:33.120000,0 days 01:14:34.092000,26.5,12.0,1017.5,False,38.7,341.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,21,3,SOFT,10,1,119.891,34.566,46.318,39.007,Haas F1 Team,,0 days 01:17:33.011000,0 days 01:16:34.090000,26.5,13.0,1017.4,False,38.5,335.0,1.7,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
HUL,27,22,3,SOFT,11,1,134.709,59.81,46.949,27.95,Haas F1 Team,,0 days 01:19:47.720000,0 days 01:19:34.071000,26.4,13.0,1017.4,False,38.4,340.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
LEC,16,2,1,MEDIUM,2,1,97.694,31.382,42.09,24.222,Ferrari,,0 days 00:19:59.198000,0 days 00:19:33.980000,27.3,11.0,1017.2,False,41.7,350.0,2.5,1.0,FP1,05-03-2023,Bahrain Grand Prix,21.0,2023.0
LEC,16,4,1,MEDIUM,4,1,96.335,30.883,41.351,24.101,Ferrari,,0 days 00:24:19.155000,0 days 00:23:33.991000,27.3,12.0,1017.4,False,41.2,354.0,2.2,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
LEC,16,7,2,MEDIUM,7,0,95.991,30.638,41.406,23.947,Ferrari,,0 days 00:31:16.999000,0 days 00:30:34.031000,27.2,12.0,1017.4,False,41.1,0.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
LEC,16,8,2,MEDIUM,8,0,130.861,39.58,62.817,28.464,Ferrari,,0 days 00:33:27.860000,0 days 00:32:34.044000,27.3,13.0,1017.4,False,41.1,355.0,2.4,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
LEC,16,10,3,MEDIUM,2,1,94.257,30.083,40.519,23.655,Ferrari,,0 days 01:01:09.701000,0 days 01:00:34.076000,26.6,12.0,1017.2,False,39.9,340.0,3.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
LEC,16,13,4,MEDIUM,5,0,100.966,30.176,43.176,27.614,Ferrari,,0 days 01:07:52.193000,0 days 01:07:34.069000,26.7,11.0,1017.4,False,39.3,349.0,1.8,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
LEC,16,15,5,MEDIUM,7,0,99.07,31.593,42.964,24.513,Ferrari,,0 days 01:15:30.023000,0 days 01:14:34.092000,26.5,12.0,1017.5,False,38.7,341.0,2.0,1.0,FP1,05-03-2023,Bahrain Grand Prix,1.0,2023.0
