Driver,DriverNumber,LapNumber,Stint,Compound,TyreLife,FreshTyre,LapTime,Sector1Time,Sector2Time,Sector3Time,Team,Position,DriverTime,WeatherTime,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,RoundNumber,Session,Date,GP,TrackStatus,Year
PIA,81,3,1,MEDIUM,3,1,124.169,48.588,28.234,47.347,McLaren,13.0,0 days 01:08:27.334000,0 days 01:07:35.812000,17.6,52.0,1018.5,False,34.3,29.0,1.5,3.0,R,02-04-2023,Australian Grand Prix,41.0,2023.0
PIA,81,4,1,MEDIUM,4,1,85.428,30.0,18.948,36.48,McLaren,13.0,0 days 01:09:52.762000,0 days 01:09:35.811000,17.8,52.0,1018.5,False,34.3,264.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,5,2,SOFT,1,1,99.085,41.183,20.02,37.882,McLaren,,0 days 00:30:40.423000,0 days 00:30:19.292000,15.2,52.0,1019.0,False,22.9,135.0,1.2,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,5,1,MEDIUM,5,1,84.996,29.732,18.729,36.535,McLaren,13.0,0 days 01:11:17.758000,0 days 01:10:35.810000,17.8,52.0,1018.5,False,34.0,163.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,6,2,SOFT,2,1,100.162,30.185,19.761,50.216,McLaren,,0 days 00:32:20.585000,0 days 00:32:19.306000,15.3,52.0,1018.9,False,23.1,128.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,6,1,MEDIUM,6,1,84.052,29.532,18.493,36.027,McLaren,13.0,0 days 01:12:41.810000,0 days 01:12:35.824000,17.8,51.0,1018.5,False,33.7,140.0,1.1,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,7,2,SOFT,3,1,79.203,27.455,17.914,33.834,McLaren,,0 days 00:33:39.788000,0 days 00:33:19.321000,15.3,51.0,1018.7,False,23.2,49.0,1.0,3.0,Q,02-04-2023,Australian Grand Prix,124.0,2023.0
PIA,81,7,1,MEDIUM,7,1,101.556,29.08,25.003,47.473,McLaren,11.0,0 days 01:14:23.366000,0 days 01:13:35.824000,17.8,51.0,1018.5,False,33.7,155.0,1.8,3.0,R,02-04-2023,Australian Grand Prix,124.0,2023.0
PIA,81,8,2,SOFT,4,1,122.726,40.234,23.788,58.704,McLaren,,0 days 00:35:42.514000,0 days 00:35:19.319000,15.4,49.0,1018.9,False,23.6,150.0,2.0,3.0,Q,02-04-2023,Australian Grand Prix,451.0,2023.0
PIA,81,9,2,SOFT,5,1,78.702,27.306,17.894,33.502,McLaren,,0 days 00:37:01.216000,0 days 00:36:19.319000,15.4,49.0,1018.9,False,23.7,142.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,10,2,SOFT,6,1,138.607,41.492,22.889,74.226,McLaren,,0 days 00:39:19.823000,0 days 00:39:19.332000,15.6,47.0,1018.9,False,23.9,115.0,0.8,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,10,2,HARD,2,1,91.821,35.008,19.283,37.53,McLaren,11.0,0 days 01:37:22.575000,0 days 01:36:35.823000,18.0,52.0,1018.4,False,32.9,161.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,11,2,SOFT,7,1,78.517,27.289,17.865,33.363,McLaren,,0 days 00:40:38.340000,0 days 00:40:19.316000,15.7,47.0,1018.9,False,23.9,27.0,1.2,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,11,2,HARD,3,1,85.221,29.787,18.968,36.466,McLaren,11.0,0 days 01:38:47.796000,0 days 01:38:35.822000,18.0,51.0,1018.5,False,33.0,74.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,12,2,HARD,4,1,83.759,29.464,18.371,35.924,McLaren,11.0,0 days 01:40:11.555000,0 days 01:39:35.821000,18.0,51.0,1018.4,False,33.0,141.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,13,2,HARD,5,1,83.496,28.937,18.449,36.11,McLaren,11.0,0 days 01:41:35.051000,0 days 01:40:35.821000,18.0,52.0,1018.4,False,32.9,140.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,14,2,HARD,6,1,83.56,29.12,18.294,36.146,McLaren,11.0,0 days 01:42:58.611000,0 days 01:42:35.835000,18.0,50.0,1018.5,False,32.8,128.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,15,2,HARD,7,1,85.236,30.147,18.353,36.736,McLaren,11.0,0 days 01:44:23.847000,0 days 01:43:35.850000,18.1,51.0,1018.2,False,32.5,155.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,16,2,HARD,8,1,83.558,29.004,18.597,35.957,McLaren,11.0,0 days 01:45:47.405000,0 days 01:45:35.848000,18.1,51.0,1018.5,False,32.2,80.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,17,2,HARD,9,1,83.229,29.004,18.294,35.931,McLaren,10.0,0 days 01:47:10.634000,0 days 01:46:35.832000,17.9,50.0,1018.4,False,32.1,142.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,18,2,HARD,10,1,106.859,32.457,26.105,48.297,McLaren,10.0,0 days 01:48:57.493000,0 days 01:48:35.909000,18.0,51.0,1018.4,False,32.3,134.0,1.7,3.0,R,02-04-2023,Australian Grand Prix,16.0,2023.0
PIA,81,19,2,HARD,11,1,98.081,39.843,22.275,35.963,McLaren,10.0,0 days 01:50:35.574000,0 days 01:49:35.861000,17.9,51.0,1018.5,False,32.0,343.0,1.5,3.0,R,02-04-2023,Australian Grand Prix,671.0,2023.0
PIA,81,20,2,HARD,12,1,83.051,28.88,18.322,35.849,McLaren,10.0,0 days 01:51:58.625000,0 days 01:51:35.860000,17.9,51.0,1018.4,False,31.7,251.0,1.3,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,21,2,HARD,13,1,83.996,28.906,18.251,36.839,McLaren,10.0,0 days 01:53:22.621000,0 days 01:52:35.875000,17.8,54.0,1018.2,False,31.7,147.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,22,2,HARD,14,1,83.854,29.28,18.272,36.302,McLaren,11.0,0 days 01:54:46.475000,0 days 01:54:35.873000,17.8,53.0,1018.2,False,31.7,120.0,1.7,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,23,2,HARD,15,1,83.2,28.952,18.298,35.95,McLaren,11.0,0 days 01:56:09.675000,0 days 01:55:35.888000,17.8,53.0,1018.2,False,31.7,141.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,24,2,HARD,16,1,83.796,28.987,18.117,36.692,McLaren,11.0,0 days 01:57:33.471000,0 days 01:56:35.888000,17.7,55.0,1018.2,False,31.7,164.0,1.5,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,25,2,HARD,17,1,83.478,28.945,18.383,36.15,McLaren,11.0,0 days 01:58:56.949000,0 days 01:58:35.902000,17.7,53.0,1018.2,False,31.6,148.0,2.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,26,2,HARD,18,1,84.327,29.151,18.293,36.883,McLaren,12.0,0 days 02:00:21.276000,0 days 01:59:35.917000,17.7,52.0,1018.2,False,31.4,148.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,27,2,HARD,19,1,82.995,28.839,18.263,35.893,McLaren,12.0,0 days 02:01:44.271000,0 days 02:01:35.947000,17.8,54.0,1018.4,False,31.4,323.0,1.3,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,28,2,HARD,20,1,82.825,28.798,18.262,35.765,McLaren,12.0,0 days 02:03:07.096000,0 days 02:02:35.946000,17.7,54.0,1018.2,False,31.1,147.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,29,2,HARD,21,1,82.635,29.1,18.25,35.285,McLaren,11.0,0 days 02:04:29.731000,0 days 02:03:35.945000,17.7,54.0,1018.2,False,31.1,156.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,30,2,HARD,22,1,83.083,28.938,18.635,35.51,McLaren,11.0,0 days 02:05:52.814000,0 days 02:05:35.960000,17.8,54.0,1018.2,False,31.0,152.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,31,2,HARD,23,1,82.662,28.791,18.574,35.297,McLaren,11.0,0 days 02:07:15.476000,0 days 02:06:35.943000,17.9,54.0,1018.4,False,30.9,91.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,32,2,HARD,24,1,82.855,28.986,18.607,35.262,McLaren,11.0,0 days 02:08:38.331000,0 days 02:08:35.942000,17.9,53.0,1018.2,False,30.8,0.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,33,2,HARD,25,1,82.431,28.839,18.564,35.028,McLaren,11.0,0 days 02:10:00.762000,0 days 02:09:35.957000,18.0,53.0,1018.2,False,30.7,144.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,34,2,HARD,26,1,82.504,28.765,18.546,35.193,McLaren,11.0,0 days 02:11:23.266000,0 days 02:10:35.940000,17.9,54.0,1018.0,False,30.7,326.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,35,2,HARD,27,1,82.471,28.735,18.608,35.128,McLaren,11.0,0 days 02:12:45.737000,0 days 02:12:35.939000,17.9,55.0,1018.2,False,30.6,118.0,1.3,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,36,2,HARD,28,1,82.473,28.813,18.518,35.142,McLaren,11.0,0 days 02:14:08.210000,0 days 02:13:35.954000,17.8,55.0,1018.2,False,30.4,135.0,1.3,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,37,2,HARD,29,1,82.346,28.634,18.554,35.158,McLaren,11.0,0 days 02:15:30.556000,0 days 02:14:35.938000,17.8,55.0,1018.4,False,30.2,155.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,38,2,HARD,30,1,82.316,28.688,18.589,35.039,McLaren,11.0,0 days 02:16:52.872000,0 days 02:16:35.952000,17.9,55.0,1018.2,False,30.2,0.0,1.1,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,39,2,HARD,31,1,82.512,28.81,18.685,35.017,McLaren,11.0,0 days 02:18:15.384000,0 days 02:17:35.951000,17.8,55.0,1018.2,False,30.1,144.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,40,2,HARD,32,1,82.003,28.663,18.52,34.82,McLaren,11.0,0 days 02:19:37.387000,0 days 02:19:35.950000,17.6,56.0,1018.2,False,29.9,0.0,1.5,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,41,2,HARD,33,1,81.931,28.517,18.498,34.916,McLaren,11.0,0 days 02:20:59.318000,0 days 02:20:35.949000,17.6,56.0,1018.2,False,29.9,146.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,42,2,HARD,34,1,82.101,28.684,18.511,34.906,McLaren,11.0,0 days 02:22:21.419000,0 days 02:21:35.964000,17.6,57.0,1018.2,False,29.9,0.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,43,2,HARD,35,1,82.218,28.634,18.496,35.088,McLaren,11.0,0 days 02:23:43.637000,0 days 02:23:35.994000,17.6,57.0,1018.2,False,29.6,0.0,1.7,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,44,2,HARD,36,1,81.697,28.597,18.401,34.699,McLaren,11.0,0 days 02:25:05.334000,0 days 02:24:36.025000,17.6,57.0,1018.2,False,29.6,136.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,45,2,HARD,37,1,81.707,28.444,18.486,34.777,McLaren,11.0,0 days 02:26:27.041000,0 days 02:25:36.008000,17.5,57.0,1018.2,False,29.2,0.0,1.1,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,46,2,HARD,38,1,81.652,28.488,18.449,34.715,McLaren,11.0,0 days 02:27:48.693000,0 days 02:27:36.007000,17.5,58.0,1018.4,False,29.4,140.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,47,2,HARD,39,1,81.669,28.518,18.397,34.754,McLaren,11.0,0 days 02:29:10.362000,0 days 02:28:36.006000,17.5,57.0,1018.2,False,29.2,151.0,1.7,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,48,2,HARD,40,1,81.686,28.552,18.496,34.638,McLaren,11.0,0 days 02:30:32.048000,0 days 02:29:36.068000,17.5,57.0,1018.2,False,29.2,126.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,49,2,HARD,41,1,81.525,28.394,18.467,34.664,McLaren,11.0,0 days 02:31:53.573000,0 days 02:31:36.035000,17.5,57.0,1018.2,False,29.2,160.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,50,2,HARD,42,1,81.752,28.522,18.478,34.752,McLaren,11.0,0 days 02:33:15.325000,0 days 02:32:36.035000,17.5,56.0,1018.2,False,29.1,106.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,51,2,HARD,43,1,81.737,28.411,18.485,34.841,McLaren,11.0,0 days 02:34:37.062000,0 days 02:34:36.096000,17.5,56.0,1018.2,False,28.9,61.0,1.3,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,52,2,HARD,44,1,81.683,28.577,18.388,34.718,McLaren,11.0,0 days 02:35:58.745000,0 days 02:35:36.048000,17.5,56.0,1018.2,False,28.7,0.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
PIA,81,53,2,HARD,45,1,81.335,28.297,18.364,34.674,McLaren,11.0,0 days 02:37:20.080000,0 days 02:36:36.032000,17.5,55.0,1018.2,False,28.9,113.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,12.0,2023.0
PIA,81,54,2,HARD,46,1,122.932,35.818,26.293,60.821,McLaren,11.0,0 days 02:39:23.012000,0 days 02:38:36.046000,17.5,55.0,1018.2,False,28.9,154.0,1.6,3.0,R,02-04-2023,Australian Grand Prix,14.0,2023.0
RUS,63,1,1,SOFT,1,1,107.551,45.619,19.559,42.373,Mercedes,,0 days 00:20:29.309000,0 days 00:20:19.252000,14.9,55.0,1018.9,False,22.2,352.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,124.0,2023.0
RUS,63,1,1,MEDIUM,1,1,97.854,,18.88,44.614,Mercedes,1.0,0 days 01:03:54.954000,0 days 01:03:35.815000,17.4,52.0,1018.5,False,34.4,0.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,124.0,2023.0
RUS,63,2,1,MEDIUM,2,1,133.298,49.471,31.958,51.869,Mercedes,1.0,0 days 01:06:08.252000,0 days 01:05:35.814000,17.6,53.0,1018.5,False,34.1,186.0,0.5,3.0,R,02-04-2023,Australian Grand Prix,4.0,2023.0
RUS,63,3,2,SOFT,3,0,91.934,35.238,19.918,36.778,Mercedes,,0 days 00:30:54.668000,0 days 00:30:19.292000,15.2,52.0,1019.0,False,22.9,135.0,1.2,3.0,Q,02-04-2023,Australian Grand Prix,41.0,2023.0
RUS,63,3,1,MEDIUM,3,1,132.017,46.537,29.752,55.728,Mercedes,1.0,0 days 01:08:20.269000,0 days 01:07:35.812000,17.6,52.0,1018.5,False,34.3,29.0,1.5,3.0,R,02-04-2023,Australian Grand Prix,41.0,2023.0
RUS,63,4,2,SOFT,4,0,79.036,27.388,17.88,33.768,Mercedes,,0 days 00:32:13.704000,0 days 00:31:19.307000,15.2,53.0,1018.9,False,23.0,107.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,4,1,MEDIUM,4,1,83.134,28.739,18.727,35.668,Mercedes,1.0,0 days 01:09:43.403000,0 days 01:09:35.811000,17.8,52.0,1018.5,False,34.3,264.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,5,2,SOFT,5,0,92.094,32.347,20.931,38.816,Mercedes,,0 days 00:33:45.798000,0 days 00:33:19.321000,15.3,51.0,1018.7,False,23.2,49.0,1.0,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,5,1,MEDIUM,5,1,83.134,28.855,18.712,35.567,Mercedes,1.0,0 days 01:11:06.537000,0 days 01:10:35.810000,17.8,52.0,1018.5,False,34.0,163.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,6,2,SOFT,6,0,78.091,27.124,17.695,33.272,Mercedes,,0 days 00:35:03.889000,0 days 00:34:19.383000,15.4,50.0,1018.7,False,23.5,177.0,0.6,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,6,1,MEDIUM,6,1,83.159,28.666,18.685,35.808,Mercedes,1.0,0 days 01:12:29.696000,0 days 01:11:35.810000,17.7,52.0,1018.5,False,33.7,157.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,7,2,SOFT,7,0,102.466,32.571,21.613,48.282,Mercedes,,0 days 00:36:46.355000,0 days 00:36:19.319000,15.4,49.0,1018.9,False,23.7,142.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,124.0,2023.0
RUS,63,7,1,MEDIUM,7,1,107.537,28.604,18.608,60.325,Mercedes,7.0,0 days 01:14:17.233000,0 days 01:13:35.824000,17.8,51.0,1018.5,False,33.7,155.0,1.8,3.0,R,02-04-2023,Australian Grand Prix,124.0,2023.0
RUS,63,8,2,SOFT,8,0,77.871,27.032,17.673,33.166,Mercedes,,0 days 00:38:04.226000,0 days 00:37:19.318000,15.5,48.0,1018.7,False,23.7,156.0,1.5,3.0,Q,02-04-2023,Australian Grand Prix,451.0,2023.0
RUS,63,9,2,SOFT,9,0,113.207,34.912,22.781,55.514,Mercedes,,0 days 00:39:57.433000,0 days 00:39:19.332000,15.6,47.0,1018.9,False,23.9,115.0,0.8,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,10,2,SOFT,10,0,77.654,26.875,17.622,33.157,Mercedes,,0 days 00:41:15.087000,0 days 00:40:19.316000,15.7,47.0,1018.9,False,23.9,27.0,1.2,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,10,3,HARD,3,0,89.218,33.632,18.904,36.682,Mercedes,5.0,0 days 01:37:18.996000,0 days 01:36:35.823000,18.0,52.0,1018.4,False,32.9,161.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,11,3,HARD,4,0,84.617,29.386,19.158,36.073,Mercedes,5.0,0 days 01:38:43.613000,0 days 01:38:35.822000,18.0,51.0,1018.5,False,33.0,74.0,0.6,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,12,3,SOFT,1,1,98.351,39.853,19.315,39.183,Mercedes,,0 days 00:51:21.942000,0 days 00:51:19.371000,15.5,50.0,1018.9,False,23.7,124.0,1.2,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,12,3,HARD,5,0,83.169,29.026,18.246,35.897,Mercedes,5.0,0 days 01:40:06.782000,0 days 01:39:35.821000,18.0,51.0,1018.4,False,33.0,141.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,13,3,SOFT,2,1,87.47,31.41,19.399,36.661,Mercedes,,0 days 00:52:49.412000,0 days 00:52:19.355000,15.6,51.0,1018.9,False,23.7,156.0,1.2,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,13,3,HARD,6,0,83.705,29.03,18.207,36.468,Mercedes,4.0,0 days 01:41:30.487000,0 days 01:40:35.821000,18.0,52.0,1018.4,False,32.9,140.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,14,3,SOFT,3,1,78.139,27.158,17.679,33.302,Mercedes,,0 days 00:54:07.551000,0 days 00:53:19.370000,15.7,51.0,1018.9,False,23.7,160.0,1.0,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,14,3,HARD,7,0,83.073,28.68,18.521,35.872,Mercedes,4.0,0 days 01:42:53.560000,0 days 01:42:35.835000,18.0,50.0,1018.5,False,32.8,128.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,15,3,SOFT,4,1,99.267,32.548,23.294,43.425,Mercedes,,0 days 00:55:46.818000,0 days 00:55:19.368000,15.6,51.0,1018.9,False,23.9,146.0,0.8,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,15,3,HARD,8,0,83.079,28.823,18.486,35.77,Mercedes,4.0,0 days 01:44:16.639000,0 days 01:43:35.850000,18.1,51.0,1018.2,False,32.5,155.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,16,3,SOFT,5,1,77.607,26.876,17.532,33.199,Mercedes,,0 days 00:57:04.425000,0 days 00:56:19.368000,15.7,51.0,1019.0,False,24.0,158.0,1.8,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,16,3,HARD,9,0,82.68,28.733,18.436,35.511,Mercedes,4.0,0 days 01:45:39.319000,0 days 01:45:35.848000,18.1,51.0,1018.5,False,32.2,80.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,17,3,SOFT,6,1,102.974,36.082,22.774,44.118,Mercedes,,0 days 00:58:47.399000,0 days 00:58:19.366000,15.7,52.0,1019.0,False,24.2,130.0,1.3,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,17,3,HARD,10,0,94.488,28.79,18.41,47.288,Mercedes,14.0,0 days 01:47:13.807000,0 days 01:46:35.832000,17.9,50.0,1018.4,False,32.1,142.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
RUS,63,18,3,SOFT,7,1,84.549,26.878,17.739,39.932,Mercedes,,0 days 01:00:11.948000,0 days 00:59:19.381000,15.6,52.0,1019.0,False,24.0,154.0,1.7,3.0,Q,02-04-2023,Australian Grand Prix,16724.0,2023.0
RUS,63,19,3,SOFT,8,1,118.163,39.973,23.942,54.248,Mercedes,,0 days 01:02:10.111000,0 days 01:01:19.364000,15.6,52.0,1018.9,False,24.0,129.0,1.5,3.0,Q,02-04-2023,Australian Grand Prix,,
RUS,63,20,3,SOFT,9,1,77.513,26.894,17.608,33.011,Mercedes,,0 days 01:03:27.624000,0 days 01:03:19.378000,15.6,50.0,1018.9,False,23.9,142.0,2.7,3.0,Q,02-04-2023,Australian Grand Prix,,
RUS,63,22,4,SOFT,1,1,95.096,38.621,19.412,37.063,Mercedes,,0 days 01:12:20.467000,0 days 01:12:19.450000,15.4,52.0,1019.0,False,23.3,143.0,1.6,3.0,Q,02-04-2023,Australian Grand Prix,,
RUS,63,23,4,SOFT,2,1,100.105,30.584,23.258,46.263,Mercedes,,0 days 01:14:00.572000,0 days 01:13:19.450000,15.3,51.0,1019.0,False,23.3,40.0,0.6,3.0,Q,02-04-2023,Australian Grand Prix,,
RUS,63,24,4,SOFT,3,1,77.348,26.735,17.518,33.095,Mercedes,,0 days 01:15:17.920000,0 days 01:14:19.449000,15.4,50.0,1018.9,False,23.3,111.0,1.8,3.0,Q,02-04-2023,Australian Grand Prix,,
RUS,63,26,5,SOFT,1,1,89.935,34.372,19.731,35.832,Mercedes,,0 days 01:19:55.921000,0 days 01:19:19.445000,15.4,51.0,1019.0,False,22.8,134.0,0.8,3.0,Q,02-04-2023,Australian Grand Prix,,
RUS,63,27,5,SOFT,2,1,91.223,28.798,21.538,40.887,Mercedes,,0 days 01:21:27.144000,0 days 01:21:19.460000,15.3,52.0,1019.0,False,22.5,143.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,,
RUS,63,28,5,SOFT,3,1,76.968,26.638,17.463,32.867,Mercedes,,0 days 01:22:44.112000,0 days 01:22:19.459000,15.3,52.0,1019.0,False,22.5,136.0,0.6,3.0,Q,02-04-2023,Australian Grand Prix,,
SAI,55,1,1,SOFT,1,1,108.34,46.223,19.334,42.783,Ferrari,,0 days 00:20:28.658000,0 days 00:20:19.252000,14.9,55.0,1018.9,False,22.2,352.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,124.0,2023.0
SAI,55,1,1,MEDIUM,1,0,103.866,,18.702,48.235,Ferrari,4.0,0 days 01:04:00.966000,0 days 01:03:35.815000,17.4,52.0,1018.5,False,34.4,0.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,124.0,2023.0
SAI,55,2,1,MEDIUM,2,0,131.411,47.207,31.797,52.407,Ferrari,4.0,0 days 01:06:12.377000,0 days 01:05:35.814000,17.6,53.0,1018.5,False,34.1,186.0,0.5,3.0,R,02-04-2023,Australian Grand Prix,4.0,2023.0
SAI,55,3,1,MEDIUM,3,0,129.958,46.167,29.035,54.756,Ferrari,4.0,0 days 01:08:22.335000,0 days 01:07:35.812000,17.6,52.0,1018.5,False,34.3,29.0,1.5,3.0,R,02-04-2023,Australian Grand Prix,41.0,2023.0
SAI,55,4,2,SOFT,4,0,92.612,29.621,20.062,42.929,Ferrari,,0 days 00:31:58.022000,0 days 00:31:19.307000,15.2,53.0,1018.9,False,23.0,107.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
SAI,55,4,1,MEDIUM,4,0,83.889,29.248,18.62,36.021,Ferrari,4.0,0 days 01:09:46.224000,0 days 01:09:35.811000,17.8,52.0,1018.5,False,34.3,264.0,0.8,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
SAI,55,5,2,SOFT,5,0,78.347,27.186,17.793,33.368,Ferrari,,0 days 00:33:16.369000,0 days 00:32:19.306000,15.3,52.0,1018.9,False,23.1,128.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
SAI,55,5,1,MEDIUM,5,0,83.217,28.969,18.453,35.795,Ferrari,4.0,0 days 01:11:09.441000,0 days 01:10:35.810000,17.8,52.0,1018.5,False,34.0,163.0,1.2,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
SAI,55,6,2,SOFT,6,0,121.214,39.449,29.599,52.166,Ferrari,,0 days 00:35:17.583000,0 days 00:34:19.383000,15.4,50.0,1018.7,False,23.5,177.0,0.6,3.0,Q,02-04-2023,Australian Grand Prix,1.0,2023.0
SAI,55,6,1,MEDIUM,6,0,82.809,28.859,18.435,35.515,Ferrari,4.0,0 days 01:12:32.250000,0 days 01:11:35.810000,17.7,52.0,1018.5,False,33.7,157.0,1.0,3.0,R,02-04-2023,Australian Grand Prix,1.0,2023.0
SAI,55,7,2,SOFT,7,0,78.017,27.065,17.683,33.269,Ferrari,,0 days 00:36:35.600000,0 days 00:36:19.319000,15.4,49.0,1018.9,False,23.7,142.0,1.1,3.0,Q,02-04-2023,Australian Grand Prix,124.0,2023.0
SAI,55,7,1,MEDIUM,7,0,108.202,28.792,18.423,60.987,Ferrari,8.0,0 days 01:14:20.452000,0 days 01:13:35.824000,17.8,51.0,1018.5,False,33.7,155.0,1.8,3.0,R,02-04-2023,Australian Grand Prix,124.0,2023.0
