GP,Driver,Stint,Compound,StintLength,AirTemp,TrackTemp,FreshTyre,RaceProgress,YellowLaps,SCLaps,VSCLaps,RedFlagLaps,CircuitType_x,TrackLength_x,CircuitType_y,TrackLength_y,CircuitType,TrackLength,TrackAbrasiveness
São Paulo Grand Prix,ALO,2,HARD,26,21.616,47.396,0,0.04,0,1,0,1,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,ALO,3,HARD,24,21.804,47.268,0,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,BOT,2,HARD,23,21.363636363636363,47.87272727272728,1,0.06,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,BOT,3,MEDIUM,26,22.161290322580644,46.60645161290322,1,0.5,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,GAS,1,MEDIUM,17,23.315,47.085,1,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,GAS,2,HARD,33,21.95833333333333,47.06111111111111,1,0.36,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,HAM,1,HARD,17,24.13913043478261,45.92173913043479,0,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,HAM,2,MEDIUM,9,24.146666666666665,43.29333333333333,0,0.36,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,HAM,3,HARD,24,20.768181818181816,48.70454545454545,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,HUL,1,MEDIUM,12,24.25333333333333,46.29333333333333,1,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,HUL,2,HARD,14,22.58333333333333,45.92777777777778,1,0.26,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,HUL,3,HARD,19,21.200000000000003,47.97777777777778,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,LEC,1,MEDIUM,21,23.6037037037037,46.18888888888888,1,0.02,1,1,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,LEC,2,HARD,29,21.33793103448276,47.679310344827584,1,0.44,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,MAG,1,MEDIUM,14,23.80588235294117,46.65294117647059,1,0.02,1,1,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,MAG,2,HARD,12,22.85,45.5,1,0.3,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,MAG,3,HARD,24,21.5125,47.8875,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,NOR,1,MEDIUM,3,28.25,42.06666666666667,0,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,OCO,1,MEDIUM,20,22.96521739130435,47.28260869565217,1,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,OCO,2,HARD,30,22.087878787878783,46.98787878787879,1,0.42,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,PER,1,MEDIUM,1,28.0,43.12,1,0.02,1,3,0,2,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,PER,2,HARD,25,21.666666666666668,47.47916666666666,1,0.06,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,PER,3,HARD,24,21.16086956521739,48.28260869565217,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,PIA,1,HARD,17,24.547826086956523,45.52608695652174,0,0.02,1,1,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,PIA,2,HARD,28,20.616,47.92,0,0.34,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,PIA,3,MEDIUM,8,21.0,49.6,0,0.88,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,RIC,1,MEDIUM,17,23.61428571428572,46.63333333333333,1,0.02,1,1,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,RIC,2,HARD,33,21.485714285714284,47.51428571428571,0,0.36,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,RUS,1,MEDIUM,15,24.476190476190474,45.647619047619045,1,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,RUS,2,HARD,11,23.705882352941178,43.86470588235294,1,0.32,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,RUS,3,HARD,24,22.18888888888889,46.26296296296296,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,SAI,1,MEDIUM,3,28.09090909090909,42.35454545454545,1,0.04,0,3,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,SAI,2,HARD,23,21.34090909090909,47.53181818181818,1,0.14,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,SAI,3,HARD,24,22.111538461538466,46.93461538461538,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,SAR,1,MEDIUM,15,22.38,47.93333333333333,1,0.02,1,3,0,2,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,SAR,2,HARD,35,21.889473684210525,47.15,1,0.32,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,STR,1,SOFT,7,26.275,43.6875,0,0.02,1,3,0,2,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,STR,2,HARD,24,22.054166666666664,46.9625,0,0.14,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,STR,3,HARD,24,21.832,47.464,0,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,TSU,1,SOFT,10,25.473333333333336,45.27333333333333,1,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,TSU,2,MEDIUM,11,21.946153846153848,47.0923076923077,1,0.22,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,TSU,3,HARD,25,20.676,48.124,1,0.44,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,VER,1,MEDIUM,16,24.3,45.81363636363636,1,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,VER,2,HARD,10,23.51333333333333,43.92666666666666,1,0.34,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,VER,3,HARD,24,21.40833333333333,47.59166666666667,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,ZHO,1,HARD,26,22.69333333333333,46.98333333333333,1,0.02,1,4,0,3,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
São Paulo Grand Prix,ZHO,2,MEDIUM,24,22.15,47.29230769230769,1,0.58,0,0,0,0,Permanent,4.309,Permanent,4.309,Permanent,4.309,High
United States Grand Prix,ALB,1,MEDIUM,13,29.97,40.65,0,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ALB,2,HARD,19,30.347368421052632,41.34736842105264,1,0.1964285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ALB,3,MEDIUM,33,30.66296296296296,41.21111111111112,0,0.5357142857142857,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ALO,1,MEDIUM,19,30.115789473684213,40.93157894736842,0,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ALO,2,MEDIUM,23,30.45652173913044,41.391304347826086,1,0.3571428571428571,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ALO,3,HARD,7,30.82857142857143,41.31428571428571,1,0.7678571428571429,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,BOT,1,MEDIUM,10,29.97,40.64,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,BOT,2,HARD,18,30.34444444444445,41.36666666666667,1,0.1964285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,BOT,3,HARD,28,30.65,41.2,1,0.5178571428571429,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,GAS,1,MEDIUM,18,30.127777777777776,40.95,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,GAS,2,MEDIUM,19,30.40526315789474,41.37368421052632,1,0.3392857142857143,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,GAS,3,HARD,19,30.77368421052632,41.16842105263158,1,0.6785714285714286,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,HAM,1,MEDIUM,20,30.130000000000003,41.035,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,HAM,2,HARD,18,30.438888888888886,41.34444444444445,1,0.375,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,HAM,3,MEDIUM,18,30.766666666666666,41.17777777777778,1,0.6964285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,HUL,1,HARD,19,30.115789473684213,40.93157894736842,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,HUL,2,MEDIUM,15,30.4,41.36,1,0.3571428571428571,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,HUL,3,MEDIUM,28,30.71818181818181,41.18636363636364,0,0.625,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,LEC,1,MEDIUM,23,30.13913043478261,41.07391304347826,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,LEC,2,HARD,33,30.633333333333333,41.27878787878788,1,0.4285714285714285,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,MAG,1,MEDIUM,10,29.97,40.64,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,MAG,2,HARD,19,30.35263157894737,41.352631578947374,1,0.1964285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,MAG,3,MEDIUM,26,30.66538461538461,41.24230769230769,1,0.5357142857142857,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,NOR,1,MEDIUM,17,30.1,40.93529411764706,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,NOR,2,HARD,17,30.38823529411765,41.358823529411765,1,0.3214285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,NOR,3,HARD,22,30.70909090909091,41.22727272727273,1,0.625,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,OCO,1,MEDIUM,6,29.933333333333334,40.66666666666666,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,PER,1,MEDIUM,17,30.105882352941176,40.9,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,PER,2,MEDIUM,20,30.395,41.345,1,0.3214285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,PER,3,HARD,19,30.757894736842104,41.189473684210526,1,0.6785714285714286,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,PIA,1,MEDIUM,10,29.97,40.7,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,RIC,1,MEDIUM,22,30.13181818181818,40.96818181818182,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,RIC,2,HARD,25,30.548,41.432,1,0.4107142857142857,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,RIC,3,SOFT,8,30.875,40.875,1,0.8571428571428571,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,RUS,1,MEDIUM,21,30.133333333333333,40.99523809523809,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,RUS,2,HARD,18,30.444444444444443,41.38333333333333,1,0.3928571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,RUS,3,MEDIUM,17,30.823529411764707,41.19411764705882,1,0.7142857142857143,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,SAI,1,MEDIUM,17,30.105882352941176,40.94117647058823,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,SAI,2,MEDIUM,18,30.39444444444445,41.33888888888889,1,0.3214285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,SAI,3,HARD,21,30.728571428571428,41.23333333333333,1,0.6428571428571429,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,SAR,1,MEDIUM,11,29.97272727272728,40.58181818181818,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,SAR,2,HARD,21,30.366666666666667,41.40476190476191,1,0.2142857142857142,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,SAR,3,MEDIUM,24,30.704166666666666,41.23333333333333,1,0.5892857142857143,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,STR,1,HARD,20,30.115,40.95,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,STR,2,MEDIUM,20,30.42,41.36,0,0.375,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,STR,3,MEDIUM,16,30.83125,41.125,1,0.7321428571428571,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,TSU,1,MEDIUM,17,30.105882352941176,40.9,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,TSU,2,HARD,17,30.38823529411765,41.35294117647059,1,0.3214285714285714,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,TSU,3,MEDIUM,20,30.725,41.325,1,0.625,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,TSU,4,SOFT,2,30.8,40.3,1,0.9821428571428572,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,VER,1,MEDIUM,16,30.0875,40.90625,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,VER,2,MEDIUM,19,30.384210526315787,41.33684210526316,1,0.3035714285714285,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,VER,3,HARD,21,30.723809523809525,41.22380952380953,1,0.6428571428571429,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ZHO,1,MEDIUM,9,29.95555555555556,40.66666666666666,1,0.0178571428571428,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ZHO,2,HARD,18,30.33333333333333,41.32222222222222,1,0.1785714285714285,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
United States Grand Prix,ZHO,3,HARD,28,30.642857142857142,41.23214285714285,1,0.5,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,High
Abu Dhabi Grand Prix,ALB,1,MEDIUM,12,26.875,31.766666666666666,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,ALB,2,HARD,45,26.288888888888888,30.377777777777776,1,0.2241379310344827,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,ALO,1,MEDIUM,14,26.87692307692308,31.72307692307692,0,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,ALO,2,HARD,25,26.504166666666663,30.89583333333333,0,0.2413793103448276,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,ALO,3,HARD,22,26.014285714285712,29.704761904761902,0,0.6551724137931034,3,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,BOT,1,MEDIUM,6,26.9,31.883333333333336,1,0.0172413793103448,5,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,BOT,2,HARD,23,26.65217391304348,31.230434782608693,1,0.1206896551724138,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,COL,1,MEDIUM,3,26.933333333333334,31.933333333333337,1,0.0172413793103448,4,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,COL,2,HARD,23,26.713043478260868,31.321739130434786,1,0.0689655172413793,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,DOO,1,MEDIUM,22,26.79090909090909,31.55,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,DOO,2,HARD,35,26.18,30.111428571428576,1,0.396551724137931,5,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,GAS,1,MEDIUM,14,26.87857142857143,31.678571428571427,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,GAS,2,HARD,44,26.26363636363636,30.33181818181818,1,0.2586206896551724,5,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,HAM,1,HARD,34,26.66176470588235,31.27058823529412,1,0.0172413793103448,5,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,HAM,2,MEDIUM,25,26.054166666666664,29.8125,0,0.603448275862069,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,HUL,1,MEDIUM,13,26.884615384615383,31.700000000000003,1,0.0172413793103448,4,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,HUL,2,HARD,45,26.27555555555556,30.35333333333333,1,0.2413793103448276,3,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,LAW,1,MEDIUM,23,26.782608695652176,31.530434782608697,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,LAW,2,HARD,1,26.5,30.9,1,0.4137931034482758,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,LAW,3,HARD,6,26.44,30.8,0,0.4310344827586206,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,LAW,4,HARD,32,26.107692307692307,29.950000000000003,0,0.5172413793103449,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,LEC,1,MEDIUM,20,26.82,31.565,1,0.0172413793103448,4,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,LEC,2,HARD,38,26.19736842105263,30.176315789473687,1,0.3620689655172414,4,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,MAG,1,MEDIUM,12,26.88333333333333,31.758333333333336,1,0.0172413793103448,4,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,MAG,2,HARD,17,26.58823529411765,31.105882352941173,1,0.2241379310344827,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,MAG,3,HARD,1,26.4,30.6,1,0.5172413793103449,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,MAG,4,SOFT,25,26.096,29.916,1,0.5344827586206896,0,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,MAG,5,SOFT,5,25.9,29.3,0,0.9655172413793104,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,NOR,1,MEDIUM,26,26.76153846153846,31.434615384615384,1,0.0172413793103448,4,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,NOR,2,HARD,32,26.14375,30.021875,1,0.4655172413793103,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,PIA,1,MEDIUM,4,26.925,31.925,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,PIA,2,HARD,28,26.642857142857142,31.217857142857145,1,0.0862068965517241,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,PIA,3,HARD,26,26.069230769230767,29.82692307692308,1,0.5689655172413793,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,RUS,1,MEDIUM,27,26.76153846153846,31.434615384615384,0,0.0172413793103448,4,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,RUS,2,HARD,32,26.13125,30.0125,1,0.4655172413793103,4,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,SAI,1,MEDIUM,25,26.772,31.456,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,SAI,2,HARD,33,26.151515151515152,30.04848484848485,1,0.4482758620689655,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,STR,1,MEDIUM,12,26.88181818181818,31.781818181818185,0,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,STR,2,HARD,22,26.571428571428573,31.05714285714286,0,0.2068965517241379,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,STR,3,HARD,25,26.076,29.848000000000003,0,0.5689655172413793,1,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,TSU,1,MEDIUM,22,26.79090909090909,31.55,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,TSU,2,HARD,35,26.18,30.111428571428576,1,0.396551724137931,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,VER,1,MEDIUM,29,26.71379310344828,31.393103448275863,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,VER,2,HARD,29,26.106896551724137,29.93103448275862,1,0.5172413793103449,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,ZHO,1,MEDIUM,12,26.875,31.766666666666666,1,0.0172413793103448,3,0,2,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,ZHO,2,HARD,27,26.48148148148148,30.83703703703704,1,0.2241379310344827,2,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Abu Dhabi Grand Prix,ZHO,3,HARD,18,25.994444444444444,29.65555555555555,1,0.6896551724137931,3,0,0,0,Permanent,5.513,Permanent,5.513,Permanent,5.513,Low
Australian Grand Prix,ALB,1,MEDIUM,6,18.822222222222223,32.629629629629626,1,0.0172413793103448,1,0,0,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,ALB,2,HARD,21,20.256666666666668,36.65,1,0.1206896551724138,2,0,1,1,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,ALB,3,HARD,30,21.12857142857143,37.21428571428572,1,0.4827586206896552,2,0,1,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,ALO,1,HARD,18,20.11785714285714,37.375,0,0.0172413793103448,2,0,1,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,ALO,2,MEDIUM,25,20.619444444444444,37.36111111111112,0,0.3103448275862069,0,0,1,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,ALO,3,HARD,18,20.478048780487807,35.900000000000006,0,0.7241379310344828,3,0,2,1,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,BOT,1,MEDIUM,9,19.904761904761905,36.81904761904762,0,0.0172413793103448,1,0,0,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,BOT,2,HARD,29,20.85151515151515,38.32727272727273,0,0.1551724137931034,2,0,2,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,BOT,3,HARD,21,20.28648648648649,35.19189189189189,1,0.6379310344827587,1,0,2,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,GAS,1,MEDIUM,17,19.69767441860465,35.051162790697674,1,0.0172413793103448,2,0,1,0,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
Australian Grand Prix,GAS,2,HARD,24,19.96981132075472,36.0,1,0.3103448275862069,1,0,0,1,SemiPermanent,5.278,SemiPermanent,5.278,SemiPermanent,5.278,Medium
